Unique ID,Timestamp,Device Name,Pickup Coordinates,Destination Coordinates,Start Location Name,End Location Name,Info,Image Name
47d4a8d1-f5e3-4167-8d2d-fe7ac170ad6e,2025-03-13 15:30:59,R58T33M77TL,"""(23.732566513200094, 90.4655500002764)""","""(23.857642940030594, 90.3046854101442)""",dhanmondi 15 bus stand,banani,"Moto Saver,Fare BDT 123.80,driver is 1 minutes away,estimated capacity 1",R58T33M77TL_images/R58T33M77TL_uberx_route_10_20250313_153057.png
47d4a8d1-f5e3-4167-8d2d-fe7ac170ad6e,2025-03-13 15:30:59,R58T33M77TL,"""(23.732566513200094, 90.4655500002764)""","""(23.857642940030594, 90.3046854101442)""",dhanmondi 15 bus stand,banani,"Premier,Fare BDT 471.63,Estimated drop-off: 16:22, driver is 2 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_10_20250313_153057.png
6cca28a0-8088-4ff4-b469-21a624ca74a0,2025-03-13 15:31:32,R58T33M77TL,"""(23.890043747902922, 90.4960187686125)""","""(23.891110433791493, 90.46435893945988)""",dhanmondi 27 no bus stop,kalabaganv,"selected,CNG,Fare BDT 122.64,Estimated drop-off: 15:38, driver is 4 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_11_20250313_153130.png
6cca28a0-8088-4ff4-b469-21a624ca74a0,2025-03-13 15:31:33,R58T33M77TL,"""(23.890043747902922, 90.4960187686125)""","""(23.891110433791493, 90.46435893945988)""",dhanmondi 27 no bus stop,kalabaganv,"Moto,Fare   BDT 44.77,Discounted from BDT 48.14,Estimated drop-off: 15:36, driver is 2 minutes away,estimated capacity 1,Faster",R58T33M77TL_images/R58T33M77TL_uberx_route_11_20250313_153130.png
6cca28a0-8088-4ff4-b469-21a624ca74a0,2025-03-13 15:31:33,R58T33M77TL,"""(23.890043747902922, 90.4960187686125)""","""(23.891110433791493, 90.46435893945988)""",dhanmondi 27 no bus stop,kalabaganv,"UberX,Fare BDT 162.48,Estimated drop-off: 15:38, driver is 4 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_11_20250313_153130.png
6cca28a0-8088-4ff4-b469-21a624ca74a0,2025-03-13 15:31:33,R58T33M77TL,"""(23.890043747902922, 90.4960187686125)""","""(23.891110433791493, 90.46435893945988)""",dhanmondi 27 no bus stop,kalabaganv,"Moto Saver,Fare BDT 41.08,driver is 2 minutes away,estimated capacity 1",R58T33M77TL_images/R58T33M77TL_uberx_route_11_20250313_153130.png
6cca28a0-8088-4ff4-b469-21a624ca74a0,2025-03-13 15:31:33,R58T33M77TL,"""(23.890043747902922, 90.4960187686125)""","""(23.891110433791493, 90.46435893945988)""",dhanmondi 27 no bus stop,kalabaganv,"Premier,Fare BDT 186.87,Estimated drop-off: 15:38, driver is 3 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_11_20250313_153130.png
c2be3e35-a3c6-4ee7-9ba8-f3b173eda01f,2025-03-13 15:32:06,R58T33M77TL,"""(23.874538464695604, 90.48757286810745)""","""(23.853072164728825, 90.49583941141843)""",kamlapur,gulshan 1,"selected,CNG,Fare BDT 265.13,Estimated drop-off: 16:18, driver is 4 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_12_20250313_153204.png
c2be3e35-a3c6-4ee7-9ba8-f3b173eda01f,2025-03-13 15:32:06,R58T33M77TL,"""(23.874538464695604, 90.48757286810745)""","""(23.853072164728825, 90.49583941141843)""",kamlapur,gulshan 1,"Moto,Fare   BDT 135.12,Discounted from BDT 145.29,Estimated drop-off: 16:15, driver is 1 minutes away,estimated capacity 1,Faster",R58T33M77TL_images/R58T33M77TL_uberx_route_12_20250313_153204.png
c2be3e35-a3c6-4ee7-9ba8-f3b173eda01f,2025-03-13 15:32:06,R58T33M77TL,"""(23.874538464695604, 90.48757286810745)""","""(23.853072164728825, 90.49583941141843)""",kamlapur,gulshan 1,"UberX,Fare BDT 368.02,Estimated drop-off: 16:16, driver is 3 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_12_20250313_153204.png
c2be3e35-a3c6-4ee7-9ba8-f3b173eda01f,2025-03-13 15:32:06,R58T33M77TL,"""(23.874538464695604, 90.48757286810745)""","""(23.853072164728825, 90.49583941141843)""",kamlapur,gulshan 1,"Moto Saver,Fare BDT 114.47,driver is 2 minutes away,estimated capacity 1",R58T33M77TL_images/R58T33M77TL_uberx_route_12_20250313_153204.png
c2be3e35-a3c6-4ee7-9ba8-f3b173eda01f,2025-03-13 15:32:07,R58T33M77TL,"""(23.874538464695604, 90.48757286810745)""","""(23.853072164728825, 90.49583941141843)""",kamlapur,gulshan 1,"Premier,Fare BDT 422.21,Estimated drop-off: 16:18, driver is 5 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_12_20250313_153204.png
0c9429db-68c5-4c46-9927-712941e4581c,2025-03-13 15:32:42,R58T33M77TL,"""(23.72855913848747, 90.41394664943094)""","""(23.798147320064068, 90.36457505061395)""",banani dohs,"block j,basundhara r/a","selected,Moto,Fare   BDT 263.26,Discounted from BDT 278.26,Estimated drop-off: 16:03, driver is 6 minutes away,estimated capacity 1,Faster",R58T33M77TL_images/R58T33M77TL_uberx_route_13_20250313_153240.png
0c9429db-68c5-4c46-9927-712941e4581c,2025-03-13 15:32:42,R58T33M77TL,"""(23.72855913848747, 90.41394664943094)""","""(23.798147320064068, 90.36457505061395)""",banani dohs,"block j,basundhara r/a","UberX,Fare BDT 337.13,Estimated drop-off: 16:06, driver is 9 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_13_20250313_153240.png
0c9429db-68c5-4c46-9927-712941e4581c,2025-03-13 15:32:42,R58T33M77TL,"""(23.72855913848747, 90.41394664943094)""","""(23.798147320064068, 90.36457505061395)""",banani dohs,"block j,basundhara r/a","Premier,Fare BDT 387.12,Estimated drop-off: 16:08, driver is 11 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_13_20250313_153240.png
0c9429db-68c5-4c46-9927-712941e4581c,2025-03-13 15:32:42,R58T33M77TL,"""(23.72855913848747, 90.41394664943094)""","""(23.798147320064068, 90.36457505061395)""",banani dohs,"block j,basundhara r/a","Moto Saver,Fare BDT 128.63,driver is 7 minutes away,estimated capacity 1",R58T33M77TL_images/R58T33M77TL_uberx_route_13_20250313_153240.png
bc39de63-c306-413c-9fe3-7a7a4de5e410,2025-03-13 15:33:13,R58T33M77TL,"""(23.791998842311852, 90.37099719940146)""","""(23.76521544101184, 90.38689090791274)""",kolabagan,tt para bus stand,"selected,CNG,Fare BDT 265.47,Estimated drop-off: 16:28, driver is 2 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_14_20250313_153312.png
bc39de63-c306-413c-9fe3-7a7a4de5e410,2025-03-13 15:33:14,R58T33M77TL,"""(23.791998842311852, 90.37099719940146)""","""(23.76521544101184, 90.38689090791274)""",kolabagan,tt para bus stand,"Moto,Fare   BDT 116.71,Discounted from BDT 125.50,Estimated drop-off: 16:28, driver is 1 minutes away,estimated capacity 1,Faster",R58T33M77TL_images/R58T33M77TL_uberx_route_14_20250313_153312.png
bc39de63-c306-413c-9fe3-7a7a4de5e410,2025-03-13 15:33:14,R58T33M77TL,"""(23.791998842311852, 90.37099719940146)""","""(23.76521544101184, 90.38689090791274)""",kolabagan,tt para bus stand,"UberX,Fare BDT 376.02,Estimated drop-off: 16:30, driver is 3 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_14_20250313_153312.png
bc39de63-c306-413c-9fe3-7a7a4de5e410,2025-03-13 15:33:14,R58T33M77TL,"""(23.791998842311852, 90.37099719940146)""","""(23.76521544101184, 90.38689090791274)""",kolabagan,tt para bus stand,"Moto Saver,Fare BDT 108.35,driver is 2 minutes away,estimated capacity 1",R58T33M77TL_images/R58T33M77TL_uberx_route_14_20250313_153312.png
bc39de63-c306-413c-9fe3-7a7a4de5e410,2025-03-13 15:33:14,R58T33M77TL,"""(23.791998842311852, 90.37099719940146)""","""(23.76521544101184, 90.38689090791274)""",kolabagan,tt para bus stand,"UberXL,Fare BDT 688.59,Estimated drop-off: 16:31, driver is 5 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_14_20250313_153312.png
7eb2a5ff-16b7-484d-8cea-0bbddd3ab24b,2025-03-13 15:34:30,R58T33M77TL,"""(23.746713247986154, 90.30384898581887)""","""(23.748155768475723, 90.42942279964488)""",dhanmondi 15 bus stand,dhanmondi ideal school,"selected,CNG,Fare BDT 144.29,Estimated drop-off: 15:44, driver is 2 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_17_20250313_153428.png
7eb2a5ff-16b7-484d-8cea-0bbddd3ab24b,2025-03-13 15:34:30,R58T33M77TL,"""(23.746713247986154, 90.30384898581887)""","""(23.748155768475723, 90.42942279964488)""",dhanmondi 15 bus stand,dhanmondi ideal school,"Moto,Fare   BDT 58.64,Discounted from BDT 63.05,Estimated drop-off: 15:43, driver is 1 minutes away,estimated capacity 1,Faster",R58T33M77TL_images/R58T33M77TL_uberx_route_17_20250313_153428.png
7eb2a5ff-16b7-484d-8cea-0bbddd3ab24b,2025-03-13 15:34:30,R58T33M77TL,"""(23.746713247986154, 90.30384898581887)""","""(23.748155768475723, 90.42942279964488)""",dhanmondi 15 bus stand,dhanmondi ideal school,"UberX,Fare BDT 162.48,Estimated drop-off: 15:43, driver is 2 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_17_20250313_153428.png
7eb2a5ff-16b7-484d-8cea-0bbddd3ab24b,2025-03-13 15:34:30,R58T33M77TL,"""(23.746713247986154, 90.30384898581887)""","""(23.748155768475723, 90.42942279964488)""",dhanmondi 15 bus stand,dhanmondi ideal school,"Moto Saver,Fare BDT 49.45,driver is 1 minutes away,estimated capacity 1",R58T33M77TL_images/R58T33M77TL_uberx_route_17_20250313_153428.png
7eb2a5ff-16b7-484d-8cea-0bbddd3ab24b,2025-03-13 15:34:30,R58T33M77TL,"""(23.746713247986154, 90.30384898581887)""","""(23.748155768475723, 90.42942279964488)""",dhanmondi 15 bus stand,dhanmondi ideal school,"Premier,Fare BDT 187.30,Estimated drop-off: 15:43, driver is 2 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_17_20250313_153428.png
7490f1f4-4ccb-4e58-8177-72e2fe79b416,2025-03-13 15:35:01,R58T33M77TL,"""(23.837523967633995, 90.3258536276116)""","""(23.762190269145307, 90.33650901374502)""",dhanmondi 27 no bus stop,kathalbagan bazar,"selected,CNG,Fare BDT 164.10,Estimated drop-off: 15:57, driver is 4 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_18_20250313_153459.png
7490f1f4-4ccb-4e58-8177-72e2fe79b416,2025-03-13 15:35:01,R58T33M77TL,"""(23.837523967633995, 90.3258536276116)""","""(23.762190269145307, 90.33650901374502)""",dhanmondi 27 no bus stop,kathalbagan bazar,"Moto,Fare   BDT 66.11,Discounted from BDT 71.09,Estimated drop-off: 15:55, driver is 2 minutes away,estimated capacity 1,Faster",R58T33M77TL_images/R58T33M77TL_uberx_route_18_20250313_153459.png
7490f1f4-4ccb-4e58-8177-72e2fe79b416,2025-03-13 15:35:01,R58T33M77TL,"""(23.837523967633995, 90.3258536276116)""","""(23.762190269145307, 90.33650901374502)""",dhanmondi 27 no bus stop,kathalbagan bazar,"UberX,Fare BDT 202.89,Estimated drop-off: 15:56, driver is 3 minutes away",R58T33M77TL_images/R58T33M77TL_uberx_route_18_20250313_153459.png
