Unnamed: 0,Pickup Point,Pickup Area
2466,"AGRANI BANK LTD FOREIGN EXCHANGE BOOTH,NEW AIRPORT RD",Biman Bandar
2468,"KEBAB HOUSE , SECTOR 3 , UTTARA",Uttara
2469,"VISTA FURNITURE,23/G/1/A,PANTHAPATH,DHANMONDI",Dhanmondi
2476,"H 405 , AFTAB UDDIN AHMED RD , BLOCK B , BASUNDHARA R/A",Bashundhara
2479,"UTTARA ADHUNIK MEDICAL COLLEGE.H 4,SONARGAON JANAPATH,SECTOR 13,UTTARA",Uttara
2480,"RD 9 , BLOCK B, BASHUNDHARA R/A",Bashundhara R/A
2481,"ITEL MOBILE  ( BD ) , ROAD -48, KEMAL ATATURK AVENUE , GULSHAN 2 , GULSHAN",Gulshan
2485,"A R SUPER STORE , SECTOR 7 , UTTARA",Uttara
2487,"DHANSHIRI,ROAD 45,GULSHAN 2,GULSHAN",Gulshan
2497,"HOUSE -23, ROAD -13 , SECTOR-3 , UTTARA",Uttara
2503,"H 209/A , SADAT SOBHAN TANVIR RD , BLOCK  C , BASUNDHARA R/A",Bashundhara
2504,"RD 9,BLOCK B,BASUNDHARA R/A",Bashundhara
2507,"ICON BEAUTY LOUNGE , SECTOR 4 , UTTARA",Uttara
2509,"SALBALI'S DENTAL CARE , ROAD 35 , SECTOR 7, UTTARA",Uttara
2510,"STS AVE,BLOCK E,BASUNDHARA R/A",Bashundhara
2511,"SCHOLASTICA SCHOOL,HOUSE 2,ROAD 8,SECTOR 1,UTTARA",Uttara
2512,"POPY HOUSE , MIRPUR DOHS",Mirpur
2513,"QA-PRO,GULSHAN 1,GULSHAN",Gulshan
2514,"LORDS INSTITUTE , GULSHAN 2 , GULSHAN",Gulshan
2515,"ATATRUK TOWER , BLOCK K , BANANI",Banani
2516,"VFS GLOBAL MALTA , BLOCK B , BANANI",Banani
2517,"SAC,NSU RD,BLOCK B,BASUNDHARA R/A",Bashundhara
2519,"SAC , NSU RD , BLOCK B , BASHUNDHARA R/A",Bashundhara R/A
2520,"APOLLO INFORMATION CENTRE , MEHNAZ MANSUR TOWER , ROAD 130 , GULSHAN 1 , GULSHAN",Gulshan
2522,"QA-PRO , GULSHAN 1, GULSHAN",Gulshan
2523,"KOREAN RESTAURANT /BEST GULSHAN RESTAURANT , BLOCK E , BANANI",Banani
2525,"SCHOLASTICA SCHOOL , HOUSE 2, ROAD 8 , SECTOR 1, UTTARA",Uttara
2526,"GULSHAN , GULSHAN 1 , GULSHAN",Gulshan
2527,"H 8,RD 2/A,PC CULTURE HOUSING SOCIETY,MOHAMMADPUR",Mohammadpur
2528,"H 25/A , RD 18 , BANANI",Banani
2534,"HABIBA TELECOM,H 8,RD 1,PALLABI EXTENSIONS,PALLABI",Pallabi
2535,"CHUTI HOLIDAYS TOURS & TRAVELS , ROAD 59 , GULSHAN NORTH , GULSHAN",Gulshan
2537,"FASHION FOR YOU , GULSHAN 2 , GULSHAN",Gulshan
2543,"MEDINOVA MEDICAL SERVICES LTD,H 71/A,RD 5/A,DHANMONDI",Dhanmondi
2549,"OFFICE OF THE ADDL IG APBN,SECTOR 2,UTTARA",Uttara
2552,"JBL ROSE COTTAGE, HOUSE 432, ROAD 8 , BLOCK H , BASHUNDHARA R/A",Bashundhara R/A
2553,"DIU LIBRARY,MIRPUR RD,DHANMONDI",Dhanmondi
2554,"SOUTHBREEZE SQUARE , 52 , GULSHAN AVENUE , DAKKHIN BADDA , GULSHAN",Gulshan
2557,"BRAC BANK LIMITED , ROAD 3 , GULSHAN 1 , GULSHAN",Gulshan
2559,"6/10,BLOCK E,SATMASJID RD,MOHAMMADPUR",Mohammadpur
2560,"SUNDAS,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
2561,"BANDBOX LAUNDRY , 116 , ROAD 11 , BANANI",Banani
2564,"15,SHER SHAH SURI ROAD,MOHAMMADPUR",Mohammadpur
2565,"AUPORAJITA , HPUSE 375 376, ROAD 9 , BLOCK C, BASHUNDHARA R/A",Bashundhara R/A
2566,"APOLLO HOSPITAL,SADEK RD,BLOCK E,BASHUNDHARA R/A",Bashundhara R/A
2567,"INDEPENDENT UNIVERSITY,H 16,AFTAB UDDIN AHMED RD,BLOCK B,BASHUNDHARA R/A",Bashundhara R/A
2568,"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , TERMINAL 1, AIRPORT ROAD , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2",Purbachal
2569,"ESTETICO CAFE,BASHUNDHARA R/A",Bashundhara R/A
2571,"KHAN BROTHERS ENGINEERING & REFRIGERATION CO,ROAD 52,GULSHAN 2,GULSHAN",Gulshan
2574,"CREEC & DESIGN DIVISION OF PBRIP,GULSHAN 2,GULSHAN",Gulshan
2575,"MAYER DOA AUTO DRY CLEANERS,ROAD 8,BLOCK G,NIKETON",Niketon
2576,"GULSHAN CLUB LIMITED,GULSHAN 2,GULSHAN",Gulshan
2578,"GULSHAN LADIES COMMUNITY CLUB,ROAD 83,GULSHAN 2,GULSHAN",Gulshan
2580,"POLICE PLAZA CONCORD SHOPPING MALL,GULSHAN 1",Gulshan
2583,"BASHUNDHARA DISPANT,BLOCK D,BASHUNDHARA R/A",Bashundhara R/A
2584,"CHINTON ARCHITECTS,GULSHAN 2,GULSHAN",Gulshan
2585,"SHAHABUDDIN MEDICAL COLLEGE HOSPITAL,HOUSE 12,ROAD 113/A,GULSHAN 1",Gulshan
2586,"NSU AUDITORIUM,NSU DRIVEWAY,BLOCK B,BASHUNDHARA R/A",Bashundhara R/A
2587,"ZIGATOLA BUS STAND,JIGATOLA,DHANMONDI",Dhanmondi
2590,"APON STORE,DOHS,MIRPUR",Mirpur
2591,"BURGER N CO,MIDDLE MONIPUR BAREK MOLLAS MOR,60 FEET,MIRPUR",Mirpur
2592,"GOLLACHUT STUDIOS,IQBAL ROADD,MOHAMMADPUR",Mohammadpur
2595,"REGIONAL PASSPORT OFFICE,UTTARA,PLOT 5,RD 4,SECTOR 12,UTTARA",Uttara
2597,"TAOHID KUTIR SHILPO,ZOO RD,MIRPUR 2",Mirpur
2598,"THE SECRET GARDEN,BLOCK E,BANANI",Banani
2600,"THE FOOD HALL,SABRINA SOBHAN 4TH AVENUE RD,BLOCK D,BASUNDHARA R/A",Bashundhara
2603,"RD 3,SECTOR 5,UTTARA",Uttara
2604,"ENTRY 1,JAMUNA FUTURE PARK,BASUNDHARA R/A",Bashundhara
2605,"HOUSE 90B,HATEMBAG ROAD,EAST RAYER BAZAR",Rayer Bazar
2606,"NORTH END COFEE ROASTERS,H 53,GULSHAN AVE,GULSHAN 1",Gulshan
2607,"SHIMU DRIVING TRAINING CENTER,ROAD 1,SECTION 12",Mirpur
2608,"ABESH HOTEL AND RESTURANT,MIRPUR 2",Mirpur
2610,"FLOWER NURSERY SHOP,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
2612,"RD 15/A,DHANMONDI",Dhanmondi
2614,"H 22,CENTRAL RD,DHANMONDI",Dhanmondi
2615,"JMC TOWER , HOUSE 18 , ROAD 13 , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
2616,"KASEM VILLA,H 12,RD 7/A,DHANMONDI",Dhanmondi
2621,"RICKSHAW ROAD,GULSHAN 2,GULSHAN",Gulshan
2623,"MEDICAL MARKET BANGLADESH,GULSHAN 2,GULSHAN",Gulshan
2624,"ARANYA , ROAD 19A , BANANI",Banani
2629,"BANGLADESH BANK , MOTIJHEEL SHAPLA CHOTTOR , MOTIJHEEL",Motijheel
2631,"DR. ALI AHMED RD , KHILGAON",Khilgaon
2632,"EBL TOWER EASTERN BANK TOWER , GULSHAN AVENUE , DAKKHIN BADDA , GULSHAN",Gulshan
2633,"AGRANI BANK LIMITED,SONARGAON ROAD BRANCH,45,BIR UTTAM CR DATTA ROAD,HATIRPOOL,WIRELESS,PALTAN",Paltan
2643,"H 2 , TOYENBEE CIRCULAR RD , FAKIRAPOOL",Fakirapool
2647,"BELLU'S , BLOCK C , BASUNDHARA R/A",Bashundhara
2650,"GHOROWA BHOJ , BASHABO  JHILL PAR ROAD , KHILGAON",Khilgaon
2653,"DHAKA MEDICAL COLLEGE HOSPITAL , SECRETARIAT ROAD , DHAKA , BANGLADESH",Agargaon
2656,"KHUSHI,24A/24B,ROAD 119,DAKKHIN BADDA,GULSHAN",Gulshan
2657,"ABDULLAHPUR BERIBADH CIRCLE , LC MEDICAL RD , UTTARA",Uttara
2660,"DAMO FASHION LIMITED , ROAD 14 , GULSHAN 1 , GULSHAN",Gulshan
2662,"19/B/4/B, BLOCK F , BIZLY MOHOLLA ROAD , TIKAPARA , MOHAMMADPUR",Mohammadpur
2668,"CPA IT,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
2675,"43, ROAD 11 , NIKUNJA 2",Nikunja
2676,"BHAI BHAI MOTORS,NIKETON BAZAR ROAD,MOHAKHALI",Mohakhali
2679,"H 351,H 352,RD 10,BLOCK C,BASUNDHARA R/A",Bashundhara
2680,"BRIDGE ROSEN JINNAH , HOUSE 816, ROAD 12 , BLOCK I , BASHUNDHARA R/A",Bashundhara R/A
2681,"TELECITY ENTERPRISE,MIRPUR RD,KALABAGAN",Kalabagan
2687,"H 7,RD 3,NIKUNJA 2",Nikunja
2690,"MEN'S CLOTHING BANGLADESH , KEMAL ATATURK AVENUE , BANANI",Banani
2692,"PROF. MOFIZ AHMED H 5 RD 7 , GULSHAN 1",Gulshan
2693,"BANGLADESH EYE OPTICS , H 3/C , SATMASJID RD , BLOCK F , MOHAMMADPUR",Mohammadpur
2694,"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,TERMINAL 1,AIRPORT RD,NEW AIRPORT ROAD,KURMITOLA,SECTOR 2",Purbachal
2696,"RD 18, SACTOR 7 , UTTARA",Uttara
2698,"NEW BANGLA MOTORS  , HOUSE H/20, BIR UTTAM ZIAUR RAHMAN ROAD , AMTALI , MOHAKHALI",Mohakhali
2700,"ENA KINGDOM , 32, GIRLS SCHOOL ROAD , DHANMONDI",Dhanmondi
2702,"BLESSING HOMES LIMITED , SECTOR 6 , UTTARA",Uttara
2704,"HOUSE 395, ROAD 21 , BLOCK G , BASHUNDHARA R/A",Bashundhara R/A
2705,"CITY BANK ATM, GULSHAN 1, GULSHAN",Gulshan
2707,"JTI BANGLADESH HQ, GULSHAN 1, GULSHAN",Gulshan
2710,"ASSORT NAMEER , 8/I , ROAD NO. 2 , BLOCK D , BASUNDHARA R/A",Bashundhara
2712,"SAMSUNG ELECTRA , 169 , HATIRPOOL , DHANMONDI R/A , PALTAN",Paltan
2714,"APOLLO HOSPITAL , SAYEM SOBHAN ANVIR4 ROAD , BLOCK D, , BASHUNDHARA R/A",Bashundhara R/A
2715,"DNS GROUP , H 5 , BIR UTTAM AK KHANDAKAR RD , GULSHAN 1",Gulshan
2716,"H 470, RD 15 , BLOCK G , BASUNDHARA R/A",Bashundhara
2717,"CSTECH BD , LAKE DRIVE ROAD , SCETOR 7 , UTTARA",Uttara
2722,"RADORAKS , SECTOR 13 , UTTARA",Uttara
2723,"RANIS SHAMAJ BHABAN , H 10 , RD 10 , BANANI",Banani
2724,"S HAQUARE TRADERS , DHAKA UDDAN , MOHAMMADPUR",Mohammadpur
2726,"NEUVE'MI CAFE & RESTRO , SCETOR 15 , UTTARA",Uttara
2727,"36/A , DHAKA HOUSING , UTTOR ADABOR, MOHAMMADPUR",Mohammadpur
2729,"HOUSE 42, ROAD 05 , SCETOR 03, UTTARA",Uttara
2730,"SQUARE HOSPITAL LTD , PANTHAPATH RD , KALABAGAN",Kalabagan
2734,"JAHAR ALI , GP 168 , MOHAKHALI WIRELESS RD , MOHAKHALI",Mohakhali
2737,"SHISHIR BINDU , BLOCK  I  , BASUNDHARA R/A",Bashundhara
2738,"WOOD VIEW  FURNITURE , BLOCK F , BANANI",Banani
2739,"MY HOME - MY DREAM PLANET , SECTOR 15 , UTTARA",Uttara
2740,"EVEREST , PLOT TA 15 16 RD 22, TILAPARA , KHILGAON",Khilgaon
2741,"12 , ROAD 6 , SECTION 12",Mirpur
2742,"US BANGLA AIRLINES , GULSHAN NORTH AVENUE , GULSHAN 2, GULSHAN",Gulshan
2743,"H 1419/12 , TALTOLA MARKET RD , TALTOLA , KHILGAON",Khilgaon
2745,"RAJA TEA STORE , SECTOR 13 , MIRPUR",Mirpur
2746,"H 242/1 , TILPAPARA RD , KHILGAON",Khilgaon
2748,"ESKAYEF PHARMACEUTICALS LTD . ( SK +F ) , BLOCK B , BANANI",Banani
2749,"UTTARA CLUB , ROAD - 08 , SECTOR - 01, UTTARA",Uttara
2750,"PRIMS LADIES HOSTEL , ROAD 3 , SECTOR 11 , UTTARA",Uttara
2753,"LAB AID HOSPITAL , RD 4 , DHANMONDI",Dhanmondi
2754,"BAGAN BILAS FLAT OWNERS ASSOCIATION , BLOCK A, BASHUNDHARA R/A",Bashundhara R/A
2758,"ELEMENT , 1, MINTO ROAD , WIRELESS , PALTAN",Paltan
2766,"DELWAR STORE , SECTOR 4 , UTTARA",Uttara
2768,"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , TERMINAL 2 , AIRPORT ROAD , NEW AIRPORT ROAD ,KURMITOLA , SECTOR 2",Purbachal
2769,"6 , GREEN ROAD , DHANMONDI",Dhanmondi
2773,"1st CUP COFFEE BUSINESS OUTLET , ROAD 2, SECTOR 3, UTTARA",Uttara
2777,"AXIS , 6 , MIRPUR ROAD , DHANMONDI",Dhanmondi
2778,"INDEPENDENT UNIVERSITY BANGLADESH  ( IUB ) , BASUNDHARA R/A",Bashundhara
2779,"HZRAT SHAHJALAL INTERNATIONAL AIRPORT , TERMINAL 1 , AIRPORT ROAD , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2",Purbachal
2785,"MD IMAM HUSSAIN,BANANI DOHS",Banani
2786,"TM MANOR,HOUSE 277,SAYEM SOBHAN ANVIR ROAD,BLOCK C,BASUNDHARA R/A",Bashundhara
2787,"PRANTIK PALACE,165,ROAD 7,BLOCK C,BASUNDHARA R/A",Bashundhara
2788,"PLOT 358,RD 23,BLOCK G,BASUNDHARA R/A",Bashundhara
2789,"ARCHIDEN INTERIOR,BLOCK E,BASUNDHARA R/A",Bashundhara
2790,"SUMMER,276,SARAK 3,BASUNDHARA R/A",Bashundhara
2792,"ANIFCO HEALTHCARE,SECTOR 10,UTTARA",Uttara
2794,"GULSHAN KARATE SCHOOL,BLOCK A,BANANI",Banani
2796,"HOUSE 11,ROAD 18,SECTOR 14,UTTARA",Uttara
2797,"H 485,RD 2,BLOCK D,BASUNDHARA R/A",Bashundhara
2799,"SINGAPORE INTERNATIONAL SCHOOL,SECTOR 11,UTTARA",Uttara
2805,"TAJ NOOR TOWER,H 58,NORTH CIRCULAR RD,DHANMONDI",Dhanmondi
2806,"H 151/A , DOCTOR GOLI , MALIBAGH",Malibagh
2807,"HERITAGE ANJUBER MONJIL , SHANTIBAGH , MALIBAGH",Malibagh
2808,"GALITOR'S , GULSHAN 2, GULSHAN",Gulshan
2809,"LE MERIDIEN DHAKA , AIRPORT RD , NIKUNJA 2",Nikunja
2811,"CRIEP, GULSHAN 1 , GULSHAN",Gulshan
2812,"BALKAN HOUSE,SECTOR 13,UTTARA",Uttara
2813,"TAQWA NOOR SHAMS , 181 , I BLOCK ROAD 9 , BASUNDHARA R/A",Bashundhara
2820,"BASHIR RAZIA VILLA , H 74 , RD 18 , BANANI",Banani
2823,"JANATA HOUSING , ROAD 5 , AGARGAON",Agargaon
2825,"ITHS , H 9 , RD 111 , GULSHAN 1",Gulshan
2828,"99,LAKE CIRCUS ROAD,DHANMONDI",Dhanmondi
2836,"ADRITI BEAUTY & SKIN CARE , SECTOR 11, UTTARA",Uttara
2837,"SURAIA VILLA , H 49/1 , RD 2/A , NIKETON",Niketon
2851,"LULU'S CLOSET BY SHUBNAM , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
2853,"IFIC BANK LTD , ATM H 19 /1, PANTHAPATH",Panthapath
2859,"H R20, R21 , BASHBARI RD , MOHAMMADPUR",Mohammadpur
2865,"EURO LIFT , BLOCK I , BASHUNDHARA R/A",Bashundhara R/A
2868,"SARAK 13 C , BANANI",Banani
2869,"RD 20, BLOCK G , BASUNDHARA R/A",Bashundhara
2882,"CMX PRIVATE LIMITED , HOUSE 58B , ROAD 131 , GULSHAN 1 , GULSHAN",Gulshan
2883,"550, I BLOCK ROAD 2, BASHUNDHARA R/A",Bashundhara R/A
2884,"AUTOGRAPH TOWER , BLOCK B , BANANI",Banani
2885,"H G 8 , SHAHJAHANPUR RD , FAKIRAPOOL",Fakirapool
2888,"AFGHAN GRILL , ROAD 11, BLOCK H , BANANI",Banani
2889,"BASIC BANK BASHUNDHARA BRANCH , H 13 , ALHAZ ABDUS SIBHAN RD , BLOCK B , BASUNDHARA R/A
",Bashundhara
2890,"ADDA , SECTOR 4 , UTTARA",Uttara
2891,"SARWAR GARDEN , HOUSE 117 , BLOCK B , ROAD 6 , BLOCK B , BASUNDHARA R/A",Bashundhara
2894,"N.H.B 10 , FOOT OVER BRIDGE , DHANMONDI",Dhanmondi
2896,"JAPASTY COMPANY LTD , BLOCK G , BASHUNDHARA R/A",Bashundhara R/A
2907,"BUREAU OF NUN FORMAL EDUCATION , TEJGAON GULSHAN LINK RD , MOHAKHALI",Mohakhali
2910,"5/2 , SATMASJID ROAD , MOHAMMADPUR",Mohammadpur
2912,"WASA , DARUSSALAM , MIRPUR",Mirpur
2914,"H 340, ALHAZ ABDUS  SOBHAN RD  , BLOCK  B , BASUNDHARA R/A",Bashundhara
2918,"RETIRED GOVERNMENT EMPLOYEES HOSPITAL, WEST , DHANMONDI",Dhanmondi
2920,"ADONIS TATTO STUDIO, RUPAYAN GOLDEN AGE , ROAD 37 , GULSHAN 2, GULSHAN",Gulshan
2921,"SHYAMOLI,18,ROAD 13,NIKUNJA 2",Nikunja
2924,"RD 3,BLOCK C,BASHUNDHARA R/A",Bashundhara R/A
2925,"BAITUN NUR MOSJID , NAITUL NOOR MOSQUE GOLI , WEST DHANMONDI",Dhanmondi
2926,"HOUSE#296 , ROAD 6C , BLOCK  B , BASUNDHARA R/A",Bashundhara
2927,"BEST DIGITAL SUPPORT AGENCY,SECTOR 4,UTTARA",Uttara
2928,"PRASAAD BAIVAB 13,ROAD 96,GULSHAN 2,GULSHAN",Gulshan
2929,"JANNATHBAG BY LN , MOHAMMADPUR",Mohammadpur
2930,"SARGENT AHAD POLICE BOX , BANGABANDHU AVE, MOTIJHEEL",Motijheel
2931,"HOUSE 38,ROAD 10,SECTOR 11,UTTARA",Uttara
2934,"BANGLALINK TIGERS DEN,GULSHAN 1,GULSHAN",Gulshan
2936,"RD 19A,SECTOR 4,UTTARA",Uttara
2937,"185 186 , ROAD 5 , SECTION 2",Mirpur
2940,"BLUNEL , MONESHWAR ROAD , DHANMONDI",Dhanmondi
2942,"MALLIKA GROUP,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
2945,"H 193, RD 4 , KHILGAON",Khilgaon
2946,"TARBUSH ARABIAN RESTAURANT , ROAD 83 , GULSHAN  2 , GULSHAN",Gulshan
2947,"H 18, RD 12, NIKUNJA 2",Nikunja
2948,"NONGOR , 323 ,AL HAJ ABDUS SOBHAN  ROAD , BLOCK B , BASUNDHARA R/A",Bashundhara
2950,"GOLLACHUT STUDIOS,IQBAL ROAD,MOHAMMADPUR",Mohammadpur
2951,"INDEPENDENT UNIVERSITY BANGLADESH,AFTAB UDDIN AHMED RD,BLOCK B,BASHUNDHARA R/A",Bashundhara R/A
2952,"BULBUL DREAM,740,ROAD NO 10,BASUNDHARA R/A",Bashundhara
2954,"HOUSE 34 , ROAD 11 , SECTOR 4 , UTTARA",Uttara
2957,"H 44/H,RD 4,BLOCK D,BASUNDHARA R/A",Bashundhara
2959,"H 1/F SHAFAET ROAD MAATI PROPERTIES , BLOCK C , BASUNDHARA R/A",Bashundhara
2960,"BOSHUMOTI MURTIR MOR,BOSHUMOTI MURTI RD,BASUNDHARA R/A",Bashundhara
2962,"H 482,RD 16,BLOCK F,BASUNDHARA R/A",Bashundhara
2964,"TROPICAL ALLAUDDIN TOWER SHOPPING COMPLEX,ROAD 02,SECTOR 3,UTTARA",Uttara
2965,"RAHIM ENTERPRISE , SECTOR 4 , UTTARA",Uttara
2966,"DPHE OFFICERS QUARTER,BLOCK B,BANANI",Banani
2969,"UTTARA BANK LTD , BANASHREE BRANCH , SOUTH BANASHREE MAIN RD , MADARTEK , KHILGAON",Khilgaon
2971,"ASSURE NYMPJEA,SECTOR 4,UTTARA",Uttara
2972,"KAMINI GARDEN , SECTOR 18 , UTTARA",Uttara
2976,"HOUSE 51 , ROAD 11 , SECTOR 6 , UTTARA",Uttara
2980,"ANCHORAGE THE RESIDENCE, SECTOR 4 , UTTARA",Uttara
2981,"POPEYES , DHAKA MYMENSINGH HIGHWAY , SECTOR 4 , UTTARA",Uttara
2983,"WEST VIEW APARTMENT , HOUSE 414 , NSU DRIVEWAY , BLOCK B , BASUNDHARA R/A",Bashundhara
2988,"RD 12 , SECTOR 4 ,UTTARA",Uttara
2992,"49/5/F/2,BOUBAZAR GOLI,DHANMONDI",Dhanmondi
2993,"27/6,BLOCK C,TAJMAHAL ROAD,MOHAMMADPUR",Mohammadpur
2995,"AIMS BANGLADESH,ADABAR,MOHAMMADPUR",Mohammadpur
2997,"MONIGANDHA,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
2999,"SOUTH GARDEN,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
3000,"BUILDING 13,NHA GARDEN CITY,BLOCK F,MOHAMMADPUR",Mohammadpur
3004,"140/1,EAST RAJABAZAAR,DHANMONDI",Dhanmondi
3008,"OPORAJITA APARTMENT,HOUSE 2,ROAD 15,SECTOR 7,UTTARA",Uttara
3009,"HOUSE 24,ROAD 001,SECTOR 10,UTTARA",Uttara
3013,"DBBL FAST TRACK,ROAD 11,DAKKHIN BADDA,GULSHAN",Gulshan
3014,"GONI VILLA,86,ROAD NO 2,BLOCK A,BASHUNDHARA R/A",Bashundhara R/A
3017,"WISTERIA,13,ROAD 1,BLOCK D,BASHUNDHARA R/A",Bashundhara R/A
3020,"MEET 2 EAT,NSU ROAD,BASHUNDHARA R/A",Bashundhara R/A
3024,"HUNGER STATION,NORTH ROAD,DHANMONDI",Dhanmondi
3025,"DOCTOR'S CHAMBER , H 1/7 , HUMAYUN RD , MOHAMMADPUR",Mohammadpur
3027,"LALKUTHI LAUNCH TERMINAL , AHSANULLAH ROAD , DHAKA , BANGLADESH",Agargaon
3028,"75/A/2 , RAJA BAZAR INDIRA ROAD , DHANMONDI",Dhanmondi
3029,"PD OFFICE , H 45/A , RD 4 , BANANI",Banani
3035,"E BLOCK ROAD 14, BASUNDHARA RESIDENTIAL AREA , DHAKA , BANGLADESH",Agargaon
3037,"WEST JATRABARI , DHAKA , BANGLADESH",Agargaon
3040,"HOUSE 105, ROAD 12, BLOCK E, BANANI",Banani
3047,"PETROLIMEX , TECHNICAL MOR , MIRPUR ROAD , MOFIZBAGH HOUSING , GABTALI",Mirpur
3048,"M/S UTTARA READERS , ROAD 10 , SECTOR -04, UTTARA",Uttara
3049,"BAITUL AMAN JAME MASJID , STATION RD , AGB COLONY , MOTIJHEEL",Motijheel
3051,"SK TOWER , RAYER BAZAAR , MOHAMMADPUR",Mohammadpur
3054,"CHOBI GHOR , 218/1, BIR UTTAM CR DATTA ROAD , HATIRPOOL, WIRELESS , PALTAN",Paltan
3059,"102, SARAK 12 1, BASHUNDHARA R/A",Bashundhara R/A
3061,"GREEN JASMIN,H 6,RD 7,DHANMONDI",Dhanmondi
3064,"DOM INNO PRODIGO (RIDHAN'S HOME) , WEST , DHANMONDI",Dhanmondi
3066,"POY PHARMA , DUIP ROAD, SECTION 2",Mirpur
3068,"H 393,RD 21,BLOCK G,BASHUNDHARA R/A",Bashundhara R/A
3069,"PLOT 452, RD 17 , BLOCK G , BASHUNDHARA R/A",Bashundhara R/A
3073,"HOUSE 5/4,MOHONPUR ROAD,ADABAR,MOHAMMADPUR",Mohammadpur
3074,"BAITUL MAMUN JAME MASJID,DOCTOR GOLI,MALIBAGH",Malibagh
3078,"NUR MANZIL , H 309/B , TALTOLA RD , TALTOLA , KHILGAON",Khilgaon
3080,"IBN SINA HOSPITAL MASJID , RESIDENTIAL AREA, DHANMONDI",Dhanmondi
3081,"UNICEF,KAZI NAZRUL ISLAM AVENUE,WIRELESS,PALTAN",Paltan
3125,"METRO SHOPPING MALL,RESIDENTIAL AREA,DHANMONDI",Dhanmondi
3132,"CHITTAGONG GRAMMER SCHOOL,23,KAMAL ATATURK AVE,BANANI",Banani
3133,"GIC WALLNESS CENTRE , BLOCK E , BANANI",Banani
3134,"SULTAN DINE , JIGATALA RD , DHANMONDI",Dhanmondi
3135,"ADD EUPHORIA , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
3136,"CHAZEKART , WEST , DHANMONDI",Dhanmondi
3137,"YOUSHRA COTTAGE , 16/D , SABRINA SOBHAN 4TH AVENUE ROAD , BLOCK D , BASHUNDHARA R/A",Bashundhara R/A
3138,"NATIONAL CANCER RESARCH HOSPITAL , TB GATE RD , MOHAKHALI",Mohakhali
3140,"3/7 , ROAD 1 , LALMATIA , MOHAMMADPUR",Mohammadpur
3141,"DUTCH BANGLA BANK (DBBL) , DARUS SALAM ROAD , SOUTH BISHIL , MIRPUR",Mirpur
3144,"SHAHEED TAZUDDIN AVENUE , MOHAKHALI , GULSHAN",Gulshan
3145,"SIDDIQ SORENTU , 289, 290, 290/1 , 8/A ,WEST DHANMONDI",Dhanmondi
3149,"ARN TELECOM & COSMETICS CENTER , ZOO RD , MIRPUR 2",Mirpur
3150,"SQUARE  HOSPITAL LTD , PANTHAPATH RD , KALABAGAN",Kalabagan
3151,"461, ROAD NO.17 , BASUNDHARA R/A",Bashundhara
3152,"REHMAN'S IN TRUBEAUTY , RESIDENTIAL AREA , DHANMONDI",Dhanmondi
3154,"HOUSE 34 , ROAD 02 , SECTOR 10 , UTTARA",Uttara
3158,"211/A , ROAD NO 7 , BLOCK A , BASUNDHARA R/A",Bashundhara
3159,"HOUSE NO , EASTERN HOUSING , MIRPUR",Mirpur
3160,"JAHANARA CLINIC LTD , HOUSE 2 , ROAD 1 , SECTOR 1 , UTTARA",Uttara
3161,"699, BLOCK F, ROAD 21, BASHUNDHARA R/A",Bashundhara R/A
3162,"NANDAN VILLA , 136 , ROAD NO 3 , BLOCK A , BASUNDHARA R/A",Bashundhara
3164,"MILK VITA ROAD , DHAKA 1216, BANGLADESH",Agargaon
3165,"H 131 , RD 4 , BANANI",Banani
3166,"ROAD NO 4 , BLOCK A , BASUNDHARA R/A",Bashundhara
3170,"SHAHEED MANNA LINE , DHAKA , BANGLADESH",Agargaon
3171,"DIGANTA HOUSE OF AHMED, SECTOR 13, UTTARA",Uttara
3173,"H 158/3, CRESCENT RD , DHANMONDI",Dhanmondi
3174,"GULSHAN RAILGATE , ATISH DIPANKAR RD , GULBAGH , MALIBAGH",Malibagh
3175,"HABIB MARKET , SECTOR 5 , UTTARA",Uttara
3176,"HEAD 2 TOE, MIRPUR DOHS",Mirpur
3179,"SWAPNO REKHA , H 17 , RD 9B , SECTOR 5 , UTTARA",Uttara
3180,"H 659 , RD 20 , BLOCK F , BASUNDHARA R/A",Bashundhara
3192,"HIGHLAKANDI HOUSE,21/5,BIZLY MOHOLLA,BLOCK F,MOHAMMADPUR",Mohammadpur
3193,"DOLLY KUNJO,HOUSE 80,D BLOCK 6 NO ROAD,BASUNDHARA R/A",Bashundhara
3195,"BRAC BANK HEAD OFFICE , 220/B , BIR UTTAM MIR SHAWKAT SARAK , EAST NAKHALPARA , NIKETON",Niketon
