"","location"
"20099","SWAMIBAG , SWAMIBAG , DAYAGANJ RD"
"20100","SHER E BANGLA SCHOOL AND COLLEGE , MODHUBAG , MOGHBAZAR"
"20101","3/43/A , NIRBAN SHANTIKUNJA , SHOROKUNJA R/A , SULTANGANJ ROAD , RAYER BAZAR , DHAKA"
"20102","BOSHIR HAIR STYLE & GENTS PARLOUR,27,SECTION 2"
"20103","KHOKON TEA STALL,BLOCK A,BANANI"
"20104","HUJUR BARI , SAYEDABAD BUS STAND"
"20105","RAMPURA EYE CLINIC,PURBA RAMPURA"
"20106","UNITED COMMERCIAL BANK ( HEAD OFFICE ) GULSHAN 1, GULSHAN"
"20107","JATRABARI IDEAL SCHOOL AND COLLEGE , NORTH JATRABARI"
"20108","PARTEX PARK RIDGE , HOUSE 1/A , MANIKNAGAR LINK ROAD , GOLAPBAG, SAYEDABAD"
"20109","SHAAN STUDY ABROAD,BLOCK B,BANANI"
"20110","SHWAPNO 12,SECTOR 12,UTTARA"
"20111","H 301,RD 9,BLOCK D,BASUNDHARA R/A"
"20112","H 124, CRESCENT RD , KALABAGAN"
"20113","H 2 , RD 4 , SOUTH BANASHREE PROJECT"
"20114","DAKHINA, H 301/A RD 6 , BLOCK E, BASHUNDHARA R/A"
"20115","PLOT 424, RD 17 , BLOCK A, BASHUNDHARA R/A"
"20116","SHINEPUKUR CERAMICS LTD,SECTOR 4,UTTARA"
"20117","NORTH TOWER,SONARGAON JANAPATH,SECTOR 13,UTTARA"
"20118","CHIL BRO FASR FOOD & RESTAURANT , SECTOR 14 , UTTARA"
"20119","JK FOREIGN BRANDS,ROAD 11,BLOCK M,BANANI"
"20120","H 269, SHAHID ABDUL AZIZ RD , BLOCK A , BASHUNDHARA R/A"
"20121","SHAH ALI PARIBAHAN COUNTER - TECHNICAL COUNTER , DARUS SALAM , KALLYANPUR"
"20122","SHEIKH JAMAL DHANMONDI CLUB LTD , RD 8 , DHANMONDI"
"20123","HOUSE 56,ROAD 2,SECTOR 13,UTTARA"
"20124","INTER SERVICES,SELECTION BOARD,CANTONMENT,DHAKA CANTONMENT"
"20125","SGOMRITA PVT HOSPITAL,PANTHA PATH,DHANMONDI"
"20126","ASHALOTA,NEW AIRPORT RD,DHAKA CANTONMENT"
"20127","KABAB EXPRESS , GAUSAL AZAM AVENUIE , SECTOR 13 , UTTARA"
"20128","RD 5/A , ADABOR"
"20129","SHOMPA MARKET , H 7 , ADABOR MAIN RD , ADABOR"
"20130","BANGLADESH KOREA TECHNICAL TRAINING INSTITUTE , MIRPUR RD , DARUS SALAM"
"20131","ABDUL LATIF SARDAR LN , MOGBAZAR"
"20132","ADILUR RAHMAN , 48 , RD 28 , GULSHAN 1"
"20133","H 18,RD 3,PC CULTURE HOUSING SOCIETY,MOHAMMADPUR"
"20134","BRAC BANK HEAD OFFICE , 220/B , BIR UTTAM MIR SHAWKAT SARAK , EAST NAKHALPARA , NIKETON"
"20135","SHELTECH PANTHAKUNJA , SHUKRABAD , DHANMONDI 32"
"20136","ALI COMMUNITY CLUB LIMTED , GULSHAN 1, GULSHAN"
"20137","MOLLA TRANSPORT SERVICES , BISHAW ROAD , KURIL"
"20138","PRIYO GENERAL STORE , H 13/1 , RD 5 , DHANMONDI"
"20139","GARIIC ' N GINGER GULSHAN , GULSHAN 1 , GULSHAN"
"20140","FRIENDS FASHION,SHIMULTOLY RD,1702"
"20141","SHAHIN MOTORS  , 58 , BNP BAZAR AGARGAON WATER TANK ROAD , TALTOLA , POSCHIM KAFRUL"
"20142","PRO TENNIS ACADEMY DHAKA , SHAHBAGH , RAMNA"
"20143","H 316, RD 2, ADABOR"
"20144","JUSTICE SHAHABUDDIN AHMED PARK , GULSHAN 2, GULSHAN"
"20145","NAVANA TOWER GULSHAN 1,GULSHAN"
"20146","UMA MEDICINE CENTAR , MITFORD , BABU BAZZAR"
"20147","EXIM BANK LIMITED , DIT ROAD  , GULSHAN NORTH COMMERCIAL AREA , GULSHAN 2"
"20148","SATMASJID ROAD UPOSHAKHA , IFIC BANK LIMITED"
"20149","5,ROAD 2 SECTOR 1,KURMITOLA,SECTOR 2"
"20150","NCC BANK , 111 , BIR UTTAM CR DATTA ROAD , HATIRPOOL , WIRELESS , LALMATIA"
"20151","CANADIAN MAPLE INTERNATIONAL SCHOOL,MADANI AVENUE,VATARA"
"20152","PROMI AGRO,FOOD LTD,ABDULLAHPUR ATIPARA RD,SECTOR 8,UTTARA"
"20153","ROAD , 41 HOUSE 47 GULSHAN 2 AMARI HOTEL DHAKA 1212"
"20154","KULLA , DAMRAI , DHAKA"
"20155","ADAMJEE CANTONMENT COLLEGE"
"20156","METROCEM GROUP HEAD OFFICE,DILKUSHA,MOTIJHEEL"
"20157","MODONPUR BUS STOP , DHAKA CHITTAGONG HIGHWAY ,BANDAR NARYANGANJ , 1361"
"20158","PARK ROAD , BARIDHARA , GULSHAN"
"20159","CHILOX MOHAMMADPUR,TAJMAHAL ROAD"
"20160","GLAZED RANGS FORTUNE SQUARE , ROAD 2, DHANMONDI"
"20161","BLOCK F, BASUNDHARA R/A"
"20162","DHAKA CMH CANCER CENTER , MATIKATA , MIRPUR ECB"
"20163","NORTHERN INTERNATIONAL MEDICAL COLLEGE HOSPITAL,WEST DHANMONDI"
"20164","ARABIKA COFFEE RUPAYAN SHOPPING SQUARE , BASUNDHARA R/A"
"20165","1/KHA/1 , WEST , DHANMONDI"
"20166","nagar shastho kendra , sector 4, uttara"
"20167","CHEONG SHINGH,ROAD 19/A,BLOCK E,BANANI"
"20168","RANGDHANU POLICE QUARTER,GOLAPBAG,SAYEDABAD"
"20169","SONALI BANK PLC,SECTOR 4,UTTARA"
"20170","ANANYA SHOPPING COMPLEX,BARIDHARA D O H S MAIN ROAD,BANANI,GULSHAN"
"20171","KOBORSTHAN ROAD , DHAKA , BANGLADESH"
"20172","MS RAFI FURNITURE ACCESSORIES HATIRJHEEL LINK ROAD,DAKKHIN BADDA,NIKETAN"
"20173","SEAGUL THE DINING ENTERTAINMENT,H 116,CULVERT RD,FAKIRAPOOL"
"20174","H 275/C , PABNA COLONY RD , MALIBAG"
"20175","CIRCUIT HOUSE RD"
"20176","ALAMIN BAKERY,SAIFUDDIN SARKAR ACADEMY RD"
"20177","CHHAYA NEER , 30 , SECTION 6"
"20178","NOTRE DAME COLLEGE , ARAMBAG"
"20179","BAITUS SALAM JAME MOSJID , 302 , 60 FEET , MUKTI HOUSING , DOKKHIN MONIPUR"
"20180","SOUTH JATRABARI,1236"
"20181","ARABIKA COFFEE , BASHUNDHARA R/A A"
"20182","THE METROPOLITAN CHRISTIAN CO-OPERATIVE HOUSING SOCIETY LTD, MONIPURIPARA , TEJGAON"
"20183","F BLOCK MASJID ( CHAPRA MASJID ) BASHUNDHARA R/A, BLCOK F"
"20184","NOBEL CAR HOUSE,ROAD 2/1,BLOCK L,BANANI"
"20185","H 514,RD 1,BLOCK D,BASHUNDHARA R/A"
"20186","ONAMIKA TELECOM , GUDARAGHAT RD , MASDAIR , NARAYANGANJ SADAR , NARAYANGANJ , 1400"
"20187","AESTHETIC EVENTS , BLOCK F , BANANI"
"20188","POPULAR PHARMACETICALS LTD, FISONS RD , WEST ARICHAPUR , MOINARTEK"
"20189","KALALBAGAN 1ST LANE , DHANMONDI"
"20190","ARMY GOLF CLUB,KURMITOLA"
"20191","94/9 , DINANATH SEN ROAD , GOPIBAG , SUTRAPUR"
"20192","INDULGE , KEMAL ATATURK AVENUE , BANANI"
"20193","NASIM ENTERPRISE,SECTOR 12,UTTARA"
"20194","ARIA , RESIDENTIAL AREA , DHANMONDI"
"20195","DHAKA MEDICALHOSPITAL 2 , ZAHIR RAIHAN SARANI, DHAKA MEDICAL COLLEGE"
"20196","DHANMONDI 27 FOOT OVER BRIDGE , MIRPUR RD , DHANMONDI"
"20197","WARI POLICE FARI , RANKING ST , WARI"
"20198","PERSONA ADAMS , GULSHAN BRANCH ( MEN'S SALON ), GULSHAN 2 , GULSHAN"
"20199","BRAC BANK LIMITED , ROAD 3 , GULSHAN 1 , GULSHAN"
"20200","FDCL DESIGN PROJECT C 30,BLOCK C,BASUNDHARA R/A"
"20201","SYED MANZIL,BLOCK C,MIRPUR 11"
"20202","SUVASTU SANDHAMALOTI, H 54, RD 28 , GULSHAN 1"
"20203","BONDHU MAHAL,3 7/C,BORO BAG,SENPARA PARBATA,BOROBAGH"
"20204","WOMAN'S KINGDOM , BLOCK A, MIRPUR 6"
"20205","VIP SHAAD FUTCHKA AND CHOTPOTI , ROAD 50 , GULSHAN 2 , GULSHAN"
"20206","AUGMEDIX BANGLADESH,INSUDTRIAL AREA,TEJGAON"
"20207","SHAH ALI PARIBAHAN COUNTER - TECHNICAL COUNTER DARUS SALAM , KALLYANPUR"
"20208","PURTABHABAN MASJID,MAULANA VASANI ROAD,FAKIRAPOOL,PALTAN"
"20209","NANDAN,H 130,RD 8,MOHAMMADPUR"
"20210","4 SEASON RESTAURANT,H 59,SATMASJID RD,DHANMONDI"
"20211","BIMAN HOLIDAY PREMIUM LOUNGE,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,KURMITOLA"
"20212","MAATI PROPERTIES HOUSE 1/F NOT IN MAP"
"20213","ROUGE MAKEOVER AND STUDIO , ROAD 8 , GULSHAN 1 , GULSHAN"
"20214","921, OUTER CIRCULAR ROAD , MOGHBAZAR"
"20215","JASHIMUDDIN ROAD , UTTARA , KURMITOLA , SECTOR 1"
"20216","NADDA BUS STOP"
"20217","LOGIC SOFTWARE LIMITED , GULSHAN 2 , GULSHAN"
"20218","RIMA VILLA,110,6 NO ROAD,BLOCK D,BASHUNDHARA R/A"
"20219","RD 109 POLICE BOOTH , RD 109 , GULSHAN 1"
"20220","MADINA BAZAR MATBAR BARI JAME MASJID , MADINA BAZAR RD , MUNSHIGANJ , 1520"
"20221","MEHERAZ MONZIL,5/A/18,BLOCK D,RAZIA SULTANA ROAD,MOHAMMADPUR"
"20222","DOI BARI,SECTOR 13,UTTAR"
"20223","PHARMACY , RD 9 , MIRPUR DOHS"
"20224","khan aparajita , 13 road 2b ( new 15 ) , dhanbmondi r/a"
"20225","BIKROMPUR MISTANNO BHANDAR,H 117/2,NAYA PALTAN RD,NAYA PALTAN"
"20226","H LA BAMBA,H 99,SATMASJID RD,DHANMONDI"
"20227","UNITED HOUSE"
"20228","AARONG,RD 11,BANANI"
"20229","SNOWDROP ( BASHUNDHARA R/A , DHAKA ) , BLOCK G"
"20230","EXIM BANK , 104/1, KAKRAIL ROAD , DOKKHIN SHAJAHANPUR, PALTAN"
"20231","SREENAGAR,SREENAGAR,MUNSHIGANJ"
"20232","SUVASTU ARCARE(ICT BHABAN),NEW ELEPHANT ROAD,KATABON"
"20233","DR. FAZLA ALAHI KHAN , MBBS , BCS , MD ( NEPHROLOGY ); ASSOCIATE PROFESSOR AND PROGRAM MANAGER , NCDC , DGHS , ARJOTPARA , MOHAKHALI"
"20234","ALHAZ MOKBUL HOSSAIN UNIVERSITY COLLEGE,SADEK KHAN RD,MOHAMMADPUR"
"20235","BIHONGO 5/A , MOINUL ROAD , DHK CANTONMENT"
"20236","PARAMOUNT TEXTILE PLC ( HEAD OFFICE ) , GULSHAN 2 , GULSHAN"
"20237","JOMIDAR GOLI WIRELESS , PALTAN"
"20238","CELEBRITY CONVENTION CENTRE , H 3/A , SAT MASJID RD , BLOCK F , MOHAMMADPUR"
"20239","QUANTUMN SHAMS GARDEN,SECTOR 14,UTTARA"
"20240","H 801 , RD 24 , BLOCK F , BASUNDHARA R/A"
"20241","ISHAKIA JAME MASJID,BOROBAG,MIRPUR 2"
"20242","RD 33 , GULSHAN 2"
"20243","AMICUS CITY LIGHT,BLOCK L,BASUNDHARA R/A"
"20244","পেসক্রিপশন এইড,সেক্টর ১২,উত্তরা
"
"20245","SECTOR 6 , ROAD 8 , HOUSE 13 , UTTARA DHAKA 1230"
"20246","RUPAYAN GOLDEN AGE 99 GULSHAN AVENUE GULSAHN 2"
"20247","ORPITA VARIETY STORE,H 3/7/C,GARDEN RD,WEST KAWRAN BAZAR"
"20248","MI OFFICIAL STORE,SENPARA PARBATA,MIRPUR 10"
"20249","H 13,RD 3,PC CULTURE HOUSING SOCIETY,MOHAMMADPUR"
"20250","ISLAMIA PHARMACY,JAMUNA FUTURE PARK,KURIL"
"20251","SHANTI NIKETON , H 27 , RD 2 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR"
"20252","THERAP (BD) LTD, HOUSE 47, ROAD O4, BLOCK C , BANANI"
"20253","MONTPELLIER , 8 ROAD 6 , KURMITOLA SECTOR 3"
"20254","RUMEES KITCHEN,H 55,SHAH MAKDUM AVE,SECTOR 12,UTTARA"
"20255","16,ROAD 3,MUKTI HOUSING,KALLYANPUR"
"20256","KARISHA PALACE , 15/1 , SABRINA SOBHAN 4TH AVENUE ROAD , BLOCK D, BASHUNDHARA R/A"
"20257","JHAU CHOR MODEL TOWN , BHUIYA ESTATE"
"20258","RD 4 A,SECTOR 5,UTTARA"
"20259","RETIRED ARMY OFFICERS WELFARE ASSOCIATION CLUB COMPLEX,MOSQUE ROAD,MOHAKHALI DOHS,NIKETONA"
"20260","ROTARACT CLUB OF GULSHAN LAKE CITY , BLOCK J , BANANI"
"20261","BHUIYAN ENTERPRISE , H 14 , SHAHID TAZUDDIN AHMED AVE , MOGBAZAR"
"20262","DR. MOHAMMAD DANISH ALAM , BEGAM BAZAR , CHAWK BAZAR"
"20263","DREAM ORNATE , HOUSE 732, ROAD 10 , AVENUE 3 , MIRPUR DOHS , DHAKA"
"20264","AL HARAMAIN ATTAR CENTRE,BAITUL MOKARRAM RD,PURANA PALTAN"
"20265","MILK VITA ROAD , DHAKA 1216, BANGLADESH"
"20266","MIRPUR BENARASHI SHAREE MARKET , BENAEASHI POLL ROAD , SECTOR 10"
"20267","WATER PUMP STATION  , SHYAMOLI , MOHAMMADPUR"
"20268","RADDA MCH-FP CENTRE(MIRPUR 12) HOME,BLOCK A,MIRPUR 12"
"20269","LOOK CHANGE OUTPUT PALLABI MIRPUR"
"20270","8/10,BLOCK A,SIR SAYED RD,MOHAMMADPUR"
"20271","ERA SPA PREMIUM , GULSHAN 2"
"20272","NORI,BLOCK C,BANANI"
"20273","ROWJATUS SALIHATH MOHILA MADRASHA SHAH MAGDUM AVENUE SECTOR 11 UTTARA"
"20274","KAKRAIL BUS STOP,KAKRAIL RD, KAKRAIL"
"20275","ALHAZ ABDUS SOBHAN RD,BLOCK B,BASUNDHARA R/A"
"20276","TABAQ COFFEE, GULSHAN 1,  GULSHAN"
"20277","ATELIER STUDIO , SECTOR 13 , UTTARA"
"20278","PARTY PIZZA HOUSE,MOHAMMADPUR,ADABOR"
"20279","GLORIA JEANS DHNMONDI"
"20280","SAVA RPRIME HOSPITAL , THANA RD , 1340"
"20281","ENGLISHA2Z,EAST RAJABAZAR,PANTHAPATH"
"20282","OCEAN BLEND,BLOCK F,BANANI"
"20283","25,ROAD 14A,DHANMONDI R/A"
"20284","H 625,RD 4,ADABAR"
"20285","BAITUL AMAN JAME MASJID,DOYAGONJ NEW RD,MIR HAZIRBAG,GENDARIA"
"20286","DBBL FAST TRACK , BLOCK F , BANASREE"
"20287","ALHAZ ABBAS UDDIN HIGH SCHOOL , RD 15 , AVE 5 , BLOCK C , MIRPUR 11"
"20288","GREEN VILL OUTDOORS , MADANI AVENUE 100 FEET ROAD"
"20289","D P PHARMACY,DHAKA MEDICAL COLLEGE,CANGKHAR POOL"
"20290","DR. RUMI'S DENTAL"
"20291","BENGAL BOI 1/3,ROAD 1,LALMATIA"
"20292","ROWSHAN HAMLET TOWER-3,NORTH BADDA"
"20293","TRANSPARENT GAFFUR CASTLE"
"20294","NEWS24 , BASHUNDHARA RD , BLOCK E , BASHUNDHARA R/A"
"20295","GULSHAN 1  DNCC MARKET , GULSHAN 1 , GULSHAN"
"20296","NOAGAON,SONARGAOM,NARAYANGANJ"
"20297","BONDHON CITY BONDHAN TV BORO MOGBAZAR"
"20298","SECURITY GUARD SERVICE , CHADD UDDAN HOUSING , MOHAMMADPUR"
"20299","HOUSE 55,BLOCK C,ROAD 04,MOHANAGAR PROJECT,HATIRJHEEL"
"20300","KHANDOKAR PHARMACY , H 285, RD 8/A , DHANMONDI"
"20301","JOYDEBPUR STADIUM , JOYDEBPUR ROAD , GAZIPUR"
"20302","BANGLA MOTOR BUS STOP , BANGLA MOTOR FOOT OVER BRIDGE , WIRELESS , PALTAN"
"20303","WHITE HALL AND CATERS , SECTOR 3, UTTARA"
"20304","RD 2C, SECTOR 4, UTTARA"
"20305","EAST RAMPURA RD,RAMPURA"
"20306","BADC SECH  BHABAN , DHAKA MYMENSINGH HIGHWAY , 1702"
"20307","SUMMER , 276, SARAK 3, BASHUNDHARA R/A"
"20308","HOUSE 707 , RD 22, BLOCK F , BAHSUNDHARA R/A"
"20309","GREENLINE BUS , OUTER CIRCULAR RD , RAJARBAG , SHANTIOBAGH  , MALIBAGH"
"20310","DAILY WANT CHINESE FAST FOOD,ANANNYA SHOPPING COMPLEX,BARIDHARA DOHS"
"20311","BANGL;ADESH TECHNICAL EDUCATION BOARD SUB POST OFFICE , AGARGAON MIRPUR"
"20312","SS NM GARDEN,84,ROAD NO 2,BLOCK A,BASHUNDHARA R/A"
"20313","ZIA COLONY , ZIA COLONY , DHAKA CANTONMENT"
"20314","HOTEL PURBANI INTERNATIONAL LTD, DILKUSHA RD , DILKUSHA"
"20315","SHANTA WESTERN TOWER,TEJGAON GULSHAN LINK RD,NIKETON"
"20316","BASHUNDHARA D BLOCK , SERVICE ROAD , BLOCK D, BASHUNDHARA R/A"
"20317","TEXAS FLAME , BLOCK H , BANANI"
"20318","OLYMPIA FIRE PROTECTION , NAWABPUR , BANGSHAL"
"20319","ARTISAN , AARGONG CENTRE ROAD , INDUSTRIAL AREA , TEJGAON"
"20320","DEKKO ISHO TECHNOLOGIES LTD . ( DITECH ), INDUSTRIAL AREA , TEJGAON"
"20321","GREEN DELTA AIMS TOWER,51,BIR UTTAM A K KHANDAKAR ROAD,MOHAKHALI,GULSHAN"
"20322","PREIDENCY UNIVERSITY,H 11 A,RD 92,GULSHAN 2"
"20323","CENTRAL AUDITORIUM , TEJGAON  COLLEGE , FARMGATE"
"20324","ACI CENTER  , TEJGAON GULSHAN LINK  RD , NIKETON"
"20325","AL MAHBUB RESTAURANT,SHYAMOLI,MOHAMMADPUR"
"20326","CHEF'S TABLE, GULSHAN 2, GULSHAN"
"20327","FIN BANGLA APPARELS LTD , DEGERCHALA RD , 1711"
"20328","BAR Q TONITE,27(OLD),DHANMONDI"
"20329","DHAKA INTERNATIONAL TRADE FAIR ( DIFR ), SECTOR 21 , PURBACHAL"
"20330","UTTAR BANGLA MOTORS,MIRPUR RD,GABTALI"
"20331","ACI CENTER , TEJGAON GULSHAN LINK RD , NIKETON"
"20332","H 570 , RD 9 , ADABOR"
"20333","BASHUNDHARA BUS STOP , PRAGATI SARANI GULSHAN"
"20334","RD 4A,SECTOR 5,UTTARA"
"20335","care medicine corner, 1/5, mirpur road , dhanmondi r/a, shyamoli"
"20336","DARUL ULUM MADRASA,PLOT 41,BLOCK C,13 NO BAZAR RD,MIRPUR 13"
"20337","mirpur national zoo , zoo rd , mirpur 2"
"20338","BASHUNDHARA CONVENTION CENTER , PURBACHAL EXPRESS HIGHWAY , KURIL"
"20339","gulshan police checkpost, gulshan  avenue, gulshan  2, gulshan"
"20340","UTTARA IDEAL TUTORIAL , ROAD , 9/B , SECTOR  5 , UTTARA"
"20341","GLAMOUR WORLD , BLOCK A , MIRPUR 10"
"20342","RD 5 , SECTOR 1 UTTARA"
"20343","1224, IBRAHIMPUR ROAD , UTTAR KAFRUL , PURBA KAZIPARA"
"20344","BENGALI MARRIAGE MEDIA , JAMTOLA , KHILKHET"
"20345","PURAN DHAKA STEEL , MALITOLA, BANGSHAL"
"20346","HOUSE 10,ROAD 06,SECTOR 10,UTTARA"
"20347","RECKITT BENCKISER OFFICICAL STORE JATRABARI"
"20348","SWING SALON , BANANI , BLOCK K"
"20349","EAST WEST INTERNATIONAL SCHOOL,TOMIJ UDDIN RD,WEST SHEWRAPARA"
"20350","ATCL , MIRPUR RD , DHANMONDI"
"20351","RD 10A,SECTOR 10,UTTARA"
"20352","BAHERA,LANDMARK TOWER,/14,GULSHAN NORTH AVENUE,GULSHAN 2,GULSHAN"
"20353","QUICK SHIFTER,SECTOR 15,UTTARA"
"20354","MUTUAL TRUST BANK LIMITED,ROAD 34,GULSHAN AVE,GULSHAN 2"
"20355","AL RAZI HOSPITAL , HOLLYCROSS COLLEGE RD , FARMGATE"
"20356","TONGI JUNCTION , TONGI KALIGANJ HIGHWAY , EAST ARISHPUR ,TONGI"
"20357","CHUNKUTIA BUS STOP,SHUVADHA HIGH SCHOOL RD,AGA NAWAB DEWRY"
"20358","SHAGOON COMMUNITY CENTER , NUR FATEH LN , LALBAGH"
"20359","288,AFROZA BEGUM SARAK,BASUNDHARA R/A"
"20360","LOTTO-LEE COPER STORE , MIROUR 12 , MIRPUR CANTONMENT"
"20361","H 21/44/A,JIGATALA MAIN RD,JIGATALA"
"20362","HASHTAG COFFEE,RUPNAGAR RESIDENTIAL AREA,MIRPUR"
"20363","MIRPUR BENAROSHI PALLI GATE , MIRPUR 10 M"
"20364","EASTERN FLOWER,H 46,STAMFORD UNIVERSITY RD,SIDDHESWARI"
"20365","MIRPUR SHIDDANTA HIGH SCHOOL,GOLARTEK RD,HARIRAMPUR"
"20366","BISMILLAH JAME MASJID , AVOY DAS LANE, GOPIBAG , HATKHOLA"
"20367","MIRNET,GULSHAN 1,GULSHAN"
"20368","ORIENT CAMERAS & PHOTOS , RESIDENTIAL AREA , DHANMONDI"
"20369","CHINA 101, BLOCK C, BANANI"
"20370","ROAD 10 BLOCK D HOUSE 328 BASUNDHARA"
"20371","UTTAR  PARA , KHILKHET"
"20372","BRAC UNIVERSITY (NEW CAMPUS), DIT RD,MERUL BADDA"
"20373","MANOWARA SHIKDAR APARTMENTS,RAYER BAZAR,MOHAMMADPUR"
"20374","AKIJ BOAR,KEMAL ATATURK AVE,BLOCK B,BANANI"
"20375","H 35,FREE SCHOOL ST, KATHALBAGAN"
"20376","NEXGEN PACKAGING BANGLADESH LTD,BLOCK K,BANANI"
"20377","TWIN TOWER APARTMENT COMPLEX,SHANTINAGAR RD,SHANTINAGAR"
"20378","137/B , DISTILARY ROAD , GOPIBAG KULUTOLA"
"20379","TOUCH STONE,H 411,AFTAB UDDIN AHMED RD,BLOCK B,BASUNDHARA R/A"
"20380","H 18 E , SABRINA SOBHAN 4TH AVE , BLOCK H , BASUNDHARA R/A"
"20381","PARADISE CABLES , B B RD , BALUR MATH , NARAYANGANJ SADAR , NARAYANGANJ , 1400"
"20382","JOLSHIRI CENTRAL PARK RESTAURANT,JOLSHIRI ABASHON,RUPGANJ"
"20383","FORTUNE SQUARE CONVENTION RESIDENTIAL AREA,DHANMONDI"
"20384","IBRAHIMPUR CENTRAL JAME MASJID,PRIMARY SCHOOL RD,NORTH IBRAHIMPUR"
"20385","ANAMIKA,MIDDLE PAIKPARA,MIRPUR 1"
"20386","H 315,EAST RAMPURA RD,RAMPURA"
"20387","THE DOLL HOUSE MAKEOVER & SALOON , SECTOR 7 , UTTARA"
"20388","RD 1, MOHAMMADIA HOUSING LTD , MOHAMMADPUR"
"20389","PARAGON MORNO MEHEDI MART , BLOCK -D BASHUNDHARA R/A"
"20390","RD 2,SECTOR 4,UTTARA"
"20391","THE AROMAS , BLOCK F , AFTABNAGAR"
"20392","TVS TEJGAON SHOWROOM ( OFFICIAL ) KAWRAN BAZAR"
"20393","ROAD 9 , SECTOR 12"
"20394","MATRECHAYA , TOLARBAG , MIRPUR 1"
"20395","HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , DHAKA MYMENSINGH HIGHWAY ,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , KURMITOLA"
"20396","KIDOMEN , BLOCK A , MIRPUR 11"
"20397","NOOR VILLA , KHILBARIR TEK , SHAHJADPUR"
"20398","CAMPUS SHADOW , ACROSS MALL CHATTAR , UNIVERSITY OF DHAKA"
"20399","JATRA,CHEFS TABLE COURTISDE,MADANI AVENUE,VATARA"
"20400","KHAN BARI/ABDUL KADIR KHAN , TONGI PAURASHAVA"
"20401","EKOTA AUTO DRY CLEANERS , EAST GORAN"
"20402","LAB AID GULSHAN , H 13/A , KAMAL ATATURK AVE , GULSHAN 2"
"20403","NAVANA MEADOWLARK,HOUSE 33,BANGABANDHU AVENUE,SEGUNBAGICHA"
"20404","NAVISION  NAVI  WORLD LIMITED , BLOCK G , BANANI"
"20405","DHAKA ELEVATED EXPRESSWAY TOLL PLAZA , BLOCK F , BANANI"
"20406","PRASAD TRADE CENTRE,KAMAL ATATURK AVENUE,BANANI"
"20407","PRIME BANK INVESTMENT LTD ,  ROAD 19A, BANANI"
"20408","MAHABUBA GENERAL STORE,H 9,RD 3,ADABOR"
"20409","SMELL , 1 , ROAD 7 , BLOCK E , SHHJAHANPUR"
"20410","EMBASSY OF ALGERIA IN DHAKA,ROAD 12,BLOCK K,BARIDHARA"
"20411","MIRPUR BORO BAZAR ECO PARK , KOTBARI , GABTOLI"
"20412","SHANTINAGAR BAZAR RD, SHANTINAGAR"
"20413","INTERNATIONAL SCHOOL DHAKA SAYEM SOBHAN ANVIR ROAD,BLOCL D,BASUNDHARA R/A"
"20414","ROSE STUDIO , BLOCK  K , BANANI"
"20415","IDB BHABAN , BEGUM ROKEYA SHARANI, AGARGAON , DHAKA"
"20416","RAINTREE ,ROAD 27 , BANANI"
"20417","VATARA THANA,PROGATI SARANI,VATARA"
"20418","AZIZUR 24/7 AMBULANCE SERVICE RESIDENTIAL AREA , DHANMONDI"
"20419","HAIDAR VILLA, 17 , ROAD 5 , DHANMONDI R/A"
"20420","PRIME CAFE"
"20421","NOTHING BUT A BRAND 100% EXPORT,BLOCK D,BANASTEE"
"20422","SAVAR PRIME HOSPITAL , THANA RD ,  1340"
"20423","H 408,SENPARA PARBATA RD,MIRPUR 14"
"20424","NIJOY NAGAR WATER TANK,SAYED NAZRUL ISLAM SHARANI,FAKIRAPOOL,PALTAN"
"20425","MIRPUR ROAD , DHANMONDI R/A , SHYAMOLI"
"20426","PRINCE BAZAR LTD , MOHAMMADPUR RING RD , SHYAMOLI"
"20427","ARABIAN GENERAL STORE,RIAJBAGH,KHILGAON"
"20428","RD 5,SOUTH BISHIL"
"20429","SENAPRANGAN , MATIKATA ROAD , CANTONMENT , DHAKA CANTONMENT"
"20430","NANDINI RESTAURANT , SHUKRABAD , DHANMONDI 32"
"20431","LAB AID GULSHAN,H 13/A,KAMAL ATATURK AVE,GULSHAN 2"
"20432","BISMILLAH GENERAL STORE,RD 12,RASDIA MOUZA,UTTARA"
"20433","H  119 , ED 5 , SHYAMOLI"
"20434","JBL ROSE COTTAGE, HOUSE 432, ROAD 8 , BLOCK H , BASHUNDHARA R/A"
"20435","PURBACHAL JOYBANGLA RESTAURANT , SECTOR 10"
"20436","SUMONA PALACE,23,ROAD 15,NIKUNJA 2"
"20437","NATIONAL INSTITUTE OF TRAUMATOLOGY AND ORTHOPADIC REHABILITION ,MIRPUR ROAD , SOHRAWARDI MEDICAL COLLEGE & HOSPITAL , S"
"20438","BD24REPORT.COM,WEST RAJABAZAR,INDIRA ROAD,PANTHAPATH"
"20439","MOHAMMADIA SUPER MARKET,MIRPUR ROAD,DHANMONDI"
"20440","SANTI NIKETON , 62 , ROAD NO - 1 , BLOCK A , BASUNDHARA R/A"
"20441","GENDA BUS STOP,DHAKA ARICHA HIGHWAY,NOBINAGAR 1340"
"20442","HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,"
