"","location"
"2955","DOS LOCOS,CHEFS TABLE COURTSIDE,MADANI AVENUE,100 FEET ROAD"
"2956","POLWELL SHOPPING CENTER , DHAKA-MYMENSIGH HIGHWAY , SECTOR 9 , UTTARA , DHAKA , BANGLADESH , UTTARA"
"2957","H 19/A , SHANTIBAG BAZAR RD , SHANTIBAGH , MALIBAGH"
"2958","PAIKPARA SHAHI MASJID , SHAH SUJA RD , PAIKPARA , PAIKPARA , NARAYANGANJ SADAR , NARAYANGANJ , 1400"
"2959","ALAM TOWER,H 12,DILKUSHA RD,DILKUSHA"
"2960","ROAD 3/A,BASHUNDHARA R/A"
"2961","MANIKDI"
"2962","HERLAN MIRPUR 10(HOPE MARKET),BLOCK C,MIRPUR 10"
"2963","AK NAGAR -2, SECTOR 4 , UTTARA"
"2964","H 13/2, KALACHANDPUR MAIN RD ,KALACHANDPUR"
"2965","B. BARIA GENERAL STORE , BASUNDHARA R/A"
"2966","DR. AJMOL HOSPITAL , BEGUM ROKEYA SARANI , MIRPUR 10"
"2967","DREAM HOUSE , H 1/A , RD 16 , GULSHAN 1"
"2968","SHELTECH KANAKCHAPA,RAYERBAZAR,MOHAMMADPUR"
"2969","HOTAPARA BUS STOP,HOTAPARA PIROZALI RD"
"2970","SHANGHAI CHINESE CAFE , RD 11 , BANANI"
"2971","SUNDARBAN COURIER SERVICE , RAMPURA BRANCH , EAST RAMPURA"
"2972","MIRPUR 10 METRO RAIL STATION , DHAKA"
"2973","MODONPUR BUS STOP , DHAKA CHITTAGONG HIGHWAY , BANDAR , NARAYANGANJ , 1361"
"2974","NUPUR RD,MUNSHIGANJ 1502"
"2975","PHOTO EDITING,NARINDA,WARI"
"2976","DHAKA MYMENSINGH,KOTBARI BAZAAR,SECTOR 9"
"2977","UTTARA SECTOR 11 KACHA BAZAR , DHAKA 1230 , BANGLADESH"
"2978","WIRELESS GATE CIRCLE,BIR UTTAM AK KHANDAKAR RD,MOHAKHALI"
"2979","SPECTRA INTERNATIONAL LTD(CORPORATE BRANCH OFFICE)BLOCK K,BARIDHARA DOHS"
"2980","RD 5,DHANMONDI"
"2981","JALALABAD MODEL TOWN JAME MASJID,DHAKA ARICHA HIGHWAY,NOBINAGAR 1345"
"2982","EAST AHMED NAGAR DAUD KHAN MOSJID , SENPARA PARBAAT , DOKKHIN MONIPUR"
"2983","HUAWEI EXPERIENCE STORE,SECTOR 8,UTTARA"
"2984","H 354 , RD 10 , BLOCK C , BASHUDNHARA R/A"
"2985","SHARIN COMPLEX , H 11/A, RD 14C, SECTOR 4, UTTARA"
"2986","126,ROAD 10,BASUNDHARA R/A"
"2987","TEMPO STAND 1, ( SOUTH BANASREE)"
"2988","DNCC DEDICATED COVID - 19 HOSPITAL , MOHAKHALI, DHAKA- 1212, DAKKHINPARA"
"2989","NAGORIK TV"
"2990","GP HOUSE (GRAMEENPHONE) , ROAD NO 2, BLOCK A BASHUNMDHARA R/A"
"2991","SONY LADIES TAILOR,WEST DHANMONDI"
"2992","PROJECTED BTRC COMPLEX , SHYAMOLI RD , AGARGAON"
"2993","THE EAST INDIAN EATERY,RESIDENTIAL AREA,DHANMONDI"
"2994","SHEIKH HAYDER BOX LANE,NOORBAGH,BABU BAZAR"
"2995","31, 31/A NEW ESKATON DHAKA -1000"
"2996","DHAKA INTERNATIONAL UNIVERSITY , PERMANENET CAMPUS , VATARA RD"
"2997","B 101, ROAD 2, MOHANAGAR HOUSING PROJECT , NUKETAN"
"2998","RD 19A,SECTOR 4,UTTARA"
"2999","GULSHAN NORTH CLUB, ROAD 71, GULSHAN 2, GULSHAN"
"3000","JASIMUDDIN BUS STOP , DHAKA MYMENSINGH HIGHWAY , SECTOR 3 , UTTARA"
"3001","CHOCOHIVE , EAST RAJABAZAR , PANTHAPATH"
"3002","SILVER LAND I - VIEW , ADARSHABAG , GORAN"
"3003","TAKE AWAY , BASHABO BODDHOMONDIR , KHILGAON"
"3004","SHAYMOLI BUS STOP , MIRPUR ROAD, DHANMONDI R/A, SHYAMOLI"
"3005","RAFFLESIA SERVICED APARTMENT,GULSHAN 1,GULSHAN"
"3006","BARA , KAMAL ATATRUK , AVENUE , BANANI"
"3007","INTRACO CNG STATION , RD 9 , BLOCK A , MIRPUR 12"
"3008","SADARGHAT LUNCH TERMINAL , SADARGHAT GABTALI RD"
"3009","RD 11,BLOCK F,BASUNDHARA R/A"
"3010","SOHRAWARDY AVENUE,BARIDHARA,GULSHAN"
"3011","TONGI COLLEGE GATE"
"3012","NIHARIKA CONCORD TOWER,BLOCK C,BANANI"
"3013","MIRPUR COLLEGE RD,MIRPUR 2"
"3014","1017,Master Para Road, Senpara parbata, Borobagh"
"3015","TUINTAR LTD,SECTOR 4,UTTARA"
"3016","DUTCH BANGLA ATM IN UNITED HOSPITAL,GULSHAN 2"
"3017","DOGAIR AUTO STAND , SHAHID MILON RD , SIDDIRGANJ , NARAYANGANJ"
"3018","CRP HOSPITAL & PHYSIO THERAPY , C R P RD SAVAR , 1340"
"3019","BIO-XIN COSMECEUTICALS , BLOCK  G , BANANI"
"3020","22 , ROAD 4 , DHANMONDI R/A"
"3021","DHAKA COLLEGE TENNIS GROUND , MIRPUR RD , NEW MARKET"
"3022","KHOKON BIKE REPAIR CENTER , BOSILA GARDEN CITY , MOHAMMADPUR"
"3023","RD 10 , ADABOR"
"3024","BASABO BUS STOP , ATISH DIPANKAR RD , BASABO"
"3025","MOLOYA BAS , H 19 . KAKRAIL RD , KAKRAIL"
"3026","GULSHAN LINK RD,GULSHAN"
"3027","AFTAB NOGOR MAIN ROAD , BLOCK C , 32 NUMBER BUILDING 5TH FLOOR OF LIFT"
"3028","POPULAR COMMUNICATION , BLOCK F, MIRPUR 2"
"3029","ROAD 21 , SECTOR 4 , UTTARA , 1000"
"3030","ONE BANK LIMITED ATM,SECTOR 11,UTTARA"
"3031","BASIC NAZ GARDEN , HOUSE 155, ROAD 4 , BLOCK B , BASHUNDHARA R/A"
"3032","DHAKA UNIVERSITY JOURNALIST'S ASSOCIATION ( DUJA ) , SHAHBAGH"
"3033","GULSHAN CLUB LIMITED , ROAD 50 , GULSHAN 2 , DHAKA"
"3034","RUPAYAN GOLDEN AGE , 99 , GULSHAN AVENUE , GULSHAN 2 , GULSHAN"
"3035","ARSALAM HOTEL AND RESTURENT,14,ROAD 7,DHANMONDI"
"3036","DHAKA M,YMENSING ROAD LABOUR COMMITTEE , BUS STAND , MOHAKHALI"
"3037","AGORA , JAPAN GARDEN CITY BRANCH , TAJMAHAL ROAD , MOHAMMADPUR"
"3038","BAITUL IBADAT JAME MASJID , NOTUBAG KHILGAON RD , ADARSHA BAG , KHILGAON"
"3039","AUSTRALIAN INTERNATIONAL SCHOOL , PURBACHAL EXPRESS HIGHWAY , BASUNDHARA R/A"
"3040","E3 SOLUTIONS-EXTREME EXHIBITION & EVENT SOLUTION LIMITED,MOHAKHALI DOHS"
"3041","SHAHJAHAN DE MENOR,H 59,RD 8A,DHANMONDI"
"3042","KADAMTALA BRIDGE , KADAMTALA RD , EAST BASABO"
"3043","PBL TOWER , GULSHAN 2, GULSHAN"
"3044","LAST BITE CAFE, TIN MAZAR ROAD , ZIGATOLA"
"3045","HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,DHAKA MYMENSINGH HIGHWAY,
HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,KURMITOLA"
"3046","H 70/7 , NIJHUM RESIDENTIAL RD , NIJHUM R/A , HAZARIBAG"
"3047","ROAD NO 4 , HOUSE 42 , BLOCK C , MONSURABAD , ADABAR , DHAKA 1208"
"3048","THE REX , HOUSE 227 , SAYEM SOBHAN ANVIR ROAD BASHUNDHARA R/A"
"3049","NIRUPOMA BAMGLADESH , BIMAN  BAHINI WELFARE TRO"
"3050","SATARKUL MERUL  RAHMANIA NOOR JAME MASJID , VATARA BRIDGE"
"3051","ISLAMI BANK HOSPITAL MIRPUR BRANCH , BEGUM ROKEYA SARANI , BLOCK D , MIRPUR 11"
"3052","RAYAN'S HOUSE , BLOCK K , BASHUNDHARA R/A"
"3053","EVERCARE HOSPITAL , PLOT 81 , BASHUNDHARA ROAD , BLOCK - E , BASHUNDHARA"
"3054","SUJON SHAH,JIGATOLA,DHANMONDI"
"3055","BANGKERS DREAM , 8 , SECTION 2"
"3056","ARCHIDEN INTERIOR,BLOCK E,BASUNDHARA R/A"
"3057","PLANTEN AGRO LTD , ROAD-05 , SECTOR-13 , UTTARA"
"3058","ARMY OFFICERS CLUB,SHAHID SHARANI,DHAKA CANTONMENT"
"3059","H 345, RD 23 , BLOCK G , BASHUNDHARA R/A"
"3060","SCHOLASTICA SCHOOL , HOUSE 2, ROAD 8 , SECTOR 1, UTTARA"
"3061","H KHA- 7/3, RD 3, NIKUNJA 2"
"3062","BPP SHOP,BLOCK A,AFTABNAGAR"
"3063","BELA GARDEN , 118 , NORTH ROAD , DHANMONDI"
"3064","FOREVER CHEMICALS LTD , MATIKATA, MIRPUR ECB"
"3065","WEAT MERUL JAME MASJID ,WEST MERUL BADDA RD, MERUL BADDA"
"3066","JOL JOSNA MIRPUR CANTONMENT"
"3067","RADISSON BLU DHAKA WATER GARDEN,NEW AIRPORT RD,DHAKA CANTONMENT"
"3068","BANASREE A BLOCK KACHA BAZAR,BLOCK A"
"3069","BAR B Q TONIGHT , ROAD 16 ( NEW ) , DHANMONDI"
"3070","popular pharmacy , 281/1, shankar jafrabad road, west dhanmondi"
"3071","ANANYA SHOPPING COMPLEX,BARIDHARA D O H S MAIN ROAD,DOHS BYPASS,GULSHAN"
"3072","RD 8,BLOCK H,BASUNDHARA R/A"
"3073","ELITE PHYSIOTHERAPY & REHAB ZONE , BLOCK C , MIRPUR 6"
"3074","DOLPHIN GOLI , KALABAGAN"
"3075","BAITUR RAHMAN MOSQUE,JAMIRTA"
"3076","ANZARA,BLOCK F,BANANI"
"3077","SUB REGISTRY OFFICE,INDUSTRIAL AREA,TEJGAON"
"3078","EASTERN HOUISNG MAIN RD , EASTERN HOUSING , PALLABI"
"3079","FINETEX,TARABO MOR,KATCHPUR,NARAYANGANJ,1361"
"3080","THE WESTIN DHAKA,RD 45,GULSHAN 2"
"3081","M/S BURIGANGA PETROL FILLING SATION , BERIBADH RD , PROMINENT HOUSING , MOHAMMADPUR"
"3082","FRIENDS CAFE , NUTAN PARA , MADARTEK"
"3083","MEJBANI KHANA 36 KAMAL ATATRUK AVENUE BANANI"
"3084","MAYER DOA HOSTEL , RD 10 , SECTOR 10 , UTTARA"
"3085","ZTZ LOGISTICS -COCA COLA DISTRIBUTION , BLOCK A, BANANI"
"3086","ROAD 32,PALLABI 2ND PHASE(EASTERN HOUSING),MIRPUR"
"3087","ACI ELECTRONICS , PANTHAPATH"
"3088","SHOPNODANGA ABASHIK ALAKA , JAUCHOR , HAZARIBAGH"
"3089","MOHUA ARCADE , H 15 , RD 7 , BANANI"
"3090","75 , KRISHIBID ROAD , SENPARA PARBATA , PURBA KAZIPARA"
"3091","KACHUKHET BAZAR, MIRPUR RD 14, KACHUKHET"
"3092","GREEN LIFE MEDICAL COLLEGE HOSPITAL,32,GREEN ROAD,DHANMONDI"
"3093","BEGUM BADRUNESSA GOVT GIRLS COLLEGE,UNMESH DATTA RD,BAKSHI BAZAR"
"3094","MOGHBAZAR MOR JAME MASJID , NAYATOLA RD , MOGHBAZAR"
"3095","KAMALAPUR RAILWAY STATION KAMALAPUR"
"3096","AIRPORT POLICE CHECK POST,SECTOR 15,UTTARA"
"3097","TANMANNA COMPLEX , MIRPUR RD 14 , KACHUKHET"
"3098","KUSHUMBAGH JAME MASJID DAKKHINGAON SABUJBAGH"
"3099","SEVEN ELEVEN,MIRPUR RD,KALABAGAN"
"3100","NAVANA ROSEDALE,NIKETON,GULSHAN 1"
"3101","amwar khan modern medical college h 22, rd 8 , dhanmondi"
"3102","IED BRACU , RD 2/AQ, NIKETON"
"3103","SHYAMOLI BUS STOP,MIRPUR ROAD,DHANMONDI R/A,SHYAMOLI"
"3104","SULTAN'S LEGACY , 24/3 , SHERE BANGLA ROAD , KADERABAD HOUSING , KATASUR"
"3105","SECTOR 7 RESTAURANT & PARTY CENTER,UTTARA"
"3106","JOLIL FOOD AND CONFECTIONARY,ZOO RD,MIRPUR 2"
"3107","BAILEY ROAD OFFICERS COLONY , VIQUARUNNISA ROAD , TEACHERS RESIDENCES , PALTAN"
"3108","H 393,RD 21,BLOCK G,BASHUNDHARA R/A"
"3109","4/1, 2ND LANE , GOPIBAGH , MOTIJHEEL , DHAKA 1203"
"3110","DREAM STUDY INTERNATIONAL ( GULSHAN 02 BRANCH ), GULSHAN 2 , GULSHAN"
"3111","CRIMSON CUP , 300 FEET ENTRANCE  BASHUNDHARA"
"3112","HOUSE 41, ROAD 13 , BLOCK D, BANANI"
"3113","SINGAPORE INTERNATIONAL SCHOOL,SECTOR 11,UTTARA"
"3114","MOUCHAK RD,MUKTAJHEEL,SIDDHIRGANJ,NARAYANGANJ"
"3115","HOUSE 648/3 BASHUNDHARA LANE WEST KAZIPARA MIRPUR"
"3116","GOLDEN PLAZA , H 385 , SHAHID JANANI JAHANARA IMAM SARANI , ELEPHANT RD"
"3117","ASMA MANJIL,H 634,RD 21,TILPAPARA,KHILGAON"
"3118","H 52/3, NEW EASKATON RD, NEW EASKATON"
"3119","SARKARI KARMACHARI HOSPITAL , COOLEGE RD , FULBARIA"
"3120","11, RD 7 , SOUTH BANASREE PROJECT , RAMPURA"
"3121","SHOPNO NIR , 66/143, SOUTH BANASREE"
"3122","CHONDROMUKHI , H 932 , EAST RAJABAZAR CHRISTIAN PARA , FARMGATE"
"3123","ACCOUNTING POINT,KACHUKHET,DHAKA CANTONMENT"
"3124","H 589, RD 18 BLOCK F , BASHUNDHARA R/A"
"3125","BANGLADESH BAR COUNCIL"
"3126","ALAM NAGAR CENTRAL MOSQUE,DHAKA ARICHA HIGHWAY,BILAMALIA,JADUR CHAR"
"3127","RM APON HOUSING & PROPERITES LTD , SECTOR 4 , UTTARA"
"3128","3 FOOD , MIRPUR DOHS SHOPPING COMPLEX, MIRPUR DOHS"
"3129","128 SKY VIEW EDEN SHANTINOGOR"
"3130","HAVEILY COMPLEX , 6 AL HAJ ABDUS SOBHAN ROAD ,BLOCK A, BASHUNDHARA R/A"
"3131","H 28,RD 4,BLOCK E,BANASHREE"
"3132","AB FLOWER CENTER , ROAD 12 , BLOCK E , BANANI"
"3133","GRREN LIFE MEDICAL COLLEGE & HOSPITAL , KM SHAFIULLAH SARAK , DHANMONDI"
"3134","BAITUL MUKARRAM NATIONAL MASJID , BAITUL MOKARRAM RD , PURANA PALTAN"
"3135","BANANI BIDYA NIKETON , ROAD 23/B , BANANI"
"3136","EDUCATION CONSULTANCY LTD,70/B,PANTHA PATH,DHANMONDI R/A"
"3137","PADMA DIAGNOSTIC CENTRE LTD , MALIBAGH MOR , MALIBAGH"
"3138","DREAM LAND , DHAKA SYLHET HIGHWAY , NARYANGANJ , 1462"
"3139","HOTEL SWEET DREAMS,KEMAL ATATURK AVENUE,BANANI"
"3140","RUOAYAN TRADE CENTRE , KAZI NAZARUL ISLAM AVE , BANGLAMOTOR , SHAHBAGH"
"3141","RUMA FRAME CORNER , MAIN CAMPUS , DHAKA UNIVERSITY"
"3142","HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,TERMINAL 1,AIRPORT ROAD NEW AIRPORT ROAD,KURMITOLA,SECTOR 2"
"3143","HOUSE 10 , ROAD 4 , SECTOR 11, UTTARA"
"3144","MOTIJHEEL RD,ARAMBAG,DHAKA"
"3145","FUTURE TECHNOLOGY , KEMAL ATATURK AVENUE , BANANI"
"3146","SOUTHEST UNIVEWRSITYRD , 18 2"
"3147","LIZ FASHION INDUSTRY,SINABOH RD,MOUCHAK 1751"
"3148","NANDAN KANAN , 19 , SECTION 2"
"3149","PALTON MOR,PURANA PALTAN"
"3150","BHAI BHAI ELECTRIC , H 30 , RD 6 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR"
"3151","UMAR BIN KHATTAB (R) JAME MASJID , DHAKA MYMENSINGH HIGHWAY, 1702"
"3152","3 FOOD MIRPUR 1"
"3153","BELANEEL , MAATI PROPERTIES LTD , BLOCK C , BASHUNDHARA R/A"
"3154","RANA FAST FOOD & PASTRY,RD 9/A,WEST DHANMONDI"
"3155","OSTRICH CAGE, BANGLADESH NATIONAL ZOO , MIRPUR 1"
"3156","SPAGHETTI JAZZ , DHAKA , GULSHAN 2 , GULSHAN"
"3157","GULSHAN RAILGATE , ATISH DIPANKAR RD , GULBAGH , MALIBAGH"
"3158","ANOWAR KHAN MODERN MEDICL COLLEGE,20,ROAD 8,DHANMONDI"
"3159","JAMUNA BANK ATM , H 5 , SEGUNBAGICHA RD , SEGUNBAGICHA"
"3160","TASTY TREAT , FOKIRAPOOL , MOTIJHEEL"
"3161","RD 28,BLOCK D,MIRPUR 10"
"3162","HOUSE 14,ROAD 6,SECTOR 10,UTTARA"
"3163","AHP IT , BLOCK E , ABSHUDNHARA RA"
"3164","CATCOBD INC, RD 30, MOHAKHALI DOHS"
"3165","21/1, DHAKA CANTONMENT , PULPAR , UTTAR KAFRUL , PURBA KAZIPARA"
"3166","DR. HAMID AND ASSOCIATES , BLOCK G , BANANI"
"3167","LAKEWOOD RESIDENCY , GULSHAN 1, GULSHAN"
"3168","DHAKA BOAT CLUB LIMITED , MIRPUR ROAD , BIRULIA , SAVAR"
"3169","H 158 , ATISH DIPANKAR RD , BASHABO"
"3170","167/1, EAST RAJABAZAAR, TEJGAON"
"3171","RD 3, SECTOR 12 , UTTARA"
"3172","INDEPENDENT UNIVERSITY BANGLADESH,BASUNDHARA R/A"
"3173","NUTRIENT CAKE & PASTRY SHOP,SECTOR 11,GAREEB E NEWAZ AVE,UTTARA"
"3174","GOPALPUR PURBO PARA JAME MASJID , AL AKHSA MASJID RD , MIRASPARA MOINARTEK"
"3175","H 340 , ALHAZ ABDUS SOBHAN RD , BLOCK B , BASUNDHARA R/A"
"3176","ESTETICO CAFE,BASHUNDHARA R/A"
"3177","NEW FIVE STAR TYRE & BATTERY , TONGI BYPASS , WEST ARICHAPUR  RUSTAMPUR"
"3178","BANGLADESH DRIVING TRAINING INSTITUTE , MIRPUR MUKTOBANGLA SHOPPING COMPLEX , MIRPUR 1"
"3179","bhai bhai catering , hatirjheel , tejgaon"
"3180","H 20, RD 3, PC CULTURE HOUSING SOCIETY MOHAMMADPUR"
"3181","JAPASTY ZABEL OZORA , BLOCK I , BASHUNDHARA R/A"
"3182","MATKA BLOCK A BANSREE"
"3183","RD 7 , BLOCK C , MIRPUR 12"
"3184","BAREK TEA STALL , MOHAMMADIA HOUSING SOCIETY , MOHAMMADPUR"
"3185","JAHANGIR GATE POLICE BOX , BIR UTTAM ZIAUR RAHMAN ROAD , PASCHIM NAKHALPARA ROAD , SHER E BANGLA NAGAR"
"3186","PLOT , H 506, RD 13 , BLOCK G , BASHUNDHARA R/A, RD 13"
"3187","NON GOVERNMENT TEACHERS REGISTRATION & CERTIFICATION AUTHORITY ( NTRCA ) ESKATON  GARDEN RD"
"3188","NIRJHOR H 538 RD 11 ADABOR"
"3189","KAWSAR HOTEL & RESTAURANT,DHAKA MAWA HIGHWAY,SHYAMPUR"
"3190","WHITE KITCHEN , JAMUNA FUTURE PARK , BASHUDNHARA RA"
"3191","KOBIR SUPER STORE  , GP 191/1 , TB GATE RD , MOHAKHALI"
"3192","ROAD 22,MOHAKHALI DOHS,SHER E BANGLA NAGAR"
"3193","BIRD'S EYE HELICOPTER 7 AIR SERVICE , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , KURMITOLA"
"3194","SANTI KUNJA 7 SECTION 2"
"3195","ALHAZ MAKBUL HOSSAIN BIBSHABIDYALOY COLLEGE BHABAN 2 , H 41/A , KADERABAD HOUSING GOLI , KATASUR"
"3196","BRTCI BUS TERMINAL , KAMALAPUR RD , MOTIJHEEL , KOMLAPUR"
"3197","RD 2/2 , BLOCK B , MIRPUR 12"
"3198","FAKIRAPOOL PANIR TANK,FAKIRAPOOL RD,FAKIRAPOOL"
"3199","PANSHI,36,ROAD NO 1,BLOCK A,BASUNDHARA R/A"
"3200","PARIBAGH M,ASJID , MOTALEB TOWER"
"3201","ROAD NO 12A,SECTOR 10,UTTARA 1000"
"3202","343,ROAD 3,BASUNDHARA R/A"
"3203","TAM INDUSTRIES,KHAPARA RD,RUSTAMPUR"
"3204","UPDATE TOUCH , H 81 , LAKE CIRCUS KALABAGAN"
"3205","ADVANCED DENTAL AND SMILE DESIGN CENTER BY DR MARZUK SABIR,RAJABAZAR,
PANTHAPATH"
"3206","MAHIM STUDIO,SHANTINAGAR,KAKRAIL"
"3207","C 15,ROAD 13,MOHANAGAR PROJECT"
"3208","EASTERN BANK LTD , RANKIN ST , WARI"
"3209","VOJON BARI RESTAURANT , SUBHADYA"
"3210","PRAN RFL CENTER,BADDA"
"3211","ANIS LAW CHAMBER,H 14,RD 8,BLOCK A,MIRPUR 12"
"3212","HOUSE 600,RD NO 13A,DHANMONDI,DHAKA 1205"
"3213","BOUBAZAR GOLI , DHANMONDI"
"3214","NASSA GROUP,TEJGAON LIMK RD,MOHAKHALI"
"3215","UNIMART , RD 90 , GULSHAN 2"
"3216","monkey cage , zoo road , pallabi 2nd phase ( eastern housing) , block f"
"3217","H 31, RD 21 , TELIPARA KHILGAON"
"3218","GOKART COURTSIDE , MADANI AVENUE , 100 FEET ROAD"
"3219","ANAMIKA,H 3,4,RD 2,ADABOR"
"3220","ST JOHN VIANNEY HOSPITAL TEJKUNIPARA , TEJGAON"
"3221","INDEPENDENT,KUNIPARA,TEJGAON"
"3222","PUBALI BANK OFFICER BUILDING , H 681/A , RED CRESCENT RD , MOGBAZAR"
"3223","BANASREE 'A BLOCK ' KACHA BAZAR , BLOCK  A"
"3224","NILA MARKET,PURBACHAL EXPRESS,TAHORDIA,NARAYANGANJ"
"3225","10 TOLA EASTERN BANABITHI SHOPPING COMPLEX JAME MOSQUE , BLOCK G , BANASREE"
"3226","DRAGON TOWER,DIT RD,CHOWDHURIPARA,MALIBAG"
"3227","ASHI DAG CIRCLE , NORTH IBRAHIMPUR"
"3228","PROGATI SYSTEMS LIMITED,4TH FLOOR BUILDING 76/A,ROAD 11,BLOCK E,BANANI"
"3229","355, ROAD 5 , MIRPUR DOHS , MIRPUR 12"
"3230","MATERNAL AND CHILD HEALTH TRAINING INSTITUTE,AZMIPUR LALBAGH ROAD,NOORBAGH,SIDDIKBAZAR"
"3231","DHAKA COLLEGE MIRPUR RD , NEW MARKET"
"3232","HANIF ENTERPRISE , SHYAMOLI , MOHAMMADPUR"
"3233","HOUSE#296 , ROAD 6C , BLOCK  B , BASUNDHARA R/A"
"3234","ALOK DIAGONESTIC HOSPITAL , RD 2 , BLOCK B , MIRPUR 10"
"3235","SMART TECHNOLOGY BD LIMITED , AGARGAON"
"3236","BAKSHI BAZAR , CHAWKBAZAR"
"3237","CENTRE FOR ADVANCED RESEARCH IN ARTS AND SOCIAL SCIENCES ( CARASS) , SHAHID MINAR ROAD , JAGANNATH HALL , DU , SIDDIKBAZAR"
"3238","HOTEL SUITE PALACE,HOUSE 31,ROAD 13,BLOCK K,BARIDHARA DHAKA 1212"
"3239","SOCIAL ISLAMI BANK LIMITED ATM , MALITOLA , BANGSHAL"
"3240","DOHS MIRPUR - AVENUE 4 , ROAD 10 , HOUSE 657"
"3241","HAQUE RESIDENTIAL SOCIETY , WEST RAJARBAGH"
"3242","DEWAPPLES , RUPNAGAR RESIDENTIAL AREA , MIRPUR"
"3243","MERUL BUS STAND"
"3244","ADAMJEE EXPORT PROCESSING ZONE , ADAMJEE EPZ RD , ADAMJEE , SHIDDHIRGANJ , NARAYANGANJ, 1430"
"3245","TRANSPORT GAFFUR CASTLE"
"3246","MALIBAG BAZAR , MALIBAGH BAZAR RD , CHOWDHURIPARA , MALIBAGH"
"3247","PROJAPOTI TOWER , EASTERN HOUSING MIRPUR"
"3248","BANGLADESH AIR FORCE MUSEUM, TEJGAON"
"3249","H 136/A, RD 1, MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR"
"3250","NATUNRASTA , SIPAHIBAG , KHILGAON"
"3251","SONAR MADINA TRAVELS , PURANA PALTAN"
"3252","MOLLA TOWER , PROGATI SARANI , MIDDLE BADDA"
"3253","YAMA HOTPOT & GRILL , SECTOR 14 , UTTARA"
"3254","TASTY TREAT MOHAKHALI,AK KHANDAKER SARAK,MOHAKHALI C/A"
"3255","SMART SPA & THAI MASSAGE , GULSHAN 1"
"3256","H 8,RD 1,NEW MARKET"
"3257","POPULAR DIAGNOSTIC CENTRE , H 2 , AVE 1 , MOHAMMADIA SOCIETY , MIRPUR 10"
"3258","BRTA , MIRPUR 10"
"3259","JOY KALI MANDIR,WARI"
"3260","SONY HALL-MIRPUR-1 BUS STAND , BLOCK D , MIR"
"3261","ATER WOOD, RESIDENTIAL AREA , DHANMONDI"
"3262","BIBORTON , HOUSE 413 , NSU DRIVEWAY , BLOCK B , BASUNDHARA R/A"
"3263","GOPAL H/W & PAINT STORE,SINGAIR PAURASHAVA"
"3264","NEW NATION SCHOOL , H 3 , RD 8 , MOHAMMADPUR"
"3265","19, ROAD 120 , BANANI, GULSHAN"
"3266","SHALIMAR RESTAURANT , SOUTH KAMALAPUR"
"3267","MINISO BANANI,BLOCK G"
"3268","NEKHALOY , H 53 , RD 9/A, DHANMONDI"
"3269","RD 26 , BLOCK L , BASUNDHARA R/A"
"3270","FALCON HOMES LTD,BLOCK K,BARIDHARA"
"3271","ARABIKA COFEE,GULSHAN 2,GULSHAN"
"3272","BEGUM BADRUNNESA GOVT GIRLS COLLEGE , UNMESH DATTA RD , BAKSHI BAZAR"
"3273","DHAKA ELECTRIC SUPPLY COMPANY (DESCO) SALES & DISTRIBUTION , PALLABI , BLOCK C , MIRPUR 10"
"3274","PATHAO HQ , CWN (A )3A , ROAD 49 , BANANI , GULSHAN"
"3275","MRD RAZIA GARDEN , TIKATULI , WARI"
"3276","HOTEL DHAKA GOLDEN INN, BLOCK K , BANANI"
"3277","MOLLIKA SNACKS , RUPAYAN SHOPPING SQUARE ,  BLOCK G  BASHUNDHARA R/A"
"3278","LA GUSTOSA KITCHEN , RESIDENTIAL AREA , DHANMONDI"
"3279","KHAN STEEL,H 6,DISTILLERY RD,DAYAGANJ"
"3280","ATT TAKWA BOSHRALOY , ISLAMPUR , SHADARGHAT"
"3281","RUPALI HOUSING,MIRPUR COMMERCE COLLEGE ROAD"
"3282","INDIAN VISA APPLICATION CENTER , JAMUNA FUTURE PARK , BASHUNDHARA R/A"
"3283","HOUSE 32,ROAD 19,SECTOR 13,UTTARA"
"3284","RD 2,BLOCK B,BASUNDHARA R/A"
"3285","NATIONAL INSTITUTE OF  MENTAL HEALTH AND HOSPITAL , MIRPUR RD , SOHRAWARDI MEDICAL COLLEGE & HOSPITAL , SHER E BANGLA NAGAR"
"3286","DIN MOHAMMAD COLONY JAME MASJID , SHAHID SARANI , DHAKA CANTONMENT"
"3287","AGS QUALITY ACTION LIMITED,HOUSE 404,ROAD 29,MOHAKHALI DOHS,MOHAKHALI"
"3288","ASIATIC EXP , ROAD 28 , BLOCK K , BANANI"
"3289","TAIRUNNASSA MEMORIAL MEDICAL & HOSPITAL,DHAKA MYMENSINGH HIGHWAY,1711"
"3290","PIZZA BURG MIRPUR"
"3291","MANARAT INTERNATIONAL  UNIVERSITY 16 ROAD 104 GULSHAN 2 GULSHAN"
"3292","HURDCO INTERNATIONAL SCHOOL , AL HAJ  ABDUS SOBHAN ROAD , BLOCK A BASHUNDHARA R/A"
"3293","SHANTA GERMENTS , BORO DEWRA RD , WEST ARICHPUR , RUSTAMPUR"
