"","location"
"12606","NEW ANTIC FURNITURE , COCA-COLA ROAD , VATARA"
"12607","NAVANA LA FONTANA , BLOCK A , NIKETON"
"12608","H 10 , LINE 19 , BAUNIABADH , MIRPUR 1"
"12609","SYGMAZ : WEDDING PLANNER & EVENT MANAGEMENT , ROAD 18 , HOUSE 36 , BLOCK J , BANANI"
"12610","PUTUL KUTIR,H 201/H,RD 5,MOHAMMADI HOUSING LTD,MOHAMMADPUR"
"12611","BANANI RD 11 CHECK POST , RD 11 , BANANI"
"12612","MADHBDI PAURASHAVA , ANARSINGDI SADAR , NARSINDI"
"12613","AARAMBAG BUS STOP N"
"12614","1/10 A , ROAD 1 , LALMATIA"
"12615","SAYED NAGAR AUTO STAND , RD 1, SAYED NAGAR R/A, VATARA"
"12616","ROAD 7 , DAKKHIN BADDA , GULSHAN"
"12617","HEALTHY FOOD , VERTEX PROMINENT , MOHAKHALI"
"12618","GALESIA HOTEL & RESORT LTD,H 39,RD 21,BANANI"
"12619","REGIONAL PASSPOPRT OFFICE , DHAKA WEST (MOHAMMADPUR) , BOSILA"
"12620","ZIA COLONY ROAD , MATIKATA , SECTION 13"
"12621","HAZART SHAHJALAL INTERNATIONAL AIRPORT"
"12622","m/s sabbir enterprise , west shewrapara mirpur"
"12623","BANGABANDHU INTERNATIONAL CONFERENCE CENTER , BEGUM ROKEYA SARANI , SHER E BANGLA NAGAR"
"12624","DIRECTORATE GENERAL OF HEALTH SERVICES (DGHS) , TB GATE , MOHAKHALI"
"12625","NAVANA TALIL DEL RINIERA , 54 , ROAD 15 , BANANI"
"12626","WHITE FACE WASH MEN'S GROOMING SALOON JIGATOLA DHANMONDI"
"12627","SHANTINAGAR BUS STOP"
"12628","SARKARI KARMCHARI HOSPITAL,COLLEGE RD,FULBARIA"
"12629","MURCHONA,HOUSE NO 08,MONIPURIPARA"
"12630","HEALTH AND HOPE SPEICIALIZED HOSPITAL,PANTHAPATH"
"12631","DR M A WAHAB , BARIDHARA K BLOCK , NOTUN BAZAR"
"12632","ABC COTTAGE,BLOCK G, BASUNDHARA R/A"
"12633","BANGLAR NASHTA,SECTOR 4,UTTARA"
"12634","RD 9 , BLOCK C, BASHUNDHARA R/A"
"12635","PIR SHAHEBER GOLI , SHANTINAGAR"
"12636","SARAH DESIGNS ( BD ) , SECTOR 13 , UTTARA"
"12637","ALOKI , TEJGAON LINK ROAD , NIKETON , GULSHAN"
"12638","REALIANCE BUILDING,H 146,RD 8,BLOCK D, BASUNDHARA R/A"
"12639","F TOWER,TNT COLONY,MOGBAZAR"
"12640","house 14/15, road 8 , extended pallabi , mirpur 11.5"
"12641","H B-42, RD 9 , BLOCK B, BASHUNDHARA R/A"
"12642","SHEIKH HASINA NATIONAL INTITUTE OF  BURN & PLASTIC SURGERY"
"12643","BAITUL MUKARRAM NATIONAL MASJID,BAITUL MUKARRAM RD,PURANA PALTAN"
"12644","BANANI KACHA BAZAR ,KEMAL ATATRUK AVE"
"12645","FARAZY HOSPITAL , MAIN RD , BANASHREE"
"12646","h 24, rd 7 , banasree"
"12647","M/S  MAA BEDDING STORE , H 228, GREEN RD"
"12648","AL-ARAFAH ISLAMI BANK PLC. ( HEAD OFFICE ) PURANA PALTAN"
"12649","BHAGYAKUL BIRIYANI , H 4 , GAUSUL AZAM AVE , SECTOR 14 , SECTOP 13 , UTTARA"
"12650","DHANMONDI JAME MASJID,1 NO NORTH CIRCULAR RD,KALABAGAN"
"12651","ROAD 2B KOTBARI BAZAAR  , SECTOR 11"
"12652","ZOO CHILDREN PARK BANGLADESH NATIONAL ZOO MIRPUR 1"
"12653","ROAD 1 , BLOCK F , SECTOR 1, AFTABNAGAR"
"12654","boho banani , road 11, block d, banani"
"12655","DHANMONDI RIVERVIEW MODEL TOWN , RAYER BAZAR , MOHAMMADPUR"
"12656","BANGLADESH SPECIALIZED HOSPITAL MIRPUR RD , SAHYAMOLIN"
"12657","HASHI KHUSHI PHARMACY , KHA 178/1, RD 1, NIKUNJA 2"
"12658","MBM GROUP,DOHS,MIRPUR"
"12659","WONDERLAND AMUSEMENT PARK , MADANI AVENUE , 100 FEET ROAD"
"12660","RD 4 A, SECTOR 5 , UTTARA"
"12661","175/A , I BLOCK ROAD 8 , BASUNDHARA R/A"
"12662","MUSLIM BIRYANI,H 22,SHANTINAGAR RD,SHANTINAGAR"
"12663","INTERNATIONAL TERMINAL,NEW AIRPORT ROAD,KURMITOLA,SECTOR 2"
"12664","SHAHID AHNAF SARANI,PAIKPARA OFFICERS QUARTER"
"12665","SONALI BANK LTD ATM,MIRPUR RD,LALMATIA"
"12666","IRAYHAN , ANSARBAGH , MERADIA"
"12667","AMANA BIG BAZAR UTTARA 12 , SECTOR 12"
"12668","UNITED CONVENTION CENTRE , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , KURMITOLA"
"12669","GRAND CITY BANQUET HALL 2 SKY CITY HOTEL , SHIDDHESWARI ROAD"
"12670","LA VILLA , RD 11, BARIDHARA"
"12671","1 A AGAMI BUILDING MOINUL ROAD DHAKA CANTONMENT"
"12672","MUGDAPARA , SABUJBAG"
"12673","CHADPUR AUTO PARTS,CHADMIA HOUSING,MOHAMMADPUR"
"12674","WORLD UNIVERSITY OF BANGLADESH(WUB),AVENUE 6,SECTOR 17,UTTARA"
"12675","H 153, GREEN RD"
"12676","H 21,RD 24,BANANI"
"12677","147, RAZA BAZAAR ROAD , DHANMONDI"
"12678","SANARPAR , LONDON MARKET , SIDDHIRGANJ"
"12679","PHOENIX BUILDING, 407, TO TEJGAO FLYOVER, PASHCIM NAKHALPARA , NIKETAN"
"12680","CHENNAI FOOD EXPRESS , PALTAN CHINA TOWN , NAYA PALTAN"
"12681","roken city , scetor 13 , mirpur"
"12682","RED OFFICE SUPPLIES LIMTED,KAKRAIL,SEGUN BAGICHA"
"12683","MIRPUR GIRLS IDEAL SCHOOL AND COLLEGE , LINE 10 , SECTION 10"
"12684","JOYNAL MARKET , RD 5, SECTOR 6, UTTARA"
"12685","BULL SHADE,SECTOR 16,UTTARA"
"12686","H 745 , RD 8 , ADABOR"
"12687","H 14/A,TOYENBEE CIRCULAR RD,MOTIJHEEL"
"12688","PROBAL HOUSING RING RD , PC CULTURE HOUSING SOCOETY , MOHAMMADPUR"
"12689","CONCORD NAEEM RESIDENTIAL  FLATS , ROAD 27 , BLOCK J , BANANI"
"12690","MARUFA GARDEN , HOUSE NO 89 , ROAD NO 7 , BLOCK B , BASHUNDHARA R/A"
"12691","ST , LAWRENCE'S CHURCH , SOUTH KAFRUL , KACHUKHET"
"12692","DESH ORGANIC , ROAD -20 , SECTOR-13 , UTTARA"
"12693","RASEL AUTOMOBILES AND ENGINEERING WORKSHOP"
"12694","PIZZA INN , GULSHAN 1, GULSHAN"
"12695","HAYE HERITAGE , H 24 , SADEK KHAN RD , KATASUR `"
"12696","JOWARSHAHARA CO OPERATI VE SOCIETY , H 1690 1692 , SAYEM SOBHAN TANVIR RD , BLOCK G , BASUNDHARA R/A"
"12697","DOFFAJ BHABAN , AMTOLA BAZAR , LAMAL SHORONI"
"12698","DREAM HOME , HOUSE 1036 , ROAD 49 , BLOCK L , BASHUNDHARA R/A"
"12699","SOHAG BUS DEPOT , MALIBAG BAZAR RD , CHOWDHURIPARA , MALIBAGH"
"12700","ABDULLAHPUR BUS STOP"
"12701","NEW LIFE HOSPITAL LIMITED , GREEN ROAD , KATHALBAGAN"
"12702","CHERAG ALI BUS STOP , SQUIBB RD , WEST  ARICHPUR , RUSTAMPUR"
"12703","H 235 RD 6 MOHAMMADI HOUSING RD MOHAMMADPUR"
"12704","MIRPUR GIRLS IDEAL LABROTORY INSTITUTION,MIRPUR RD,MIRPUR 10"
"12705","NITU GENERAL STORE , H 190 , GAZI GOLAM DASTAGIR RD , ARAMBAG"
"12706","KOLABOTEE,SECTOR 18,UTTARA"
"12707","MEENA BAZAR ECB CHATTAR , MANIKDI , DHAKA CANTONMENT"
"12708","HABIB CONVENTION CENTER"
"12709","TERRACOTTA TALES , INDUSTRIAL AREA TEJGAON"
"12710","HAFIZ OPTICAL CENTRE,RABINDRA SARANI,SECTOR 7,UTTARA"
"12711","BIKRAMPUR PHARMACY , H 29 , 43129 , LARMINI ST , WARI"
"12712","concord hibiscus , h3 , rd 6 , gulshan 1"
"12713","KAMALAPUR RD,MUGDAPARA,SABUJBAG"
"12714","GARDEN HOUSE,H 69,NOPRTH RDD,DHANMONDI"
"12715","S R TRAVELS,1ST COLONY,MAZAR ROAD,MIRPUR 1"
"12716","HOTEL LAKE CASTLE , H 1/A , RD 68 A , GULSHAN 2"
"12717","KHAN PALACE , H 23 , RD 7 , SOUTH BANASHREE PROJECT , RAMPURA"
"12718","JATRA BIROTI , HOUSE 63, ROAD 17/A, BLOCK E , BANANI"
"12719","HOUSE 57, ROAD 2 , BLOCK F, AFTABNAGAR"
"12720","NSU RD , BLOCK B , BAHSUNDHARA R/A"
"12721","ARORA HEIGHTS, HOUSE 13/14, ROAD 3 , ADABAR MOHAMMADPUR"
"12722","NATIONAL HEART FOUNDATION"
"12723","H 4 , RD 9 , JANATA HOUSING  MOHAMMADPUR"
"12724","MONIPUR HIGH SCHOOL , WEST SHEWRAPARA , MIRPUR"
"12725","BRAC LEARNING CENTRE RD 10/2, BLOCK D NIKETON"
"12726","KAZIM MANJIL COMPLEX,K 62/7,LICHU BAGAN RD,JOAR SHAHARA"
"12727","marigold river view, 778/b & 251/28/a, bosila road (old) , katasur , mohammadpur , dhaka 1207"
"12728","STAR CINEPLEX , SONY SQUARE , MIRPUR"
"12729","HOSSAIN CASTLE , 8, LINE 12 BAUNIABADH SECTION 11"
"12730","327 I BLOCK ROAD 1 BASHUNDHARA R/A"
"12731","GIASUDDIN R/A , UNIVERSITY OF DHAKA"
"12732","QUANRUM SHAMS GARDEN,SECTOR 14,UTTARA"
"12733","JANNAT GARDEN , EAST NURERCHALA , SHAHJADPUR"
"12734","AMORA,BLOCK I,BASUNDHARA R/A"
"12735","AFRIDI COMPUTER & BUSINESS POINT , RASULBAGH ROAD , RASULBAGH"
"12736","SHAMIBAG ASHROM ISKCON,SWAMIBAG RD,SWAMIBAG"
"12737","JOYNOGOR GOVT OFFICERS QUARTER GATE MIRPUR 13"
"12738","382/B , D BLOCK 9 NO ROAD , BLOCK D , BASUNDHARA R/A"
"12739","CERAMIC AVE,PALLANI"
"12740","SULTAN'S DINE GULSHAN BRANCH  , GULSHAN 2 , GULSHAN"
"12741","24, ROAD 17 , NIKUNJA 2"
"12742","HOUSE 390/A , ROAD 11 , BLOCK C , BASHUNDHARA R/A"
"12743","H 465, RD 8 , KHILGHAON"
"12744","HABIBA TELECOM,H 8,RD 1,PALLABI EXTENSIONS,PALLABI"
"12745","BEGOM ROKEYA KORMOJIBI MOHILA HOSTEL , ATISH DIPANKAR ROAD , KHILGAON , SHHJAHANPUR"
"12746","DIPLOB GENERAL STORE , MASJIDUL ILLAH SAVAR, 1340"
"12747","PARAGON CONVENTION HALL, WEAT , DHANMONDI"
"12748","KAZLAR PAR BRIDGE,JATRABARI"
"12749","RD 8 , SECTOR 6 , UTTARA"
"12750","BAF OFFICERS MESS ,  OLD AIRPORT RD , TEJGAON"
"12751","JAHANGIRNAGAR HOSPITAL , DAYAGANL RD , SWAMIBAG"
"12752","HOUSE 11,ROAD 18,SECTOR 4,UTTARA"
"12753","JAMTOLAR MOR,BLOCK  C,AFTABNAGAR"
"12754","PHYSICAL MEDICAL AND REHABILITATION WARD , KAZI NAZRUL ISLAM AVENUE , WIRELESS , PALTAN"
"12755","IBNE SINA D,LAB & CONSULTATION CENTER,28,DOYAGONJ NOTUN RASTA,GOPIBAG,DAYAGANJ"
"12756","RABEYA MANZIL , H 18 , LAKE CIRCUS , KALABAGAN"
"12757","CHIRANTONI-(BERISHTAR JOMIUDDIN SIR), RE"
"12758","MINISTRY OF FISHERIES AND LIVESTOCK , DHAKA , BANGLADESH , SEGUNBAGICHA"
"12759","TRITECH BUILDING SERVICES LTD , BLOCK I BASHUNDHARA R/A"
"12760","MONOWARA HOSPITAL PRIVATE LTD,H 54,
VIQARUNNISA RD,SHIDDESWARI"
"12761","MISTRYTECH ENGINEERING LTD , SECTOR 9 , UTTARA"
"12762","FAMILY LIVING , H 312/2-5 , TALTOLA RD , TALTOLA , KHILGAON"
"12763","LN 8/B , BARIDHARA DOHS"
"12764","H 31 , RD 1 , BLOCK E , BANASHREE"
"12765","IBA , UNIVERSITY OF DHAKA  , TO PROVOST BANGLO , WIRELESS , PALTAN"
"12766","HOUSE 52,ROAD 9A"
"12767","12/A,WEST DHANMONDI"
"12768","H 195/B/1, H 195 SHANTIBAGH RD , SHANTIBAG"
"12769","IMARAT MOTOR CYCLE ENGINE OIL DIT RD MALIBAGH RAIL GATE MALIBAGH"
"12770","RD  10 , BLOCK C, BASHUNDHARA"
"12771","IFARMER LIMITED , GULSHAN 2 , GULSHAN"
"12772","DIU LIBRARY,MIRPUR RD,DHANMONDI"
"12773","SANTU SHOP,HAJI MOSTAFA MODEL SCHOOL & COLLEGE RD,SYED PARA,GODENAIL,NARAYANGANJ,1400"
"12774","KLLYANPUR BUS STAND"
"12775","H 8,RD 2/A,PC CULTURE HOUSING SOCIETY,MOHAMMADPUR"
"12776","MANIK MIA AVE , PARLIAMENT OF BANGLADESH , LALMATIA"
"12777","HOUSE 9,ROAD 3,BLOCK I,BANANI,DHAKA"
"12778","DHAKA REGENCY, NEW AIRPORT RD , NIMUNJA 2"
"12779","BLUE LICIOUS RESTAURANT , H 1/A , RD 91 , GULSHAN 2"
"12780","NARAIL SADAR , NARAIL , JESSORE"
"12781","DHAKA BANK LTD , H 5 , BIR UTTAM MIR SHAWKAT SARAK , GULSHAN 1"
"12782","H 34/B,MOHAMMADI HOUSING SOCIETY,MOHAMMADI HOUSING SOCIETY LTD,
MOHAMMADPUR"
"12783","OUTER STADIUM,MILK VITA RD,BLOCK G,MIRPUR 2"
"12784","CAFE LEAF RESTAURANT , RD 9, MIRPUR DOHS"
"12785","ELITE SARDER COMPLEX , 93/2 , BNP BAZAR-AGARGAON WATER TANK ROAD , TALTOLA , POSCHIM KAFRUL"
"12786","BAY EMPORIUM RESIDENTIAL AREA, DHANMONDI"
"12787","WORLD UNIVERITY OF BANGLADESH (WUB) , SECTOR 17 , UTTARA"
"12788","DIGINET , UNICORN PLAZA , 40/2 MADANI AVE , GULSHAN 2 , GULSHAN"
"12789","PATHAO HQ,H CWN 3A,RD 49,GULSHAN 2"
"12790","ADAMJEE EPZ RD,ADAMJEE,SHIDDHIRGANJ,NARAYANGANJ,1430"
"12791","SHONIR AKHRA KACHA BAZR , SOUTH KAZLA (NAYANAGAR ), JATRABARI"
"12792","PARLIAMENT SCRETARIAT RESIDENTIAL COMPLEX W AGARGAON"
"12793","TRADE INTERCONTINENTAL,INDUSTRIAL AREA,TEJGAON"
"12794","PROPOSED SITE FOR CHINA BANGLADESH FRIENDSHIP EXHIBITION CENTER , SECTOR"
"12795","ARMY OFFICERS TENNIS CLUB,SHAHID SARANI,DHAKA CANTONMENT"
"12796","XIAOMI WAREHOUSE , INDUSTRIAL AREA , TEJGAON"
"12797","SELIM ENTERPRISE , H 1/9 , RUPNAGAR RD , CHAYANEER HOUSING SOCIETY , PALLABI"
"12798","KHANA'S WARI , TIKATULI"
"12799","2HELL CLOTHS , SECTOR 9 UTTARA"
"12800","house 99, road 4, block a, banani dhaka"
"12801","H 63 , SHADHINOTA SARANI , NORTH BADDA"
"12802","DFL DREAM HOUSE 3 , 6 , 7 , MAHMUD NAGAR ROAD , MATUAIL , JATRABARI"
"12803","SHAHJALAL INTERNATIONAL AIRPORT DOMESTIC TERMINAL"
"12804","BAITUL MUKARRAMM JAME MASJID , TEENMAJAR ROAD , MANESHWAR , HAZARIBAGH"
"12805","H KA 50 1,SHAHID ABDUL AZIZ RD,BLOCK A,BASUNDHARA R/A"
"12806","CMH BUS STOP,KURMITOLA ROAD,PURBA KAZIPARA"
"12807","570,BLOCK F,ROAD 17,BASUNDHARA R/A"
"12808","SPRING CASTEL,ROAD NO 4,MOHAMMADI HOUSING LTD,MOHAMMADPUR"
"12809","UTTARA SOUTH METRO RAIL STATION , DHAKA"
"12810","UTTAR BADDA BAZAR,SATARKUL RD"
"12811","LOTUS WORLD BEAUTY PARLOR,24/15,34/8 PALLABI,MIRPIR 12"
"12812","VANGA KUTIR,H 252/8/A,RD 6,MOHAMMADI HOUSING LIMITED,MOHAMMADPUR"
"12813","SRI SRI SIDDHESWARI KALI MONDIR , SHIDDHESWARI ROAD"
"12814","MIRPUR 10,BEGUM ROKEYA SARANI,SECTION 6"
"12815","KIDNEY FOUNDATION HOSPITAL AND RESEARCH INSTITUTE, MAIN RD, BLOCK I, MIRPUR 2"
"12816","AZIMPUR , SHAH SHAHEB BARI , AZIMPUR RD"
"12817","SK TOWER , RAYER BAZAAR , MOHAMMADPUR"
"12818","ICDDR, B , MOHAKHALI"
"12819","ALISKAN OPEN KITCHEN , SOUTH BADDA"
"12820","AMERICAN BURGER , SHOP 21/22  2, RD 46 , GULSHAN 2"
"12821","SHARIATPUR RENT A CAR,BLOCK K,BASHUNDHARA R/A"
"12822","H 745, RD 8 , ADABOR"
"12823","CITY LADIES TAILORS , H 35/A, RD 2, PC CULTURE HOUSING SOCIETY , MOHAMMADPUR"
"12824","ROYEL BIRIYANI HOUS,H 124/6,SHANTINAGAR RD,SHANTINAGAR"
"12825","60 ROAD 3 NIKETAN , KALI CHARAB ROAD , GANDARIA"
"12826","173 A& A TOWER,OUTER CIRCULAR ROAD,MOTIJHEEL,KOMLAPUR"
"12827","HAZRAT SHAHAJALAL INTERNATIONAL AIRPORT , DHAKA MYMENSINGH HIGHWAY , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT, KURMITOLA"
"12828","BRIDGE KASHFUL , BLOCK A , BASHUDNHARA R/A"
"12829","KAWLA ISLAMIA DAKHIL MADRASA,KAWLA DAKHIL MADRASA RD"
"12830","NSU ADMIN BUILDING,NSU DRIVEWAY,BLOCK B,BASUNDHARA R/A"
"12831","ANTORANGO , CHHA 70/5 , BADDA GIRLS SCHOOL ROAD , DAKKHIN BADDA , GULSHAN"
"12832","MOINOT GHAT BEACH MINI COX'S BAZAR"
"12833","NARGIS VILLA,HOUSE 8,ROAD 4,SECTOR 7,UTTARA"
"12834","THE FOREST LOUNGE , RESIDENTIAL AREA , DHANMONDI"
"12835","ELITE CONVENTION HALL,HATIRJHEEL,TEJGAON IND. AREA"
"12836","MALIBAGH SORKARI STUFF QUARTER,PABNA COLONY"
"12837","HOUSE 7,ROAD 29,SECTOR 7,UTTARA MODEL TOWN"
"12838","JBC MOHAMMADI HEAVEN 167 FREE SCHOOL STREET KATHALBAGAN PANTHAPATH"
"12839","KARIM DELIGHT , H 229, OUTER CIRCULAR RD , MOGBAZAR"
"12840","DAILY DISCOUNT BD , SECTOR 4 , UTTARA"
"12841","BD WATER ENGINEERING , SARAK 27 , KOTBARI BAZAAR , SECTOR 7"
"12842","LALBAG KILLA ENTRANCE , LALBAG RD , LALBAG"
"12843","ASSURE NYMPJEA,SECTOR 4,UTTARA"
"12844","MUTUAL TRUST BANK,AIRPORT ROAD,NEW AIRPORT ROAD,KURMITOLA,SECTOR 2"
"12845","FUCHKA SHOT , ROAD 3, BASHUNDHARA R/A"
"12846","OUR SERENITY BLOCK G BASHUNDHARA R/A"
"12847","ITD CP 06 STORE , GABTOLI YARD , GOIDARTEK , DARUSSALAM , MIRPUR"
"12848","PSC CONVENTION HALL , MIRPUR 14 ,AM RD"
"12849","JAHAN FASHION,SECTOR3,UTTARA"
"12850","RADDA MCH-FP CENTRE , BLOCK B , SECTION 10 , MIRPUR"
"12851","LANGOLBAND BUS STOP,DHAKA CHITTAGONG HIGHWAY,BANDAR,NARAYANGANJ,1430"
"12852","BANGLADESH CHIAN FRIENDSHIP EXHIBITION CENTER,SECTOR 21,PURBACHAL"
"12853","LALMATIA C BLOCL JAME MASJID,ROAD 1,LALMATIA"
"12854","UNIMART UNITED HOUSE GULSHAN 1 GULSHAN"
"12855","SORWARDI HOSPITAL"
"12856","MIRPUR SHOPPING WORLD,BLOCK B,MIRPUR 10"
"12857","COMFORT DIAGNOSTIC CENTER , GREEN RD , DHANMONDI"
"12858","VISION EYE HOSPITAL , GREEN ROAD , DHANMONDI"
"12859","STAR HOTEL & KABAB,ELEPHANT ROAD,1205"
"12860","FERINGI BAZAR RD,MUNSHIGANJ,1500"
"12861","SAFURA TOWEER , ROAD 17 , BANANI"
"12862","DISINFECTIONBD BY NASAH PROFESSIONAL CLEANING , MADANI AVENUE , 100 FEET ROAD"
"12863","INSTITUTEN OF GLASS AND CERAMIC RESEARCH  & TESTING , CENTRAL ROAD DHANMONDI"
"12864","H 44, RD 1, BLOCK A, BASHUNDHARA R/A"
"12865","ROAD 10,NIKUNJA 10"
"12866","WHITE PALACE CONVENTION HALL , MOHAMMADPUR RING RD , SHYAMOLI"
"12867","AGORA  GULSHAN , GULSHAN AVE , GULSHAN"
"12868","indira road, dhanmondi"
"12869","MIRPUR 11.5 BUS STAND,DHAKA 1216"
"12870","H 299, RD 7/A, BLOCK E, BASHUNDHARA R/A"
"12871","WORLD MISSION 21 LTD,ROAD 07,SECTOR 04,UTTARA"
"12872","MAHMUDA PALACE , 101 , D BLOCK 6 NO ROAD , BLOCK D , BASUNDHARA R/A"
"12873","JAKIR SWEETS, H 60, JOHNSON RD, RAY SCHOOL RD, SABUJBAG"
"12874","AFGHAN GRILL ( CHEF'S TABLE ) , ROAD 8/A , SATMASJID ROAD , DHANMONDI"
"12875","IZUMI,ROAD 113,GULSHAN 2,GULSHAN"
"12876","H 348/1 , DILU RD , NEW ESKATON"
"12877","BANGLADESH MEDICAL , SONARGAON  JANAPATH RD , SECTOR 9, UTTARA"
"12878","HAZRAT SHAHJALLA INTERNTAIONAL AIRPORT"
"12879","HOUSE 22 , ROAD 04 , SECTOR 11 , UTTARA"
"12880","RD 9 , BLOCK H , BASUNDHARA R/A"
"12881","LAIZU STATIONERY,BLOCK D,BANASREE"
"12882","WATER ATM BOOTH , P C CULTURE HOUSING SOCIETY , ADABOR"
"12883","VALENTINE CASTLE,H 53,RD 23,GULSHAN 1"
"12884","GLOBAL REACH , KEMAL ATATRUK AVENUE , BANANI"
"12885","KALAMPUR BAZAR,DHAMRAI"
"12886","RENAISSANCE DHAKA GULSHAN  HOTEL , GULSHAN 1 , GULSHAN"
"12887","GHAROWA HOTEL RESTAURANT MOHAKHALI , WIRELESS GATE , BANANI"
"12888","PRIYA BHABAN 1,SECTION 2"
"12889","JAMTOLA , NARAYANGANJ, BANGLADESH"
"12890","AIRPORT RAI STATION"
"12891","SENA MALANCHA , NEW AIRPORT RD , DHAKA CANTONMENT"
"12892","MOMTAZ FILLING STATION , DHOBAROI MANIKNAGAR RD , AMINABAZAR"
"12893","ROWNAK PHARMA , 34, ROAD 11 , ADABOR , MOHAMMADPUR , 1000"
"12894","SOMOY RESTAURANT & CATERING CENTER , H 244 , OUTER CIRCULAR RD , MOGBAZAR"
"12895","E BLOCK ROAD 14, BASUNDHARA RESIDENTIAL AREA , DHAKA , BANGLADESH"
"12896","FARKAN MANJIL,101/2,EAST AHMED NAGAR,PAIKPARA,SENPARA PARBATA,DOKKHIN MONIPUR"
"12897","BOU BAZAR,BOU BAZAR RD,EAST HAZIPARA,RAMPURA"
"12898","MPULSE ENGINEERING LIMITED,BLOCK J,BARIDHARA"
"12899","RUPAYAN GROUP LIMITED , 844/B , SABRINA SOBHAN 4TH AVENUE ROAD , BLOCK D , BASUNDHARA R/A"
"12900","ASIA FILLING STATION 2 ASIA FILLING STATION 2, DHAKA MYMENSINGH HIGHWAY, PURBO ARICH"
"12901","DHAKAIYA KACCHI , KARIM CHAMBER , MOTIJHEEL"
"12902","NUTUAL TRUST BANK LTD , NEW AIRPORT RD"
"12903","CHINA GARDEN RESTAURANT LTD , GULSHAN 2, GULSHAN"
"12904","POPULAR MEDICAL COLLEGE , RD 2, DHANMONDI"
"12905","HOUSE 51, ROAD 14 , SECTOR 3, UTTARA"
"12906","HOSSAIN MARKET , TONGI , GAZIPUR , DHAKA MYMENSINGH HIGHWAY , 1702"
"12907","SOUTH GARDEN,RESIDENTIAL AREA,DHANMONDI"
"12908","CHEONG SHING,BLOCK E,BANANI"
"12909","10, ROAD 3, SECTION 12"
"12910","AARONG OUTER CIRCULAR ROAD , BORO MOGHBAZAR ,"
"12911","ROAD 96, GULSHAN 2, GULSHAN"
"12912","SURAT , H 4/1 , LARMINI ST , WARI"
"12913","RIZ PARK, ADABAR, MOHAMMADPUR"
"12914","JANNAT BEDDING , BLOCK C , BANASREE"
"12915","BROTHERS RENT CAR , SECTOR 9 , UTTARA"
"12916","BEGUM BAZAR RD,BEGUM BAZAR,CHAWKBAZAR"
"12917","KIDNEY FOUNDATION HOSPITAL & RESEARCH INSTITUTE"
"12918","RAOWA CONVETION HALL,MOHAKHALI"
"12919","SHEIKH HASINA  NATIONAL INSTITUTE OF BURN & PLASTIC SURGERY"
"12920","TOUCH & CLEAN LAUNDRY , ADARSHA NAGAR , BADDA"
"12921","SILICON SRISHTY,SHAFIAT ROAD,C BLOCK,BASHUNDHARA RESIDENTIAL AREA"
"12922","YASIN STORE , DONIYA , JATRABARI"
"12923","FISH & CO. BANGLADESH , GULSAHN 1 , GULSHAN"
"12924","MAWNA CHOWRASTA BUS STOP"
"12925","CHEETAH , GREEN ROAD , PANTHAPATH"
"12926","GREEN LIFE HOSPITAL LTF, GREEN ROAD , KATHALBAGAN"
"12927","IBRAHIMPUR BAITUR RAHMAN JAME MASJID , MIRPUR 14 RD , KACHUKHET"
"12928","ARUNACHAL , H 91/A, RD 23/A , BANANI"
"12929","38,EXTENDED PALLABI,MIRPUR`"
"12930","RESIDENTIAL BUILDING,BLOCK B,MIRPUR 2"
"12931","A ONE FOOD & PASTRY SHIMANTO SQUARE,BGB GATE,DHANMONDI 2"
"12932","MOVENPICK , H 121, C GULSHAN AVE , GULSHAN 2"
"12933","DHAKA MEDICAL COLLEGE AND HOSPITAL ( DMCH ) , SIR SAYED ROAD , FAKIRAPOOL , SIDDIKBAZAR"
"12934","NILANJONA,SECTOR 18,UTTARA"
"12935","AUTOGRAPH TOWER , KAMAL ATATURK AVENUE , BLOCK B , BANANI"
"12936","X-TREME FITNESS HARDCORE , SECTOR 12 , UTTARA"
"12937","H 493,RD 2,BLOCK D,BASUNDHARA R/A"
"12938","H 62,BLOCK C,BANASHREE"
"12939","ASTORION  ( GULSHAN 02 ) , GULSHAN 2 , GULSHAN"
"12940","H 37/3,BABAR RD,MOHAMMADPUR"
"12941","BROTHERS MARKET , RD 12 A, SECTOR 10 UTTARA"
"12942","SEASONAL TASTES , THE WESTIN DHAKA , ROAD 45 , GULSHAN AVENUE , GULSHAN 2 , GULSHAN"
"12943","BOT TOLA DHAKA WASA , SHYAMPUR , JURAIN"
"12944","PATHAO HQ,ROAD 49,KAMAL ATATURK AVE,GULSHAN 2"
"12945","BAITUL SALAM JAME MOSQUE , SECTOR 7 , UTTARA"
"12946","KAWSER GENERAL STORE,H 23,RD 6,ADABOR"
"12947","1,ROAD 2,KOTBARI BAZAAR,SECTOR 5"
"12948","BJ TOWER , MATIKATA ROAD , DHAKA , BANGLADESH"
"12949","LG - BUTTERFLY JIGATOLA SHOWROOM , DHANMONDI"
"12950","MIZAN  BASIC IT , SHAHJADPUR , BADDA"
"12951","AIRPORT ROAD, NEW AIRPORT ROAD,KURMITOLA,SECTOR 2"
"12952","HOUSE 35,ROAD 114,GULSHAN 2"
"12953","H 381/2 , SHILPI HOTEL GOLI, SHAHIDBAG , MALIBAG"
