"","location"
"22610","HOUSE 193 , ROAD 5 , BLOCK D , BASHUDNHARA R/A"
"22611","H 374 , RD 6 , BARIDHARA DOHS"
"22612","ROAD 8 NIKETON  , NIKETON HOUSING SOCIETY , NIKETON"
"22613","SONAR BANGLA MEDIA,NURECHALA RD,NURER CHALA"
"22614","CITY BANK ATM,ORAGATI SARANI,MIDDLE BADDA,BADDA"
"22615","SOMOY MEDIA LIMITED , CONCORD LR VILLA , HOUSE 9 , ROAD 113 , GULSHAN 1 , GULSHAN"
"22616","RAYER BAZAR CHARA MASJID LN,RAYER BAZAR,DHANMONDI"
"22617","SMC TOWER,RD 17,BANANI"
"22618","POLWEL  SUPER  MARKET , NAYA PALTAN"
"22619","SINGAIR BUS STAND"
"22620","CLIFFORD NAFI,H 17,RD 5,KADERBAD HOUSING,MOHAMMADPUR"
"22621","EBL 365, 60 FEET RD , BOROBAG , MIRPUR 2"
"22622","CBS,BLOCK E,BANANI"
"22623","ALFRESCO TEJGAON"
"22624","MIS SUNFLOWER , HOUSE 4 , ROAD 19 , C BLOCK , MIRPUR 10 , BLOCK C"
"22625","24/2, GREEN ROAD , DHANMONDI"
"22626","MAMA STORE , 61/1 , AHMED NAGAR , JONAKI ROAD , SENPARA PARBATA ,PASCHIM MONIPUR"
"22627","ENGLISH THERAPY , BLOCK H , MIRPUR 2"
"22628","H R20, R21 , BASHBARI RD , MOHAMMADPUR"
"22629","INTEX FASHION WEAR , SOUTH  BISHIL, MIRPUR 1"
"22630","MEET & EAT,TIKKPARA,MOHAMMADPUR"
"22631","ELYSIA , 24 , ROAD 6 , DHANMONDI R/A"
"22632","MELODY HOTEL AND RESTAURENT,OUTER CIRCULLAR RD,KAMALAPUR"
"22633","SHADHINATA SARANI,BANANI"
"22634","689,60 FEET,MUKTI HOUSING,DOKKHIN MONIPUR"
"22635","NE W5 BHAI HOTEL , ROAD 3 , NIKUNJA"
"22636","GOLAPSHAH MAZAR , GULISTAN"
"22637","LITTLE EINSTEIN TUTORIAL,ROAD 6,BLOCK D,NIKETON"
"22638","DENSO CNG STATION , MIRPUR RD , DARUSSALAM , DARUS SALAM"
"22639","MUIN MAHIR PALACE , 261/B, D BLOCK B NO ROAD , BLOCK D, BASHJUNMDHARA R/A"
"22640","ARUN ALO,79,SIDDHESHWARI ROAD,WIRELESS,PALTAN"
"22641","SANTINIBAS 78,SANTINIBAS BAF OOFFICERS QUARTER INTERNATIONAL RD,PASCHIM NAKHALPARA,SHER E BANGLA NAGAR"
"22642","HASNA HENA,H 48,GIRLS SCHOOL RD,KALABAGAN"
"22643","KHABOI KHABO , H 316, NAYATOLA RD , MOGBAZAR"
"22644","RATAN KUTIR,H 146/1,NEW BAILEY RD"
"22645","ABUL HOTEL,CHOWDHURYPARA,MALIBAGH"
"22646","DHAKA INTERNATIONAL TRADE FAIR(BANIJJO MELA)SECTOR 4,PURBACHALA"
"22647","BPM'S RESIDENCE,BLOCK C,BANASREE"
"22648","HOUSE 1293, ROAD 18, AVENUE 2, MIRPUR DOHS"
"22649","MUGDA MEDICAL COLLEGE & HOSPITAL,
HAZI KHADEM ALI RD,MUGDA"
"22650","UTTARBONGO DRIVING SCHOOL , SALIMULLAH ROAD , MOHAMMADPUR"
"22651","DHAKA LIT FEST , GUL;SHAN 1"
"22652","ABUL HOTEL , DIT RD , CHOWDHURYPARA , MALIBAGH"
"22653","  SOCIAL ISLAMI BANK LTD GULSHAN  AVE , GULSHAN 1 
"
"22654","H 327,RD 3,BLOCK F,BASHUNDHARA R/A"
"22655","CITY BANK LTD, H 23, RD 8 , GULSHAN 1"
"22656","MOSTAFA GARDEN,HOUSE 245,ROAD 6C,BLOCK B,BASUNDHARA R/A"
"22657","EHSAN & SADIA HOUSE,H 22,RD 7,KADERABAD HOUSING,MOHAMMADPUR"
"22658","RADIANT CORNER 1 , H 42 , RD 6 , BLOCK C , BANASHREE"
"22659","BUTTER JAR HOUSE,ROAD 2,DHANMONDI"
"22660","TALUKDAR TELECOM, H 22 , RD 20 , NIKUNJA 2"
"22661","ZOHORA MONJIL , 1/G/5/A , MIRBAG ROAD , WIRELESS , MOGBAZAR"
"22662","NATIONAL INSTITUTE OF CARDIOVASCULAR DIEASES(NICVD)"
"22663","JANAK JANANI BHAVAN,WEST DHANMONDI"
"22664","RD 17C , ADABOR"
"22665","6/28 , BLOCK B , HUMAYUN ROAD , JENEVA CAMP , MOHAMMADPUR"
"22666","JAVAN HOTEL,TONGI KALIGANJ HIGHWAY,EAST ARISHPUR,TONGI"
"22667","ANSAR VDP,DHAKA RANGE OFFICE,CHOWDHURYPARA,MALIBAGH"
"22668","SECRET RECIPE , SKS TOWER ,MOHAKHALI"
"22669","116 , NOYATOLA ROAD , WIRELESS , MOGHBAZAR"
"22670","HUNGRY STATION , ROAD 1 , SECTION 6"
"22671","ARMY GOLF CLUB , BISHWA ROAD , DHAKA , BANGLADESH"
"22672","PARAGON MOMO MEHEDI MART , BLOCK -D, BASHUNDHARA R/A"
"22673","DR . AZMAL HOSPITAL , RD 4 , BLOCK A , MIRPUR 6"
"22674","451 , MODDOPARA JAME MOSJID ROAD , UTTAR KAFRUL , PURBA KAZIPARA"
"22675","H 242/1 , TILPAPARA RD , KHILGAON"
"22676","E TECH ONLINE, DHAKESHWARI JALKURY RD , GODENAIL , NARAYANGANJ , 1400"
"22677","4 MITALI HOUSING SOCIETY,SOUTH KAFRUL"
"22678","MK PHOTO STUDIO , BLOCK F , BANASREE"
"22679","ARD DRONE DRIVEN FIVE STAR HOTEL,BARUA,KHILKHET"
"22680","H 535, RD 11, ADABOR"
"22681","MT BRAND MY STYLE , H 36 , RD 3 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR"
"22682","HOUSE 15 , ROAD 2 , SECTOR 5 , UTTARA"
"22683","SUVASTU EDIFICE,H 51 52,GREEN RD"
"22684","RD 33,SECTOR 7,UTTARA"
"22685","3,WEST MONIPUR,SENPARA PARBATA,PASCHIM MONIPUR"
"22686","STAR KABAB & RESTAURANT , BLOCK C , BANANI"
"22687","HOUSE 66 , ROAD 13 , SECTOR 11 , UTTARA"
"22688","RD 28 , RUPNAGAR R/A"
"22689","KAZI NAZRUL ISLAM ROAD,MOHAMMADPUR"
"22690","H 482,RD 16,BLOCK F,BASUNDHARA R/A"
"22691","MIRPUR 10 CIRCLE, MIRPUR 10"
"22692","united international university (uiu) main campus playground , united city madani avenue , badda"
"22693","SLAW ROAD 11, BARIDHARA DIPLOMATIC AREA"
"22694","GREEN LIFE MEDICAL COLLEGE,GEEN ROAD,DHANMONDI"
"22695","19/6 , GATE NO . 3 ROAD , KHAMAR BARI"
"22696","apex chemical industrial limited segunbagichaq"
"22697","H 76/A , PANTHAPATH"
"22698","DREAM GARDEN , H 32 , RD 3 , BLOCK A , BANASHREE"
"22699","MOON TOWER , H 26 , RD 1/A , NIKETON"
"22700","SAMPAN 21ST CENTURY,HOUSE 248,ROAD NO 1,BLOCK B, BASUNDHARA R/A"
"22701","VILLA DE MAHIMA , 14 , ROAD 124 , DAKKHIN BADDA , GULSHAN"
"22702","ISLAMIA HIGH SCHOOL,MIRPUR 06"
"22703","RD 6,BLOCK G,BASUNDHARA R/A"
"22704","CRIMSON CUP COFFEE SHOP , ROAD 27 ( NEW 16 ) , DHANMONDI R/A"
"22705","CITY CASTLE , ROAD 3, SECTOR 13, UTTARA"
"22706","TASTY TREAT TILPA PARA KHILGAON"
"22707","KASUNDI RESTORA LTD , FARMGATE"
"22708","10/27 , BLOCK D , RAZIA SULTANA ROAD , MOHAMMADPUR"
"22709","CHITRA,SHANTA HOLDINGS LTD,GULSHAN 2,GULSHAN"
"22710","urban park view , residential area dhanmondi"
"22711","2/H.WATER PUMP,HAZI ROAD,SECTION 2"
"22712","BABY LAND,JAMUNA FUTURE PARK,KURIL"
"22713","NAVANA LUCKY WATERFORT,GULSHAN 1"
"22714","SHAHID BUDDHIJIBI SMRITI SOUDHO , MAZAR RD , MIRPUR 1"
"22715","EMERGENCY AMBULANCE SERVICES,RESIDENTIAL AREA,DHANMONDI"
"22716","BANGLADESH TELEVISION MOSJID,DHAKA 1212"
"22717","HOTEL ARISTOCRAT IN RESTAURANT GULSHAN 2, GULSHAN"
"22718","M/S EMON PLASTIC , BLOCK D , MIRPUR 1"
"22719","BISMILLAH BKASH POINT , AIRPORT DAKSHINKHAN ROAD , AIRPORT , DAKKHINKHAN"
"22720","SUVASTU ARCADE ( ICT BHABAN 0 , NEW ELEPHANT ROAD , KATABON"
"22721","COMMUNICATION ACCESS LIMITED,ROAD 23/A,GULSHAN 1,GULSHAN"
"22722","ROAD 23/A, BANANI"
"22723","JOSHIM BHABAN ( SHAPLA BUILDING) , H 11, MAIN RD , SOUTH BANASREE PROJECT , RAMPURA"
"22724","PARBOTTO CHOTTOGRAM COMPLEX,MINTO ROAD,MONTRIPARA,RAMNA"
"22725","TASTE IN,PRESIDENT ROAD,CHASHARA"
"22726","AZAD ENGINEERING WORKSHOP,KHA 52,ROAD 106,SHAHJADPUR,BADDA"
"22727","LE MERIDIEN , H 79/A , NEW AIRPORT RD , KHILKHET"
"22728","BIRDEM HOSPITAL , KAZI NAZRUL ISLAM AVE ,SHAHBAG"
"22729","CM SERVICING CENTER,SHAHEED TAZUDDIN AVENUE,MOHAKHALI,GULSHAN"
"22730","RUPAI LAUNDRY , SECTOR 18 , UTTARA"
"22731","BIJOY SIR , SHIDDESWARI ROAD"
"22732","RAJUK UTTARA  APARTMENT PROJECT , AVE 3 , SECTOR 18 , UTTARA"
"22733","WEST PARK INN,BLOCK C,BANANI"
"22734","HAIRBAR MOHAKHALI , HOUSE 162 , ROAD 3 , MOHAKHALI DOHS , MOHAKHALI"
"22735","SEL CHAYANEER,INDUSTRIAL AREA,TEJGAON"
"22736","BASHUNDHARA CITY SHOPPING COMPLEX"
"22737","RD 5 , BLOCK G , BANASHREE"
"22738","POSTOGOLA SOSHAN GHAT,POSTOGOLA RD"
"22739","DUIP R/A, DUIP ROAD , SECTION 2"
"22740","THANA ROAD,SAVAR"
"22741","SHOHAGH PARIBAHAN , H 13/2, PANTHAPATH"
"22742","ROAD 50,GULSHAN 2,GULSHAN"
"22743","CHITTAGONG ROAD BUS STOP"
"22744","FARAZY DENTAL HOSPITAL & RESEARCH CENTER , HOUSE 10 , BLOCK H , AVENUE , ROAD 8 , DHAKA 1219 , BANGLADESH"
"22745","ISLAM HEIGHTS,H 10/8,IQBAL RD,MOHAMMADPUR"
"22746","RD 14 , RUPNAGAR , PALLABI"
"22747","HOUSE 1086 , ROAD 6 , AVENUE 8 , DOHS MIRPUR , DHAKA"
"22748","K. NASIF PHOTOGRAPHY , BLOCK F , BANANI"
"22749","15/A, ROAD 4, DHANMONDI RF/A"
"22750","SHANTOPOTH SOCIETY MUKTI HOUSING , DOKKHIN PAIKPARA"
"22751","BANASREE ' A BLOCK ' KACHA BAZAR , BLOCK A"
"22752","ARMY OFFICERS CLUB, SHAHID SARANI DHAKA CANTONMENT"
"22753","EAST PODORDIA , EAST PODORDIA , SATARKUL , BADDA"
"22754","H KA 45 , SHAHID FAZLUL HAQUE RD , NADDA"
"22755","H 93/1 , RD 8, NIKETON"
"22756","334,I BLOCK,ROAD 1,BASUNDHARA R/A"
"22757","IUBAT UNIVERSITY M, SECTOR 10 , UTTARA"
"22758","SHANTA FORUM,187,188B,BIR UTTAM MIR SHAWKAT  SARAK,DHAKA-1208"
"22759","30, ROAD 15, MIRPUR DOHS , MIRPUR 12"
"22760","RD 12 , PC CULTURE HOUSING SOCIETY SHEKERTEK , ADABOR"
"22761","FRIENDS GALLERY,15,ROAD 5,NIKUNJA 2"
"22762","RIMA VILLA,110,D BLOCK 6 NO ROAD,BLOCK D, BASUNDHARA R/A"
"22763","FRIDAYS FAST FOOD & RESTAURANT,BASHUNDHARA R/A"
"22764","BANIJJO MELA , SECTOR 4 , PURBACHAL"
"22765","LAB AID HOSPITAL , MIRPUR 1 FOOTOVER BRIDGE , SENPARA PARBATA , BLOCK D"
"22766","46 , AL AMIN ROAD , DHANMONDI"
"22767","BIZ TECH SOUTHERN BREEZE , 6 , SECTION 6"
"22768","H 76, RD 3 , AFTAB NAGAR PROJECT , BADDA"
"22769","14,ROAD 6,SECTION 12"
"22770","POLWELL SHOPPING CENTER,DHAKA MYMENSINGH HIGHWAY,SECTOR 9,UTTARA,DHAKA"
"22771","XPRESSMALL HOTEL & RESORTS, ROAD 19 , SECTOR 14, UTTARA"
"22772","GREEN LIFE MEDICAL COLLEGE , GREEN ROAD , DHANMODNI"
"22773","PRIME VIEW G BLOCK , ROAD 4 , BANASREE , RAMPURA , BLOCK G"
"22774","GULSHAN 2 BUS STOP,GULSHAN AVE,GULSHAN 2"
"22775","SHARANEE,H 78,RD 18,BANANI"
"22776","GULNAKSHA HALL 1 , PURBACHAL , EXPRESS HIGHWAY , KURIL"
"22777","H 2 , RAMPURA BANASREE RD , BLOCK E, BANASREE"
"22778","BANASREE CENTRAL MOSQUE , BLOCK D, ROAD 1, BANASREE , GULSHAN 1"
"22779","CHADPUR DRY CLEANERS , TOLARBAGH , MIRPUR 1"
"22780","HOUSE 52,ROAD 10,SECTOR 6,UTTARA"
"22781","10 MONUTE SCHOOL HOUSE B/107 , ROAD 08 , MOHAKHALI DOHS , DHAKA"
"22782","KURMITOLA GENERAL HOSPITAL , TONGI DIVERSION R, DHAKA, BANGLADESH"
"22783","SMC TOWER , 33 BANANI C/A , DHAKA 1213"
"22784","FX GRID,SECTOR 11,UTTARA"
"22785","RUJINA FILLING STATION , MIRPUR ROAD , ABDUL RAFIQ HOUSING , GABTALI"
"22786","QUALITY LEANERS HIGH SCHOOL,H 314/1/C,ULLON RD,ULLON"
"22787","EUROTEX KNITWEAR LTD,AL HAJ MOHAMMAD KOLIM ULLAH SARAK,GODENAIL,NARAYANGANJ 1400"
"22788","H 492, RD 2, BLOCK D, BASHUDNHARA R/A"
"22789","RAFITAJ , 9 , SENPARA PARBATA, SECTION 13"
"22790","SAHHID ABDUL AZIZ SARAK , JAGANNATHPUR , VATARA"
"22791","RAJANIGANDHA APARTMENT , H 17B/B , JHEELPAR RD , KHILGAON"
"22792","STANDARD CHARTERED BANK , MOTIJHEEL  COMMERCIAL AREA  , MOTIJHEEL"
"22793","bahsundhara l block , dhaka bangladesh"
"22794","RUPAYAN SHOPPING SQUARE , RD 14, BLOCK G , BASHUDNHARA R/A"
"22795","N.H.B 10 , FOOT OVER BRIDGE , DHANMONDI"
"22796","saifurs,sonargaon janapath,sector 13,uttara"
"22797","POLE-STAR ENGINNEERING CO. ( A WATER PURIFIER CO . ) , FARMGATE , TEJGAON"
"22798","RD 6 , MOHAMMADPUR HOUSING LTD , MOHAMMADPUR"
"22799","H K 2 , JOAR SHAHARA BAZAR RD , JOAR SHAHARA"
"22800","PC CULTURE HOUSING MASJID MARKET , SHEKHERTEK MAIN RD , MOHAMMADPUR"
"22801","TRAUMA CENTER & AO ORTHOPAEDIC HOSPITAL , SHYAMOLI , MOHAMMADPUR"
"22802","REGENT PARBATA GRAND , SENPARA PARBATA , MIRPUR 10"
"22803","BASHUNDHARA CITY SHOPPING COMPLEX,PANTHAPATH,DHAKA"
"22804","HOUSE 272,ROAD 1,DHAKA CANTONMENT,DHAKA"
"22805","CHOBI GHOR , 218/1, BIR UTTAM CR DATTA ROAD , HATIRPOOL, WIRELESS , PALTAN"
"22806","NOYONTARA(BUILDING NO 4),SECTION 13,MIRPUR"
"22807","RAK TOWER,JASHIMUDDIN ROAD,UTTARA,KURMITOLA,SECTOR 1"
"22808","NAFI TOWER 53,GULSHAN AVENUE,GULSHAN 1,GULSHAN"
"22809","STORE BD,WEST RAJABAZAR,INDIRA ROAD,PANTHAPATH"
"22810","33, ROAD 19A, BANANI"
"22811","TAMIRUL MILLAT KAMIL MADRASA , ENGINEER GOLI , MIR HAZARIBAG, JATRABARI"
"22812","RD 4, SECTOR 4, UTTARA"
"22813","NANDIPARA GARMENTS RD , NANDIPARA BASABO"
"22814","HOUSE - 47 , ROAD -11 , SECTOR-13 , UTTARA"
"22815","MIRPUR CANTONMENT , OSMANI HALL MP CHECK POST, MIRPUR 12"
"22816","BACHCHU BHAI CHOTPOTI HOUSE , BLOCK F , MIRPUR 1"
"22817","KHILKHET TRAFFIC , POLICE BOX , NIKUNJA 2"
"22818","BAR BAR O MENZ CARE (SIDDHESWARI HAIRDRESSER SALON),SHIDHESWARI ROAD"
"22819","SANKAR KAZI OFFICE,WEST,DHANMONDI"
"22820","QUASAR 3G ACHIEVEMENT UNLOCKED,GULSHAN 2,GULSHAN"
"22821","IMPULSE HOSPITAL , NAKHALPARA"
"22822","PALLABI 2ND PHASE,(EASTERN HOUSING),MIRPUR"
"22823","ROAD NO 14,BLOCK A,BASUNDHARA R/A"
"22824","AIRFORCE MESS RD , DHAKA CANTONMENT"
"22825","PROTTASHA,BLOCK D, BASHUNDHARA R/A"
"22826","HOUSE A/9 , AL KAMAL HOUSING , ZOO ROAD MIRPUR , DHAKA"
"22827","SIKA & MB SOLUTION  BANGLADES LIMITED ( FACTORY ) INDUSTRIAL AREA , TEJGAON"
"22828","MIRPUR PRE PRIMARY SCHOOL,H 13,RD 30,PALLABI EXTENSION,PALLABI"
"22829","SHAHEED SUHRAWARDI MEDICAL COLLEGE AND HOSPITAL,BIR UTTAM KHALED MOSHAROFF AVENUE,TALTOLA,SHER E BANGLA NAGAR"
"22830","UNION BANK LIMITED , DILKUSHA ROAD DILKUSHA C/A, MOTIJHEEL"
"22831","ENAM MEDICAL COLLEGE JAME MASJID,THAN RD,1340"
"22832","GREENLINE BUS,OUTER CIRCULAR RD,RAJARBAG,SHANTIBAGH,MALIBAGH"
"22833","KANCHON BRIDGE , RUPGANJ , NARAYANGANJ , 1720"
"22834","AUSTRALIAN HIGH COMMISSION , 2 , GULSHAN AVENUE , GULSHAN 2 , GULSHAN"
"22835","DHONIA , DONIYA, JATRABARI"
"22836","ABAHONI CLUB FIELD , RD 13A , DHANMONDI"
"22837","BANGLAR SHAAD RESTAURANT AND MINI RESORT , SECTOR 04 , PURBACHAL"
"22838","SAVE THE CHILDREN , HOUSE 35, ROAD 43, GULSHAN 2, GULSHAN"
"22839","THAI SHE BEAUTY SALON , IQBAL ROAD , MOHAMMADPUR"
"22840","MIRPUR SHOPPING COMPLEX , MIRPUR 2 FOOTOVER BRIDGE , MIRPUR 2"
"22841","JONAKI CINEMA HALL , NAYA PALTAN"
"22842","BANGLADESH AGRICULTURE RESEARCH COUNCIL ( BARC) , OLD AIRPORT RD, MONIPURI PARA"
"22843","UNILIVE HEALTH CARE,KHAPRA RD,RUSTAMPUR"
"22844","ALL IN ONE,MUSLIM MODERN SCHOOL RD,KACHUKHET"
"22845","HOUSE 26, ROAD  16, BLOCK B, BANANI , DHAKA"
"22846","HOUSE 5/4 , MOHONPUR ROAD , ADABAR , MOHAMMADOUR"
"22847","SAMIA TRADERS , JIGATOLA , DHANMONDI"
"22848","NATIONAL BANK LTD,SIKDER MEDICAL RD 1,SHIKDER ESTATE,HAZARIBAG"
"22849","JORPUKUR KHELAR MATH,TILPAPARA,KHILGAON"
"22850","KIDNEY FOUNDATION HOSPITAL AND RESEARCH INSTITUTE , MAIN RD , BLOCK I , MIRPUR 2"
"22851","SUNNYDALE SCHOOL , RD 11A , DHANMONDI"
"22852","FOOD PALACE , POSTOGOLA , SHYAMPUR"
"22853","AMIR COMPLEX,SECTOR 3,UTTARA"
"22854","KAMALAPUR INLAND CONTAINER DEPOT (ICD) , KOMLAPUR"
"22855","RAYHAN VILA , H 15 , RD 7 , SOUTH BANASHREE PROJECT , RAMPURA"
"22856","chillis restaurant & PARTY CENTER BANASREE BLOCK A BANASREE"
"22857","316/A, ROAD 27 ( NEW 16 ) , DHANMONDI R/A"
"22858","HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,TERMINAL 1,AIRPORT ROAD,NEW ARPORT ROAD,KURMITOLA,SECTOR 2"
"22859","DHIRASROM RAILWAY STATION , DEORA JOYDEBPUR RD , 880"
"22860","MIRPUR 14 BUS STATION,MIRPUR 14"
"22861","TITASBAG BANK COLONY,TITAS RD,EAST RAMPURA"
"22862","RAJJAK VILLA , 8/A/KHA , ROAD NO. 14, DHANMONDI R/A"
"22863","NEW AUTO SOLUTION BANGLADESH , SECTOR 7, UTTARA"
"22864","RUBY CASTLE,1/1,1/2,ROAD 7,SECTION 11"
"22865","3/5,BLOCK F,ZAKIR HOSSAIN ROAD,LALMATIA"
"22866","H LA 31/1,DIT RD,MERUL BADDA"
"22867","STAR BAKERY & KABAB , S J JAHANARA IMAM SHARANI , DHANMONDI"
"22868","LAL TEER SEED LIMITED M BASON SARAK"
"22869","BIKE ACCESORIES , BLOCK B , NIKETON"
"22870","37,SUKRABAD ROAD,DHANMONDI R/A,LALMATIA"
"22871","RD 20 , BLOCK J , BASHUNDHARAB R/A"
"22872","BUET AUDITORIUM SEMINAR ROOM,WEST PALASHI"
"22873","PC CULTURE 12 NO BUS STOP,ADABAR,MOHAMMADPUR"
"22874","ROAD NUMBER 136 , DAKKHIN BADDA , GULSHAN"
"22875","ARMY OFFICERS CLUB , SHAHID SARANI , DHAKA CANTONMENT"
"22876","DUTCH- BANGLA BANK LIMITED ATM , GULSHAN 2"
"22877","GARDEN VIWE , H 18/1 , 19 , GARDEN RD , WEST KAWRAN BAZAR"
"22878","KAKON PHARMA & DEPARTMENT STORE , BLOCK G , BANASREE"
"22879","TAMIM FAST FOOD , H 8 TOYENBEE CIRCULAR RD ARAMBAGH"
"22880","LUTER CHAR , MEGHNA ,COMILLA"
"22881","placid lake apartment , 36, road 7 , dhanmondi r/a"
"22882","GRAND MONSOON LUXURY HOTEL , SECTOR 3, UTTARA"
"22883","MIRPUR 10 BUS STAND,SECTION 6"
"22884","ROAD 6 , BANANI DOHS , BANANI"
"22885","ZUHURUL TOWER PLOYT 9 ( 1st FLOOR) , ROAD NO 113/A , GULSHAN 2, DHAKA 1212"
"22886","H 29 , RD 6, BLOCK C , BANASREE"
"22887","SHAHANA MANSION , H 27 , RD 1 , BLOCK A , BANASREE"
"22888","FARS HOTEL AND RESORTS , H 212 , SYED NAZRUL ISLAM SARANI , PURANA PALTAN"
"22889","AIRPORT RENT A CAR SERVICE , HAZRAT SHAHAJALAL INTERNATIONAL AIRPORT, KURMITOLA"
"22890","WRAPPO LALMATIA BY ONNOW , BLOCK-A, LALMATIA"
"22891","KRITANJOLI , RAMNA PARK , SHAHBAGH"
"22892","DARUT TAQUT MODEL MADRASA SANTINAGAR , KAKRAIL"
"22893","NEW ABIR PHARMACY,GREEN ROAD,DHANMONDI"
"22894","HOUSE 51 , ROAD 1 , BLOCK I , BANANI , DHAKA"
"22895","JAPAN GARDEN CITY RING RD MOHAMMADPUR"
"22896","RAFIQUL HAQUE & ASSOCIATES, MALIBAGH RAIL GATE , MALIBAGH"
"22897","EKAGRA HEALTH , ROAD 2 , DRESIDENTIAL AREA ,D HANMONDI"
"22898","KURMITOLA SECTOR 4"
"22899","36, ROAD 17 , NIKUNJA 2"
"22900","ZILA PARISHAD BUS STOP , DHAKA NARAYANGANJ RD , CHASARA , NARAYANGANJ SADAR , NARAYANGANJ , 1400"
"22901","KHAN & MONE FUNISHERS , SHAHJAHANPUR , MOTIJHEEL"
"22902","AZIMPUR CHAPRA MOSJID ROAD , NOORBAGH , SIDDIKBAZAR"
"22903","TILPAPARA COMMUNITY CENTER PORIBAR PORIKOLPONA"
"22904","HOUSE 283 , ROAD NO. 1 , BLOCK B , BASUNDHARA R/A"
"22905","NHB26,LALMATIA ROAD,BLOCK B,LALMATIA,1207"
"22906","M/S EKRAMUZZAMAN , SECTOR 3 , UTTARA"
"22907","5/B/14 , BLOCK D , SALIMULLAH ROAD , MOHAMMADPUR"
"22908","RUPNAGAR MODEL SCHOOL GROUND,RUPNAGAR RD,RUPNAGAR,PALLABI"
"22909","DHAKA REGENCY , NIKUNJA 2 , KHILKHET , NEW AIRPORT ROAD , NIKUNJA 2"
"22910","AHMED PARCEL SERVICE , BANGSHAL BRANCH , MATIKATA"
"22911","MY TRIPGURU , SECTOR 1 , UTTARA"
"22912","JONY TELECOM AND DRY CLEANERS, RD 1, PALLABI EXTENSION , PALLABI"
"22913","BIRDEM NURSING COLLEGE,SHAHBAGH,RAMNA"
"22914","SAYED NAGAR AUTO STAND , RD 1 , SAYED NAGAR R/A , VATARA"
"22915","HOUSE 26,ROAD 9,SECTOR 11,UTTARA"
"22916","RD 10 , BLOCK C , BASHUNDHARA R/A"
"22917","CARDIAC ELECTORPHYSIOLOGY & HEART FAILURE CENTER,BLOCK E,BASUNDHARA R/A"
"22918","TANGAL SADAR , TANGAIL"
"22919","MASUD GENERAL STORE,12/2,ROAD NO 2,MUKTI HOUSING,SHYAMOLI"
"22920","SHWAPNO,BLOCK B,BANASREE"
"22921","BASH BARI RD , MOHAMMADPUR"
"22922","NAGOMI A JAPANESE ESTHETIC SALAN , SECTOR 11 , UTTARA"
"22923","RD 2,BLOCK B,MIRPUR 12"
"22924","GRAMEENPHONE HEAD OFFICE , ALHAZ ABDUS SOBHAN RD , BLOCK B , KURIL"
"22925","EMBASSY OF THE UNITED STATES OF AMERICA , MADANI AVENUE , MADANI AVENUE BARIDHARA, NOTUN BAZAR"
"22926","KHAN BAHADUR AWLAD HOSSAIN COLLEGE , R504, MANIKGANJ SADAR DISTRICT , 1800"
"22927","MOM & BABY , SOUTH BASABO"
"22928","AHMED MEDICAL CENTRE , 71 , ROAD 15A , DHANMONDI R/A"
"22929","H 10, RD 9C , NIKUNJA 1"
"22930","WALTON PLAZA,NITAIGONJ,NARAYANGONJ,BANGABANDHU ROAD,MONDOL PARA"
"22931","8/A/11/KA,ROAD NO 14,DHANMONDI R/A"
"22932","SHOPON MAMAR CHA , TSC MOR, SIDDIKBAZAR"
"22933","UTTARA SECTOR 11 NO PARK"
"22934","DHANSHIRI  , H 3 , RD 20 , NIKUNJA 2"
"22935","CHAYANIR DEPARTMENTAL STORE , PALLABI MIRPUR"
"22936","PAN PACIFIC SONARGAON HOTEL , KAZI NAZRUL ISLAM AVE, KAWRANBAZAR"
"22937","AMTOLA BAZAR 60 FEET MIRPUR 2"
"22938","LABANGA,RESIDENTIAL AREA,DHANMONDI"
"22939","SIRAJUL ENTERPRISE , SECTOR 12, UTTARA"
"22940","EMON ENTERPRISE,EAST NAKHALPARA,TEJGAON"
"22941","H 35 , RD 5 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR"
"22942","POPULAR DIAGNOSTICS CENTER LTD ,  ( UTTARA BRANCH ) , SECTOR 4"
"22943","MONI SRITY SONGSODH , AGB COLONY , MOTIJHEEL"
"22944","LIJA & MANNAN APARTMENTS,LALMATIA,KALSHI"
"22945","KRISHIBID INSTITUTION BANGLADESH , KHAMARBARI RD , FARMGATE"
"22946","KARMASANGSTHAN BANK,POST OFFIE ROAD,MIDDLE BADDA"
"22947","NATIONAL INSTITUTE OF CARDIOVASCULAR DISEASES"
"22948","RD 8 , BLOCK C, MIRPUR 13"
"22949","GULSHAN CENTRAL MASJID ( AZAD MASJID ) , 3 , ROAD 36 , GULSHAN 2 , GULSHAN"
"22950","lakewood residence , gulshan 2, gulshan"
"22951","CHALK BAZAR SHAHI MASJID , SHOARI GHAT RD , CHAWKBAZAR"
"22952","MIDLAND BANK LIMITED , WEST DHANMONDI"
"22953","INTERNATIONAL TERMINAL HAZRAT SHAHJALAL INTERNATIONAL AIRPORT"
"22954","MOTHAI , H 148 , SHANTINAGAR RD , SHANTINAGAR"
"22955","ANOWAR KHAN MODERN MEDICAL COLLEGE , 20 , ROAD 8 , DHANMONDI"
