"road 22,MOHAKHALI DOHS,SHER E BANGLA NAGAR",""
"SHYAMOLI BUS COUNTER , H 167 , TOYENBEE CIRCULAR RD , MOTIJHEEL",""
"SULRAN HAJI , 102 SONA MIA MOHOLLA , K. B. . ROAD , DAILPOTTI , KERANIGANJ SUBDISTRICT",""
"NORTH CHASHARA,CHASARA,NARAYANGANJ SADAR,NARAYANGANJ,1400",""
"H 275,RD 8,BLOCK D,BASUNDHARA R/A",""
"ALHAZ MOKBUL HOSSAIN UNIVERSITY  COLLEGE , SADEK KHAN RD , MOHAMMADPUR",""
"VITA HEALTH MEDICAL CENTRE , BLOCK E , LALMATIA",""
"NOORJAHAN HERITAGE,RUPNAGAR RESIDENTIAL AREA,MIRPUR",""
"URBAN AMIRAS NILOY , SECTOR 1, UTTARA",""
"WALTON HEADQUATER NEW , RD 8 , BLOCK D , BASUNDHARA R/A",""
"AD DIN WOMEN MEDICAL COLLEGE & HOSPITAL , MOGHBAZAR",""
"UNIVERSITY MEDICAL COLLEGE & HOSPITAL",""
"THAT FASHION , MUKTOBANGLA SHOPPING COMPLEX , MIRPUR 1",""
"BANGLADESH CHINA FRIENDSHI[ EXHIBITION,SECTOR 4,PURBACHAL",""
"BRAC UNIVERSITY,BIR UTTAM AK KHANDAKAR RD,MOHAKHALI",""
"ABID BURGER HOUSE , ABDULLAHPUR BUS STOP , UTTARA",""
"H 146/3 , WAPDA RD , WEST RAMPURA",""
"NAYABAZAR PAPER MARKET , NAYA BAZAR RD , BABU BAZAR",""
"WOODEN SPOON,NSU ROAD 1ST GATE,BASUNDHARA R/A",""
"TEACHING & TRAINING PET HOSPITAL; AND RESEARCH CENTER , SECTOR 18 , PURBACHAL",""
"KIDNEY FOUNDATION BANGLADESH,MIRPUR COLLEGE RD,MIRPUR 2",""
"MIRPUR DOHS SHOPPING COMPLEX,MIRPUR DOHS,DHAKA",""
"POPULAR DIAGONISTIC CENTER,BIR UTTAM RAFIQUL ISLAM AVE,NORTH BADDA",""
"FARHANA SHARMIN , BLOCK L , BASHUNDHARAB R/A",""
"WEDDING MOMENTS , MOHAKHALI DOHS",""
"49/5/F/2,BOUBAZAR GOLI,DHANMONDI",""
"BARDEM GENERAL HOSPITAL 2, FOR WOMEN AND CHILDREN , SEGUNBAGICHA RD",""
"MOSTAKIM KABAB (1982) MOHAMMADPUR , GENEVA CAMP",""
"H 308/4, TILAPARA RD, KHILGAON",""
"H 449 , RD 6 , BLOCK D , BASUNDHARA R/A",""
"A. GAFUR & RAHIM VILLA , CHADD UDDAN HOUSING , MOHAMMADPUR",""
"RESONANCE DHAKA 161/17 UTTAR BHASANTEK ROAD MATIKATA SECTION 13",""
"BRTA , DIYA BARI , UTTARA",""
"APON JEWELLERS,SUVASTU IMAM SQUARE,GULSHAN 1,GULSHAN",""
"BASHUDNHARA CITY SHOPPING COMPLEX , PANTHAPATH N, DHAKA",""
"KAZI TELECOM , BEGUM ROKEYA SARANI , AGARGAON",""
"RD 117,GULSHAN 1",""
"POWERPLAY,SOMAJ KOLLAN RD,WEST ARICHPUR",""
"SHEWRAPARA BUS STAND",""
"RANI COTTAGE,H 13/KA,GARDEN RD,WEST KAWRAN BAZAR",""
"BATA,ROAD 27(NEW 16),DHANMONDI R/A",""
"DELTA HOSPITAL, DAR US SALAM ROAD , MOFIZBAGH HOUSING , SHAH ALI BAGH",""
"ARN TELECOM & COSMETICS CENTER , ZOO RD , MIRPUR 2",""
"LAKE,BEGUM ROKEYA SARANI,EAST MONIPUR",""
"TALTOLA BUS STAND,AGARGAON",""
"HOUSE 1, ROAD 10 , SECTOR 3, UTTARA",""
"THE CITY BANK LTD AMEX LOUNGE DOMESITC TERMINAL HSIA,HAZRAT SHAHJALAL INTERNATONAL AIRPORT,KURMITOLA",""
"BARIDHARA J BLOCK , NATUN BAZAR",""
"H 267,RD 10,BLOCK A,BASHUNDHARA R/A",""
"SUMMER , 276 , SARAK 3 , BASUNDHARA R/A",""
"EASTERN NAHAR , 22/18 , BLOCK B , KHILJI ROAD , MOHAMMADPUR",""
"BANGLADESH BANK HIGH SCHOOL , STATION ROAD , ARAMBAG , KOMLAPUR",""
"THE CITY BANK LTD AMEX LOUNGE
DOMESTIC TERMINAL HSIA,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,KURMITOLA",""
"SHERATON DHAKA , KEMAL ATATURK AVENUE BANANI",""
"SHOPNO CARE BEAUTY PARLOUR & GYM,267/1,CHAPAKHANA MOR,AHMED NAGAR,MUKTI HOUSING,AHMED NAGAR",""
"SONALI BANK LTD , HEAD OFFICE , MOTIJHEEL RD , DILKUSHA",""
"MIRPUR ADHUNIK HOSPITAL AND , DIAGONSTIC CENTER , RD 5 , MIRPUR 12",""
"MOHONA TELIVISION,H 7,BEGUM ROKEYA,MIRPUR 11",""
"MUGHAL MAHAL INDIAN SPICY,JAMUNA FUTURE PARK,BASUNDHARA R/A",""
"SK DREAM HOUSE 744, ROAD NO 10 BASHUNDHARA R/A",""
"BAHADUR SHAH PARK,JOHNSON RD,BANGLA BAZAR",""
"WOMEN'S AND CHILDREN'S GENERAL HOSPITAL RESIDENTIAL AREA , DHANMONDI",""
"SHAMIM ELECTRONICS , BLOCK A, BANASREE",""
"267 , MALIBAGH , PABNA COLONY",""
"RUPAYAN CITY UTTARA , NALBHOG",""
"HOUSE 317 , ROAD NO.12 , BLOCK C , BASUNDHARA R/A",""
"INNERGFO,TRAINING,GULSHAN 2,GULSHAN",""
"TIMEFLIES,ROAD 11,BLOCK E,BANANI",""
"ROWSHAN MONZIL , 191/D , ROAD NO 5 , BLOCK A , BASHUNDHARA R/A",""
"HOLIDAY INN DHAKA , SHAHID TAZUDDIN AHMED AVE , TEJGAON INDUSTRIAL AREA",""
"BASHIR UDDIN RD JAME MASJID , BASHIR RD , KALABAGAN",""
"AMERICAN EMBASSY,MADANI AVE,BARIDHARA",""
"HAZARIBAGH PARK,HAZARIBAGH",""
"JAMUNA FUTURE PARK,PROGATI SARANI, BASUNDHARA R/A",""
"DRAGON TOWER , DIT RD , CHOWDHURY PARA , MALIBAGH",""
"ARAFAT ENTERPRISE,GULSHAN 1,GULSHAN",""
"DR FATEMA AKTER JOLY , KALLYANPUR , MIRPUR",""
"HOUSE 2, ROAD 9 , BLOCK G , BANANI DHAKA",""
"CHANDRA VAN , KA 47/2 , JOAR SHAHARA BAZAR RD , JOAR SHAHARA",""
"MIRPUR 11 METRO RAIL STATION, DHAKA",""
"IBN SINA HOSPITAL MASJID , RESIDENTIAL AREA, DHANMONDI",""
"PLOT 647,RD 3,BLOCK G,BASUNDHARA R/A",""
"DAILY SHOPPING , KHILKHET NAMAPARA RD , LAKE CITY CONCORD , KHIKHET",""
"M.K. ELECTRONICS , SECTOR 4 , UTTARA",""
"KHONDOKAR STORE , SOMAJ KOLLAN RD , WEST ARCHIPUR",""
"MUSIC MANIA,GULSHAN 2,GULSHAN",""
"MUTUAL TRUST BANK , AIRPORT ROAD KURMITOLA , SECTOR 2",""
"OASIS CANTEEN , ROAD 28 , SECTOR 7 , UTTARA",""
"SANOFI , H 6/2/A, SEGUNBAGICHA RD , SEGUNBAGICHA",""
"RAJLOKKHI COMPLEX , SECTOR 3, UTTARA",""
"H 44,RD 8,JANATA HOUSING,MOHAMMADPUR",""
"DIGITECH24,SHAHJADPUR,BADDA",""
"KAMALAPUR , RAILWAY STATION , KAMALAPUR",""
"BEACON POINT DRUD ADDICTION TREATMENT CENTERR,GULSHAN 1,GULSHAN",""
"GAS ROAD , SHONIR AKHRA , JATRABARI",""
"ABC BLOOMINGDALE APARTMENT , BLOCK I , BANANI",""
"JORIMUN VILLA,H 112,RD 1,MOHAKHALI",""
"WORD NO-98 ( BISHRAM ALAKA ) , BIMAN BANDAR , DHAKA",""
"BRAC BANK , HOUSE 193, BLOCK B , ROAD 4, BLOCK B , BASHUDNHARA R/A",""
"BANGABANDHU SHEIKH MUJIBUR RAHMAN NOVO THEATRE , BIJOY SARANI, OLD AIRPORT , TEJGAON",""
"HUSSAIN VILLA , HOUSE 4, ROAD 11 , SECTOR 12 , UTTARA",""
"VINCI STYLES , HOUSE 34 , LAKE DR ROAD , SECTOR 7 , UTTARA",""
"GAOCHIA CHISTIA STORE,ADABOR,MOHAMMADPUR",""
"H 314/KHA , ULON RD , ULON",""
"POLWEL CARNATION SHOPPING CENTRE, SECTOR 8, UTTARA",""
"EASTERN UNIVERSITY , RD 5 , DHANMONDI",""
"CALIFORNIA FRIED CHICKEN & PASTRY SHOP (CFC) , SECTION 1 , MIRPUR",""
"LENORE , HOUSE 297, ROAD NO  12 BLOCK C, BASHUDNHARA R/A",""
"EVERGREEN HIGH SCHOOL & COLLEGE , RD 15 , SECTOR 12 , UTTARA MODEL TOWN",""
"MOGHOL HERITAGE,GREEN ROAD,DHANMONDI",""
"LOTID HOMESTEAD , 383, AL HAJ ABDUS SOBHAN ROAD , BLOCK B , BASHUNDHARA R/A",""
"IFIC BANK , 8/A , ROAD 5 , DHANMONDI R/A",""
"PUBALI BANK  LIMITED,SONARGAON ROAD,PARIBAGH,HATIRPOOL",""
"DELTA LIFE TOWER , H 37 , RD 90 , GULSHAN 2",""
"INTERNATIONAL CONVENTION CITY BASHUNDHARA (ICCB) , PURBACHAL EXPRESS HIGHWAY , DHAKA BANGLADESH",""
"ANISHA-AMBULANCE SERVICE 24 HOURS , KALLYANPUR , MIRPUR",""
"S.R TRAVELS , 1ST COLONY , MAZAR ROAD , MIRPUR 1",""
"KALINDI APPARTMENTS,H 36,IDNIRA RD,FARMGATE",""
"BOROBARI SHAHI JAME MASJID , BORO BARI MOSQUE RD , 1711",""
"FARMGATE POLICE BOX , KHAMARBARI RD , FARMGATE",""
"RAOWA CONVENTION HALL  , MOHAKHALI",""
"IBN SINA HOSPITAL, RD 15/A, DHANMONDI",""
"DEWAPPLES,RUPNAGAR RESIDENTIAL AREA,MIRPUR",""
"BFC,25,RD 11,BANANI",""
"JAHANARA GARDEN , SECTOR 4 , UTTARA",""
"RATAN KUTIR , H 146/1, NEW BAILY RD",""
"KADAMTALA, DHAKA , BANGLADESH",""
"HAZRAT SHAHJALAL(RA),H 22,MITALI RD,WEST DHANMONDI",""
"NAGDARPAR BRIDGE",""
"FAISAL PHARMACY , SHYAMPUR , JURAIN",""
"AYESHA BED LIBRARY , BRAC UNIVERSITY , SOUTH BADDA",""
"BANGLADESH INSTITUTE OF MANAGEMENT STUDIES,EIDGAH MASJID RD,SHAHJADPUR",""
"NERDY BEAN COFFEE HAUS,RESIDENTIAL AREA,DHANMONDI",""
"MIZAN TELECOM , H 47 , NORTH RD , DHANMONDI",""
"TSC AUDITORIUM SHAHBAG RD TSC",""
"LABONI 1 , HOUSE 24, ROAD 9/A , DHANMONDI 1209",""
"GULBAGH JAME MOSJID,NEW ELEPHANT ROAD,DHANMONDI",""
"LE MONT,H 30,16,BANANI",""
"TOLARBAG RESIDENTIAL AREA,MIRPUR 1",""
"BRAC UNIVERSITY ( NEW CAMPUS ) , DIT RD , MERUL BADDA",""
"HABIB MARKET,SECTOR 5,UTTARA",""
"RAFFLESIA SERVICED APARTMENT , GULSHAN 1 , GULSHAN",""
"COMFORT DIAGNOSTIC CENTER , H 167/B , GREEN RD",""
"CKD UROLOGY HOSPITAL , 32 , ROAD , NO 3 , MUKTI HOUSING , SHYAMOLI",""
"HOUSE 25 , ROAD 4/A , SECTOR 5 , UTTARA",""
"1002 CHARMVILLA APARTMENT 169 GREEN ROAD  DHAKA 1205",""
"CRISP, CHEF'S TABLE COURTSIDE , MADANI AVENUE, 100 FEET ROAD",""
"I CARE COMPUTER SYSTEM , HOUSE 41/2/E/3 , HARI CHARAN RAY ROAD , FARIDABAD , GENDARIA , DHAKA 1204",""
"413, ROAD NO 16 , BLOCK A , BASUNDHARA R/A , DHAKA",""
"RANGS BHABAN , H 117/A , BIJOY SARANI TEJGAON LINK RD , TEJKUNIPARA",""
"HOUSE 51,ROAD 16,SECTOR 14,UTTARA",""
"H 451,RD 6,BLOCK D,BASUNDHARA R/A",""
"NCC BANK LTD,H 6,MADANI AVE,GULSHAN 2",""
"NIHARIKA,H7,SIDDEHWARI RD,SIDDESHWARI",""
"ZEPHYR RESTAURANT & LOUNGE , CATHARSIS TOWER , HOUSE 133 , ROAD 12 , BLOCK E , BANANI",""
"ARTISAN , 48 , ROAD 11 , BANANI",""
"JESSORE NEW BUS TERMINAL , RD RD , JESSORE , 7400",""
"H 388/A , FREE SCHOOL ST , DHANMONDI",""
"FOUR SEASONS RESTAURANT , RESIDENTIAL AREA ,DHANMONDI",""
"HOUSE 29,BASABO MADARTEK ROAD,SOUTH BASABO,BASABO",""
"QUEEN'S CONFECTIONARY (BD) LTD , DIYABARI , UTTARA",""
"BRB HOSPITALS LIMITED , RAJABAZAR , PANTHAPATH",""
"BABULAND BADDA,NORTH BADDA",""
"8/11, ROAD NO 7 N, LALMATIA MOHAMMADPUR",""
"JBL HOUSE COTTAGE,HOUSE 432,ROAD 8,BLOCK H, BASHUNDHARA R/A",""
"TAQWA RESTAURANR AND BIRYANI HOUSE,POSTOGOLA,SHYAMPUR",""
"SAEED SUTOS COCA-COLA ROAD VATARA",""
"SMC TOWER , RD 17 , BANANI",""
"TONY TOWER,JATRABARI,SHAHID FARUK ROAD,GOPIBAG,JARTRABARI",""
"MARK WRAPPER PRINTING INDUSTRIES LRD,MIRPARA,DEMRA",""
"RESOURCES ROJONIGONDHA , ROAD 5 , MONSURABAD , ADABAR , MOHAMMADPUR",""
"ROAD 4,BLOCK C,BASHUNDHARA R/A",""
"ibrahim cardiac hospital and research institute, footoverbridge , shahbag",""
"MOTAHARA TOWER,H 393 & 39/4,RANKIN ST,WARI",""
"H 48,RD 14,NIKUNJA 2",""
"ABAKASH , H 84,  RD 13, SECTOR 13 , UTTARA",""
"109/A , RUPAYAN  SHARIATULLAH TOWER , KAZI OFFICE LANE , BORO MOGHBAZAR",""
"MOHIT CASTLE , 23 , ROAD 13/A , DHANMONDI",""
"DIPA MEDICAL HALL , SOUTH BISHIL , MIRPUR 1",""
"AUTO CHOICE , BORO MOGHBAZAR",""
"JATRABARI IDEAL HIGH SCHOOL , JATRABARI",""
"COAL POWER GENERATION COMPANY BANGLADESH LIMITED (CPGCBL) UNIQUE HEGHTS ( LEVEL 17), 117, KAZI  NAZRUL ISLAM AVENUE, ESKA",""
"MR. BAKER CAKE & PASTRY SHOP LTD , GULSHAN -1 , GULSHAN 1 , GULSHAN",""
"THE CHOCOLATE ROOM,GULSHAN 2,GULSHAN",""
"BRAC BANK LIMITED , WEST RAJABAZAR , INIDIRA ROAD, PANTHAPATH",""
"URBAN GALAXY APARTMENT,RESIDENTIAL AREA,DHANMONDI",""
"THE ZAHID RESIDENCE , SECTOR 5 , UTTARA",""
"582/2, MOMEMBAG ROAD , DOKKHIN SHAJAHANPUR , SHHJAHANPUR",""
"RADISSON , H 2/A-B , RD 2 , MOHAMMADPUR",""
"PACIFIC LAKE VIEW HOTEL & RESTAURANT,RD 23C,GULSHAN 1",""
"HOUSE 73,ROAD 4,BLOCK C,BANANI",""
"GOLF CAFE,ARMY GOLD CLUB,DHAKA CANTONMENT",""
"KACHPUR , BRIDGE , NARAYANGANJ , 1361",""
"WESTERN ROAD , BANANI DOHS , DHAKA CANTONMENT , 1000",""
"FLEX FITNESS,KATHALBAGAN,GREEN ROAD",""
"26/3B-1 , 60 FEET , MUKTI HOUSING , DOKKHIN MONIPUR",""
"SHEWRAPARA METRO RAIL STATION , DHAKA",""
"BANGLA CAT PARK VIEW OFFICE , BLOCK D , BANANI",""
"BOATGHAT MASJID, KHILKHET NAMAPARA RD, UTTAR PARA , KHILKHET",""
"ENA FESTOONS, H 57/A,57/1 B,LAKE CIRCUS,KALABAGAN",""
"LA GUSTOSA KITCHEN,RESIDENTIAL AREA,DHANMONDI",""
"GAUS NAGAR JAME MASJID,NEW ESKATON",""
"KINGS KABAB AND RESTAURANT , RD 3, NIKETON",""
"PARTY HOUSES RD,RAJARBAG,SHANTIBAGH,MALIBAGH",""
"MOHAKHALI FUEL PUMP SERVICE , RASULBAG",""
"IDB BHABAN , BEGUM ROKEYA SHARANI , AGARGAON , DHAKA",""
"PLOT 647 , RD 3, BLOCK G , BASUNDHARA R/A",""
"GULSHAN MEDICAL , GULSHAN 1 , GULSHAN",""
"NHA GARDEN CITY,F BLOCK,RING ROAD,MOHAMMADPUR",""
"581 , I BLOCK ROAD 2 , BASHUDNHARA R/A",""
"RD 8 , BLOCK I , BASUNDHARA R/A",""
"MADARTEK ABDUL AZIZ HIGH SCHOOL,POSCHIM MADARTEK ROAD,PURBO NONDIPARA,SHHJAHANPUR",""
"FIT & FINE PHYSIOTHERAPY CENTRE , SECTOR 13 , UTTARA",""
"OPEDIA TECHNOLOGIES LIMITED SHAYMOLI , MOHAMMADPUR",""
"GREENLAND GARMENTS LTD,KONABARI
",""
"SHYAMPUR MODEL SCHOOL  & COLLEGE , RD 2, LAL MASJID RD , DHYAMPUR",""
"RAYER BAZAR POLICE FARI , BAISHAKHI RD , RAYER BAZAR",""
"RELATIVE LIVING APARTMENT , NOYATOLA , MOGHBAZAR",""
"VILLA , SECTOR 14 , UTTARA",""
"KODOMTOLI BUS STOP,KERANIGONJ",""
"FORTUNE SQUARE CONVENTION , RESIDENTIAL AREA , DHANMONDI",""
"AP PHARMACY,MASJID ROAD,JAMTOLA,NEW CHASARA,CHASARA,NARAYANGANJ 1400",""
"HERFY , BLOCK C , BANANI",""
"THE ENT AND HEAD NECK CANCER HOSPITAL AND INSTITUTE,NORTH SHYAMOLI",""
"NEW EASKATON RD , NEW EASKATON",""
"BDR MARKET , SECTOR 6 , UTTARA",""
"286,D BLOCK 9 NO ROAD,BLOCK D,BASHUNDHARA R/A",""
"ARTISTIC DENTAL AID,ROAD 2,BLOCK B,NIKETON,GULSHAN",""
"garden value , h 51 /1, circular rd , hatirpool",""
"NAYANAGAR BAITU AMAN JAME MASJID,NAYA NAGAR RD,DHAKA 1212",""
"NAVANA TOWER , GULSHAN  1 , GULSHAN",""
"SHIMANTO SQUARE,RESIDENTIAL AREA,DHANMONDI",""
"BHAI BHAI PORDA GALLERY,BLOCK E,BANASREE",""
"33 , GREENWAY ROAD M, WIRELESS , MOGBAZARV",""
"MA FURNITURE,RAYERBAG,SONIR AKHRA",""
"ROWSHAN ARA HOMOEO HALL , SOLMAID , VATARA",""
"H 215/8 , EAST KUNJABAN RD , EAST RAMPURA",""
"NANNU , MARKET , RD 4 , BLOCK A , MIRPUR 11",""
"HOUSE 35/10,ROAD 11,SHEKHERTEK,PC CULTURE SOCIETY,ADABOR,DHAKA 1207",""
"CHOWDHURY BARI MASJID , DEMRA NARYANGANJ RD , TATKHANA , GODENAIL , NARYANGANJ 1400",""
"JANATA HOUSING AGARGAON DHAKA",""
"JHUT POTTI BOU BAZAR , BENAROSHI PALLI RD , BLOCK C , MIRPUR 10",""
"INSAF BARAKAH KIDNEY & GENERAL HOSPITAL , SHAHID TAJUDDIN AHMED SARANI , MOGBAZAR",""
"HOUSE 6,ROAD 25,SECTOR 7,UTTARA",""
"SPIDER NET,52/1,ROAD 2,SECTION 12",""
"SHATARUPA DIAMOND , GREEN ROAD , PANTHAPATH",""
"TRIBENI RESTURENT,VASHANTEK MIRPUR RD,NIRJHAR,DHAKA CANTONMENT",""
"SILVER SPRING , H 76 , INDIRA RD , FARMGATE",""
"937 , OUTER CIRCULAR ROAD , MOGBAZAR",""
"BOSILA BUS STOP , SAHEED BUDHIJIBI BRIDGE , BOSILA",""
"london college of legan studies (south)  , 58, kalabagan 1st lane , dhanmondi",""
"62 PARK ROAD,REBECCA APARTMENTSS,APT 7",""
"GRAMEEN BANK , MIRPUR COLLEGE RD , MIRPUR 2",""
"SQUARE HOISPITAL LTD , PANTHAPATH RD , KALABAGAN",""
"NOBORATRI-HALL 4,INTERNATIONAL CONVENTION CITY BASUNDHARA (ICCB) PURBACHAL 300 FEET ROAD,DHAKA",""
"JORPUKUR PLAYGROUND,TILPAPARA,KHILGAON",""
"HOUSE 91A, ROAD 23A, BLOCK B , BANANI",""
"SINHA SALEHA COTTAGE , 241 , FREE SCHOOL STREET , DHANMONDI",""
"GOURI MOTH MANDIR , NARINDA RD",""
"AIRPORT CARGO TERMINAL PARKING , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT",""
"MOHAMMAD SOHEL , NARINDA , WARI",""
"BAF SHAHEEN ENGLISH MEDIUM SCHOOL ( BAF SEMS ), RD 31 , MOHAKHALI DOHS",""
"JAPAN GARDEN CITY,BUILDING 19,FLAT 701,MOHAMMADPUR",""
"KONDA,KERANIGANJ,DHAKA",""
"DHAKA RESIDENTIAL MODEL COLLEGE MIRPUR RD MOHAMMADPUR",""
"xindian restaurant , h 55 , 55/a , rd 27 , dhanmondi",""
"MIRPUR DOHS CENTRAL MASJID , MIRPUR DOHS MAIN RD , MIRPUR DOHS",""
"2/B , GREEN ROAD , DHANMONDI",""
"NOTHING BUT A BRAND 100% EXPORT,BLOCK D,BANASREE",""
"THE NET HEADS EAST KAZIPARA , MIRPUR",""
"MASJID E BAITUL AKSA,JASHIMUDDIN RD,SECTOR 5,UTTARA",""
"MAZAA,TAJMAHAL ROAD,MOHAMMADPUR",""
"BAZIUR , RAHMAN MANSION , BLOCK J , BASHUDNHARA R/A",""
"SECTOR 6,UTTARA",""
"DUTCH BANGLA BANK ATM BOOTH , 171, ROAD 5 , BLOCK C , MIRPUR 12 , 1000",""
"FUJI COLOR LAB & STUIDO,SECTOR11,UTTARA",""
"JANATA BANK LIMITED , JIGATOLA ROAD , JIGATOLA , DHANMONDI",""
"DEHUMIDFIER SHOP , SECTOR 6 , UTTARA",""
"PARLIMENT SECRETARIAT RESIDENTIAL COMPLEX W AGARGAON",""
"HAJJ CAMP,HAZI CAMP RD,NEW AIRPORT",""
"NAZIRA BAZAR BORO MASJID , NAZIRA BAZAR RD , BANGLA DUAR",""
"BANAGRAM LN,JUGINAGAR RD,WARI",""
"AEGIS,EDUCARE,KAKRAIL,RAMNA",""
"BD FOODS LTD HEAD OFFICE , GULSHAN 2, GULSHAN",""
"SONALI SHORGO , H 4 , FELANI RD , GULSHAN 1",""
"RD 5 , BLOCK H, MIRPUR 2",""
"MADINA MUNWARAH JAME MASJID , WASA RD , MANIKNAGAR , SABUJBAG",""
"CHOWDHURY GREEN CREST , H 10 / A, GREEN RD , DHANMONDI",""
"charulata pre school , rd 3, block a, mirpur 12",""
"DHAKA CADT LTD , ROAD 5 , SECTOR 11",""
"THEO CLOTHING BD, AHMEDBAGH , BASHABO",""
"EASTERN MOTORS LTD , INDUSTRIAL AREA TEJGAON",""
"NAVANA PROBANI RIDGEDALE,AVENUE 5,SECTION 11,MIRPUR,DHAKA",""
"KOLATOLI STATION JAME MASJID , KALATALI RD , COX'S BAZAR , 4700",""
"SHAHEDA HIGHER EDUCATION CONSULTANCY,ROAD 27,HOUSE 37,BLOCK A,BANANI",""
"CHILLOX , AMM CENTER , RD 3A , DHANMONDI",""
"SHAKH VILLA,H 34/1,RD 1,PC CULTURE HOUSING SOCIETY,MOHAMMADPUR",""
"BSMMU,OUTDOOR(MEDICINE),PORIBAGH,SHAHBAGH",""
"NINAKABBO , BIR UTTAM MIR SHAWKAT SARAK , EAST NAKHALPARA , NIKETAN N",""
"THIKANA,H 2/B,RD 138,GULSHAN 1",""
"CHARABAG BUS STOP,BIRULIA AKRAN ED,PARAGON,ASHULIA,1341",""
"WALTON,DHAKA CHITTAGONG HIGHWAY,SIGN BOARD,SIDDHIRGANJ,NARAYANGANJ,1361",""
"UNIMART , UNITED HOUSE , GULSHAN 1 , GULSHAN",""
"BANGLADESH ROAD TRANSPORT AUTHORITY ( BRTA ) , UTTARA , DHAKA 1230 , BANGLADESH",""
"BEACON GROUP , H 165 , TOYENBEE CIRCULAR RD , MOTIJHEEL",""
"ANIK INCORPORATED , EASTERN HOUSING , MIRPUR",""
"1ST CUP COFFEE BUSINESS OUTLET , ROAD 2 , SECTOR 3, UTTARA",""
"RD 130,GULSHAN 1",""
"BAITUS SALAM JAME MASJID,SAMATA SARAK,NURERCHALA,VATARA",""
"SHELTECH,MONIHAR BHABAN NO 8,H 154/1,GATE 2 RD,MONIPURIPARA",""
"ROAD 13/C , HOUSE 18 , BANANI",""
"CHADPUR GENERAL STORE,188/1/C,KAKOLI ROAD,MIDDLE PAIKPARA,MUKTI HOUSING",""
"RD 18,SECTOR 4,UTTARA",""
"SOUTH PAIKPARA,MIRPUR 1",""
"SOUTHEST BANK LIMITED , SHAH KABIR MAJAR RD , MOLLAPARA , DAKKHINKHAN",""
"52/2, SALIM UDDIN MARKET ROAD, SENPARA PARBATA, AHMED NAGAR",""
"10 MINUTE SCHOOL , HOSUE B 107 , ROAD 8 , MOHAKHALI DOHS",""
"MILESTONE BOYS HOSTEL , SECTOR 11 ,UTTARA",""
"RAVE CENTER",""
"NILL ACHOL  , 102 , I  BLOCCK ROAD 5 , BASUNDHARA R/A",""
"TASTY TIBET , RD 2, BLOCK A, BANASREE",""
"RUSSEL CHAMBER  H 1006 , BEGUM ROKEYA SARANI , WEST SHEWRAPARA",""
"RASHMONO SPECIALISED HOSPITAL,OUTER CIRCULAR RDMOGBAZAR",""
"TAJ NOOR TOWER,H 58,NORTH CIRCULAR RD,DHANMONDI",""
"THE CAFE RIO LTD(MIRPUR BRANCH),MIRPUR CANTONMENT",""
"MARIA BAKERY , CULVURT RD , FAKIRAPOOL",""
"KING AUTOMOBILE , SHYAMOLI , MOHAMMADPUR",""
"DENTAL CHAMBER,H 41,RD 27,DHANMONDI",""
"COMPUTER SOURCE , SECTOR 3 , UTTARA",""
