"PROPERTY TYRE,  H 38 , LAKE  CIRCUS , KALABAGAN",""
"DOMESTIC TERMINAL
HAZRAT SHAHJALAL INTERNATIONAL AIRPORT",""
"PORIBAGH,PARIBAG",""
"ULAB , H 56 , RD 4A, DHANMONDI",""
"H 46 , RD 16 , NIKUNJA 2",""
"FLY BEST TOURS AND TRAVELS,NAYA PALTAN",""
"NORTH SOUTH ROAD , BLOCK A , BANASREE",""
"MAYOR MOHAMMED SAYED KHOKON COMMUNITY CENTER,DISITILLERY RD,GANDARIA",""
"awlad hossain market , h 104 , uttara bank st , tejkunipara",""
"HOUSE 81,ROAD 7,BLOCK H,BANANI,DHAKA",""
"TULY S HOME , BLOCK A , BANANI",""
"JANNATH BIRD AVIARY , 1447/A, KHILGAON TALTOLA , KHILGAON",""
"DYNASTY SWEATER,BD,ANWAR JANG RD,PARAGAON,SAVAR,1343","(23.8714155, 90.2641792)"
"HOUSE 66 , ROAD 2, BLOCK A , NIKTEN , GULSHAN",""
"92, ROAD 2 NIKETON ,  BLOCK  A , NIKETON HOUSING SOCIETY , GULSHAN",""
"JIRABO, ZIRABO TO BISHMAIL ROAD , ASHULIA",""
"RAYHAN GENERAL STORE,SOBUJBAG RD,SAVAR 1340",""
"NAGAR CHAYANEER , H 6/5 , 43257 , SEGUNBAGICHA RD , SEGUNBAGICHA",""
"ALAM CAR CENTER , HATIRJHEEL , MOGHBAZAR",""
"IUB,BLOCK ,ROAD NO 8,BLOCK B,BASUNDHARA R/A",""
"VIVEK MAJESTA,GULSHAN 2,GULSHAN",""
"H 351,H 352,RD 10,BLOCK C,BASUNDHARA R/A",""
"RD 13, SECTOR 12, UTTARA",""
"NEELA MARKET,SECTOR 01,PURBACHAL",""
"URBAN COTTAGE , 48 , ROAD 5A , DHANMONDI R/A",""
"KAZIPARA BUS STAND",""
"SECTOR 11 KACHA BAZAR RD 20 , UTTARA",""
"THERAPY SQUAD , DAMALKOT , BHASHANTEK",""
"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,TERMINAL 2,AIRPORT ROAD,NEW AIRPORT ROAD,KURMITOLA,SECTOR 2",""
"KHAN BARI ANSARBAGH , MERADIA",""
"38 , AL AMIN ROAD , DHANMONDI",""
"DNCC POLICE BOX,MADANI AVENUE,BARIDHARA,NOTUN BAZAR",""
"UNITED COMMERCIAL BANKM LTD SCIENCE LABORATORY RD , ELEPHANT RD",""
"DHAKA ENTERPRISE SHUKRABAD , DHANMONDI 32",""
"SULTAN'S DINE ( DHANMONDI BRANCH ) , JIGATOLA",""
"CHATTOTURF BASHUNDHARA,B222,ROAD 6,BLOCK C,BASHUNDHARA",""
"CANADIAN CLUB , MADANI AVE , BARIDHARA",""
"NOYATOLA SHISHU PARK,NOYATOLA ROAD,MOGBAZAR",""
"TRANSPARETNT DIGNITY,SECTOR 7,UTTARA",""
"AFSER ALI, 17/3/C, TOLERBAG 2 NO GATE ROAD , MUKTI HOUSING , MODDHO PAIKPARA",""
"MAA MONI LADIES TAILOR'S MOUCHAK MARKET , MALIBAGH",""
"ROAD 14 , BARIDHARA , GULSHAN",""
"EASY FOOD CORNER , SHUKRABAD ROAD , DHANMONDI",""
"STANDARD CHARTERED BANK LTD,GULSHAN AVE,GULSHAN 1",""
"C M M COURT JOHNSON ROAD,MOTIJHEEL,RAY SAHEB BAZAR",""
"ARGONAUTS USA, INC , GULSHAN 2",""
"UNION BANK LIMITED,44/7,PANTHA PATH,DHANMONDI",""
"RD 14 , BLOCK C , MIRPUR 6",""
"BANDORS,BLOCK A,BASUNDHARA R/A",""
"ARIFABAD HOUSING SOCIETY , RUPNAGAR , MIRPUR 2",""
"HOUSE 31 ,ROAD 1 , SECTOR 9 , UTTARA",""
"NESTLE BANGLADESH LTD , TEJGAON GULSHAN RD , MOHAKHALI",""
"ALI ASGAR HOSPITAL , 111/1/A , DISTILARY ROAD , GOPIBAG , DAYAGANJ",""
"BASE SCHOOL,RD 9/A,WEST DHANMONDI",""
"AHAMAD RUCHA VILA 1,1 ROAD 19 , NIKUNJA 2",""
"MUKTARPUR BUS STOP , NARAYANGANJ MUNSHIGANJ HWY , MUNSHIGANJ , 1500",""
"SHAHID SHAHABUDDIN RD , AGARGAON",""
"MIRPUR PRE PRIMARY SCHOOL , 13 , RUPNAGAR ROAD , EXTENDED PALLABI , MIRPUR",""
"ARAMBAG BUS STOP",""
"CHILDCHEER,BLOCK C,BANASREE",""
"MILON  STORE , MADHABDI , PAURASHAVA",""
"LOVELLO ICE CREAM,MERADIYA DEPOT,WEST NANDIPARA",""
"YOUSHRA COTTAGE 16/D, SABRINA SOBHAN 4TH AVENUE ROAD , BLOCK D, BASHUDNHARA R/A",""
"CHASMA ZONE,KATABON,NEW MARKET",""
"VICTORIA CONVENTION CENTER RESIDENTIAL AREA,DHANMONDI",""
"ITVATA KALABAGAN RD , 1702",""
"25, ZINDABAHAR LANE , BABU BAZAR",""
"GALLERY THE ILLUSION , BLOCK C , LALMATIA",""
"RD 12,BANANI",""
"BLOCK A,CHAYABITHI EASTERN HOUSING,MIDDLE BASABO",""
"SAJID SRABONI HOME , BLOCK C , BASHUNDHARA R/A",""
"SHEIKH HASINA  NATIONAL INSTITUTE OF BURN AND PLASTIC SURGERY",""
"LAKE CITY CONCORD , KHILKHET",""
"LINK PERSONS INTERNATIONAL LIMITED BLOCK D BANANI",""
"JOMIDAR GOLI,WIRELESS,PALTAN",""
"BIZTECHHUB,BEGUM ROKEYA SHARANI,HARUNABAD,MIRPUR 12",""
"VANGA KUTIRM , H 252/8/A, RD 6 , MOHAMMADI HOUSING LTD , MOHAMMADPUR",""
"SIAM STORE , H 79 , SADEK KHAN RD , KATASUR",""
"ORCHID , 12, ROAD 18 , DAKKHIN BADDA , GULSHAN",""
"JAMUNA FUTURE PARK ENTRY WAY, PROGATI SARANI , BASHUNDHARA",""
"FRESH VILLA,15,ROAD 34,BANANI,GULSHAN",""
"ADIBA'S MAKEOVER BEAUTY ZONE , DHANMONDI",""
"BRB R/A , MAIN RD , 3 NO VASHANTEK",""
"UTTARA 1 NO SECTOR JAME MASJID,SECTOR 1,KURMITOLA,SECTOR 1",""
"PROFESSOR DR SMG KIBRIA,GULSHAN 2,GULSHAN",""
"ETCT,BLOCK E,BANASREE",""
"EASTERN UNIVERSITY PERMANENT CAMPUS",""
"CENTURY ARCADE SHOPPING CENTER , OUTER CIRCULAR RD , MOGHBAZAR",""
"PAN PACIFIC SONAR GAON HOTEL KAZI NAZRUL ISLAM AVE , BANGLAMOTOR , SHAHBAG",""
"AL - HASSAN DIAMOND GALLERY , JAMUNA FUTURE PARK , KURIL",""
"SETU , RITU , PABNA HAIR STYLE SALOON , 99 , SHAH ALI BAGH ROAD , SENPARA PARBATA , SHAH ALI BAGH",""
"KAPHIA RESTAURANT , SECTOR 3, UTTARA",""
"AMIRABAD GIORY , BLOCK I , BASHUDNHARA R/A",""
"SIAM HOTEL  2, KA 7 , ALHAZ ABDUS SOBHAN RD , BLOCK B , KURIL",""
"HOUSE 23/25 , TAJMAHAL ROAD , MOHAMMADPUR",""
"SILVER APPARELS LIMITED , DHAKA MYMENSINGH HIGHWAY , 1702",""
"AFNTASY KINGDOM COMPLEX , DHAKA ASHULIA HIGHWAY , JAMGORA",""
"907, OUTER CIRCULAR ROAD , SHANTIBAGH , MALIBAGH",""
"M/S HASI ENTERPRISE , REB RD , NABINAGAR , 1345",""
"H 28 , RD 4, MIRPUR 10",""
"MOVENPICK , H 121, C , GULSHAN AVE , GULSHAN 2",""
"PALTAN JAME MASJID,NAYA PALTAN RD,NAYA PALTAN",""
"KHAN PHARMACY , H 393 , SHADHINOTA SARANI , NORTH BADDA",""
"RAKEN CITY,SECTION 13,MIRPUR",""
"ROAD NO 7,MOHAMMADI HOUSING LIMITED,MOHAMMADPUR",""
"IQBAL CENTER,KAMAL ATATURK AVENUE,BANANI",""
"BELA KUNJA , 9 , SECTION 6",""
"crimson cup uttara, sector 13",""
"H 27 , RD 2 , BLOCK A, BANASREE",""
"PEYALA 11 , BLOCK H , BANANI",""
"RD 140,GULSHAN 1",""
"RIAZ STORE , TONGI PAURASHAVA",""
"CONCORD CENTER ROAD 52,GULSHAN NORTH AVENUE,GULSHAN  2,GULSHAN",""
"GAUSIA MAEKET GOLI , NEW MARKET",""
"BLUE BELL,SECTOR 3,UTTARA",""
"12/1,AVENUE 2,SECTION 2",""
"BALAKA EXECUTIVE LOUNGE , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , KURMITOLA",""
"JAMUNA FUTURE PARK ENTRY WAY , PRPGATI SARANI , BASHUNDHARA",""
"LADIE'S CLUB AUDITPRIUM , ESKATON GARDEN RD , OLD ESKATON",""
"OFFICERC CLUB,BAILY RD",""
"MIM GENERAL STORE , PINK CITY , KHILKHET",""
"EMBASSY OF NORTH KOREA , RD 23 , BANANI",""
"PAINTING HANDWRITING SCHOOL,BANASREE,BLOCK D,BANASREE",""
"RD 5,SECOR 9,UTTARA",""
"MASTERPEN GLOBAL,HOUSE 3,ROAD 9,SECTOR 3,UTTARA",""
"HOUSE 73,ROAD 17,SECTOR 14,UTTARA",""
"HAWKER TAIZUDDIN BONDHU AT GULSHAN , DHAKA , KEMAL ATATRUK AVENUE , BANANI",""
"UTTARA ADHUNIK MEDICAL COLLEGE & HOSPITAL,SONARGAON JANAPATH RD,UTTARA",""
"BLISS DATE , 12/CHA/7/1 , ROAD 4 , MUKTI HOUSING , UTTARA SHYAMOLI , POSCHIM AGARGAON",""
"MA GENERAL STORE,RESIDENTIAL AREA,DHANMONDI",""
"RD 77,GULSHAN 2",""
"SHAHID TAJUDDIN AHAMED MEDICAL COLLEGE,CIRCUIT HOUSE RD",""
"BIHS GENERAL HOSPITAL,LKALLYANPUR,TECHNICAL MOR",""
"KHILGAON EIDGAH MASJID,RD 22,TILPAPARA,KHILGAON",""
"KODOM BAGAN  ( NAZRUL HALL , BUTEX ) , SHILPO ELAKA , TEJ",""
"ARSHEE , HOUSE 183 , SAYEM SOBHAN ANVIR ROAD , BLOCK C , BASUNDHARA R/A",""
"SHELTECH AMIR ABASHON,80,ROAD 17A,BANANI",""
"PRIMS LADIES HOSTEL , ROAD 3 , SECTOR 11 , UTTARA",""
"H 37 , RD 4 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR",""
"TONG CHA , RESIDENTIAL AREA , DHANMONDI",""
"DHAKA INTERNATIONAL TRADE FAIR,BANIJJO MELA,SECTOR 4,PURBACHAL",""
"FAMILY HOUSE 2,2/KA,NORTH PERERBUG,MUKTI HOUSING,DOKKHIN MONIPUR",""
"BALA BLISS , 183 I BL;OCK ROAD 9 BAHSUDNAHRA R/A",""
"ISLAMI BANK LTD , H 147 , GREEN RD",""
"RAJU GARDEN , 231 , I BLOCK ROAD 8 , BASUNDHARA R/A",""
"AIMS BANGLADESH,ADABAR,MOHAMMADPUR",""
"DCF GROUP,JAMAN TOWER,NAYA PALTAN",""
"united hospital , rd 72, gulshan 2",""
"EVERCARE HOSPITAL,PLOT 81,BASHUNDHARA ROOAD,BLOCKL E,BASUNDHARA",""
"JANATA BANK LIMITED,BASUNDHARA RD,JAMUNA FUTURE PARK,BASUNDHARA R/A",""
"DHAKAGIFTS .COM SEND GIFT TO DHAKA, BANGLADESH , ARJOTPARA , MOHAKHALI",""
"KHADEM GROUP,SHANTINAGAR,KAKRAIL",""
"PROBORTONA SIR SAYED RD MOHAMMADPUR",""
"MOLLAH BARI KACHA BAZAR , RAMPURA TITAS RD , BLOCK C , BANSHREE",""
"DINAJPUR HARDWARE AND PAINT,SOUTH BISHIL,MIRPUR 1",""
"PULERGHAT NIKLI RD , PULER GHAT",""
"ZAHAN MONJIL , BLOCK H , BASHUNDHARA R/A",""
"SQUARE HOSPITAL LTD PANTHAPATH",""
"CHANBANU BAITUL AMAN ZAME MASJID , SHONIR AKHRA , JATRABARI",""
"H 209/A , SADAT SOBHAN TANVIR RD , BLOCK  C , BASUNDHARA R/A",""
"SHWAPNO , LAKE CITY RD",""
"RD 14 , SECTOR 3 , UTTARA",""
"BAITUL FAZAL MASJID , BASHBARI RD , MOHAMMADPUR",""
"SHYAMOLI,18,ROAD 13,NIKUNJA 2",""
"RB TOWER 5TH FLOOR 56/9 LAKE CIRCUS
WEST PANTHAPATH KALABAGAN",""
"NILKHET POLICE FARI , NILKHET RD , NILKHET",""
"AMZ HOSPITAL LTD , ADARSHA NAGAR , BADDA",""
"596 , I BLOCK ROAD 10 , BLOCK D , BASUNDHARA R/A",""
"NORTH SOUTH UNIVERSITY(NSU)",""
"BANANI SUPER MARKET,KEMAL ATATURK AVENUE",""
"FOOD PARK,ROAD 3,SAHID ZIA COLLEGE ROAD,BLOCK E,MIRPUR 12",""
"MAY SPRING APARTMENT , SECTOR 10 , UTTARA",""
"GONI VILLA , 86 , ROAD NO 2 , BLOCK A , BASUNDHARA R/A",""
"RD 18 , MOHAKHALI DOHS",""
"RD S6 , EASTERN HOUSING , PALLABI 2ND PHASE",""
"ALICES VISA AND IMMIGRATION SERVICE,MOHAKHALI DOHS",""
"STYLE ZONE LADIES TAILORS AND BOUTIQUE SHOP , SECTOR 14  , UTTARA",""
"KHAN BROTHERS ENGINEERING & REFRIGERATION CO,ROAD 52,GULSHAN 2,GULSHAN",""
"MIRPUR BANGLA HIGH SCHOOL AND COLLEGE , MIRPUR 11 MAIN RD",""
"NHA GARDEN CITY BUILDING 7 , RING ROAD , SHYAMOLI , MOHAMMADPUR",""
"CHANDRA UDYAN , CRECENT , LAKE ROAD , DHAKA , BANGLADESH",""
"HAZI BUILDING , BLOCK E , BANANI",""
"HOUSE 33,ROAD 18,SECTOR 14,UTTARA",""
"AZ DIGITAL FURNITURE BD , BOROBAG , MIRPUR",""
"RADIANCE , 80 , ROAD 11A, DHANMONDI R/A",""
"MONOWARA HOSPITAL PRIVATE LTD,SIDDHESWARI",""
"NIHARIKA , SOUDI COLONY , DHAKA CANT",""
"TASTE OF HEAVEN , SECTOR 1 , UTTARA",""
"CRIMSON CUP COFFEE, BLOCK H , BANANI",""
"GLORIA JEAN'S COFFEES, GULSHAN 1 GULSHAN 1",""
"RAHMAN VILLA , H 138/1, SHANTINAGAR RD,  SHANTINAGAR",""
"I BLOCK ROAD 7 , BAHSUNDHARA R/A",""
"DHALPUR COMMUNITY CENTRE , DHOLPUR NOTUN RASTA , GOPIBAG , JATRABARI",""
"MONWARA HOSPITAL PRIVATE LTD , SIDDHESWARI",""
"DHUPKHOLA MATH,DISTILLERY RD,GANDARIA",""
"BAILY RITZ , 1 , NEW BAILY ROAD , WIRELESS , PALTAN",""
"CIRCLE AZTEC,OBAID GRAND PALACE,BLOCK C,BANANI",""
"PURNIMA GENERAL STORE, EAST ENAYETPUR RD, KASHIMPUR , 1751",""
"CHERY BANGLADESH , INDUSTRIAL AREA , TEJGAON",""
"SHAHID ABDUL AZIZ SARAK,JAGANNATHPUR,VATARA",""
"BANGABANDHU SHEIKH MOJIB MEDICAL UNIVERSITY , PG HOSPITAL , BLOCK C, HABIBULLAH RD , SHAHBAG",""
"MAOLANA BHASANI ROAD,FAKIRAPOOL,PALTAN",""
"EASTERN PALACE , H 21 , SHIDDESHWARI RD ,  SHIDDESHWARI",""
"KHAN GENERAL STORE,62/A,KALLYANPUR PRODHAN SARAK,NOTUN BAZAR,MUKTI HOUSING,MODDHO PAIKPARA",""
"SHAHI KUNJA , 14 , SECTION 6",""
"HOUSE 230A,ROAD 6,MOHAMMADIA HOUSING LIMITED,CHAD UDDAN HOUSING,MOHAMMADPUR",""
"HOUSE8B , ROAD 2B , SECTOR 11 , UTTARA",""
"WALTON PLAZA,TEJGAON LINK FLYOVER,PASCHIM NAKHALPARA,SHER E BANGLA NAGAR",""
"GULBAG,H 30,RD1,BANASHREE,RAMPURA",""
"JCX CAMELIA,BLOCK J,BASHUNDHARA R/A",""
"DR. M. R KHAN SHISHU HOSPITAL AND INSTITUTE OF CHILD HEALTH , 6 , SHISHU HOSPITAL ROAD , SENPARA PARBATA , BOROBAGH",""
"618 SHANTIBAGH RD DOKKHIN SHAHJAHANPUR SHAHJAALAL",""
"BISMILLAH , 06 , ROAD 1, BLOCK D, BASHUNDHARA R/A",""
"ABAHANI CLUB FIELD , RESIDENTIAL AREA , DAHNMONDI",""
"R K S ELECTRIC & HARDWARE,BLOCK F,BANASREE",""
"JEALOUS RESTAURANT,MOHAMMADPUR RING RD,JANATA HOUSING",""
"H 41/22/A , BASHBARI RD , MOHAMMADPUR",""
"POOL CAFE , PAN PACIFIC SONARGAON DHAKA , HATIRJHEEL , MOGHBAZAR",""
"12/A,ROAD 30,GULSHAN 1,GULSHAN","(23.7848124, 90.4158322)"
"SECTOR 13 PARK UTTARA",""
"PATHAO HQ, CWN (A) 3A, ROAD 49 , GULSHAN 2",""
"RD 16 , BLOCK  F , BASUNDHARA R/A",""
"HERITAGE SCHOOL , DHAKA NARAYANGANJ RD , CHASARA , NARAYANGANJ SADAR , NARAYANGANJ , 1400",""
"RAFI PHARMACY , SARKERBARI , NADDA",""
"BUT VILLA  , H 92-93 , KALABAGAN 2ND LN , KALABAGAN",""
"CAAB HEADQUARTER (NEW COMPLEX ) HAZRAT SHAHJALAL INTERNATIONAL AIRPORT KURMITOLA",""
"AB BANK ATM , GHA-131/1 MIDDLE BADDA , DHAKA",""
"SENA MALANCHA,NBEW AIRPORT RD,DHAKA CANTONMENT",""
"AKHTAR GROUP , SECTOR 13 , PURBACHAL",""
"SHARMIN NILOY , TEJTURI BAZAR ,, TEJGAON",""
"CODECRAFTER INTERNATIONAL , H 17/C , PANTHAPATH",""
"people's hospital , shahid baki rd , malibag , khilgaon",""
"YOLANDA HOUSE 75 , GREEN ROAD , KALABAGAN , LAL FOKIR ER MAJAR",""
"QASEEDAH RECORDS , PALLABI , MIRPUR 13",""
"OARTHOPAEDIC TRAUMA AND SPINE SURGERY KALLYANPUR TECHNICAL MOR",""
"HOUSE 72, ROAD12, SECTOR 14, UTTARA",""
"324,SOUTH PAIKPARA,ROAD 5,BLOCK A,MUKTI HOUSING,MODDHO PAIKPARA",""
"DEEN MOHD EYE HOSPITAL & RESEARCH CENTRE, 4/1/A, MIRPUR ROAD,  DHANMONDI",""
"BAIYUL FALAH JAME MASJID , 12 FEET LINK RD , 1711",""
"LABONI CHATTAR , LAKE CITY , KHILKHET",""
"DUTCH BANGLA BANK ATM , DEMRA-NARAYANGANJ RD , SHIDDHIRGANJ",""
"GREEN DOOR COMPLEX,BIR UTTAM RAFIQUL ISLAM AVENUE,GULSHAN",""
"TAMANNA WORLD FAMILY PARK , MIRPUR RRD",""
"BUET STAFF QUARTER  , PALASHI , BUILDING WEST PALASHI",""
"ALIF COLLECTION , SKS TOWSER , VIP ROAD , MOHAKHALI DOHS , MOHAKHALI",""
"VOOTER GOLI NORTH CIRCULAR ROAD WATER PUMP , GREEN ROAD",""
"SOHEL TELECOM , KATHALBAGAN , GREEN ROAD",""
"H 31 , NORTH CIRCULAR RD , DHANMONDI",""
"FERRYOLA,FARMGATE,TEJGAON",""
"H18,MAIND RD,SOUTH BANASHREE PROJECT",""
"JIB JHORNA , 8/H , ROAD NO . 2 , BLOCK D , BASHUNDHARA R/A",""
"SHAMIM BOOK STORE,AIRPORT RAILWAY STATION",""
"BASHMOTI RESTAURANT , BANGABANDHU SARAK , NARAYANGANJ SADAR , 1400",""
"TOPIA PRIME , H 8/3 , GIRLS SCHOOL RD , KALABAGAN",""
"GALITOR'S , GULSHAN 2, GULSHAN",""
"SIYAM TYRE BATTERY , TONGI KALIGANJ HIGHWAY , WEST ARCHIPUR , MPINARTEK",""
"Q PHARMA LIMITED,GAREEB E NAWAZ AVENUE,SECTOR 13,UTTARA",""
"HOUSE #308/A, ROAD NO 1`2, BLOCK C, BASHUNDHARA R/A",""
"163 , EAST RAJABAZAAR , DHANMONDI",""
"MAMAGOCHO , GULSHAN 2, GULSHAN",""
"GRAMEENPHONE CENTER,GULSHAN AVENUE,BANANI,GULSHAN",""
"HOTEL BAKSHI , FAKIRAPOOL RD , FAKIRAPOOL",""
"SEA SHELL PICNIC SPOT , PURBACHAL EXPRESS HIGHWAY , RUPGANJ , NARAYANGANJ",""
"AL ARAFA BANK , HOUSE 236 , ROAD NO, 2 , BLOCK B , BASUNDHARA R/A",""
"THE CITY BANK LTD AMEX LOUNGE DOMESTIC TERMINAL HSIA , HAZRAT SHAHJALAL INTERNATIONAL AIROPORT , KURMITOLA",""
"DHAKESHARI TEMPLE,DHAKESWARI RD,PALASHI,LALBAG",""
"ABDULLAH ENTERPRISE,KASHIMPUR",""
"SULTANAR SHOPNO GENERAL STORE AND FAST FOOD NOSOR UDDIN RD MATIKATA",""
"SATV , 47 , ROAD 116 , GULSHAN 1 , GULSHAN",""
"BOISAKHI BUILDING  , LAKE CITY ROAD, KHILKHET",""
"ABDUL PARK , H 208, CULVERT RD , FAKIEAPOOL",""
"JUYAL SUPER MARKER,SHOP 1/1,BAZAR RD,MIDDLE BADDA",""
"SHARIF'S  DENTAL SURGERY , H 667/A, RD 32, DHANMONDI",""
"SKOLAR OVERSEAS EDUCATION,PANTHAPATH",""
"ANWAR GROUP OF INDUSTRIES LTD , H 29, DILKUSHA RD , DILKUSHA",""
"BANANI DENTAL CLINIC , ROAD 06 , BLOCK C , BANANI",""
"DEV CURTAIN VILLAGE , SALIMULLAH ROAD MOHAMMADPUR",""
"CENTRAL INN, MOTIJHEEL",""
"ARK EYE VISION , SHYAMOLI , MOHAMMADPUR",""
"BRANNERSON APPAREL LIMITED , RUPNAGAR RESIDENTIAL AREA , MIRPUR",""
"aristocracy 396 road no 15 block a bashundhara r/a",""
"ROSHER MELA , H 22 , INDIRA RD , FARMGATE",""
"KAZI BARI MASJID , MIRPUR RD , MIRPUR 1",""
"MIRPUR 13 CENTRAL MASJID BAZAR,DHAKA",""
"194/1 , UTTARA SHYAMOLI  , PASCHIM AGARGAON  , SHYAMOLI ROAD NO . 2 , MUKTI HOUSING  , UTTARA  SHYAMOLI  , PASCHIM AGARGAON",""
"TEJGAON FIRE SERVICE & CIVIL DEFENCE,SHAHID TAJUDDIN AHMED AVE,TEJGAON LINK I/A",""
"KOLPONEER,BLOCK J,BASHUNDHARA R/A",""
"RICH PEOPLE , SECTOR 3 , UTTARA",""
"WHITE FACE WASH MEN'S GROOMING SALOON , JIGATOLA , DHANMONDI",""
"HOTEL AL AKSA , H 15 , 16 , 17 , MUKTIJODDHA ABDUL SALAM RD , FAKIRAPOOL",""
"CP FIVE STAR,UNMESH DATTA ROAD,NOORBAGH,SIDDIKBAZAR",""
"STORM IN A CUP,ROAD 2,DHANMONDI",""
"688/1,NAYATOLA RD,WIRELESS,MOGBAZAR",""
"daily discount bd, sector 4, uttara",""
"DHAKA SHISHU NOBOJATOK O GENERAL HOSPITAL , 4/4A, ZAKIR HOSSAIN ROAD , LALMATIA",""
"SALINA HIT'S , 39/3, ROAD 2, SECTION 12",""
"INTERNATIONAL NADRASATUL QURAN , MUKTIJUDDHA SARAK , SHAHJADPUR VATARA",""
"2 NO GATE , MONIPURIPARA , MONIPURIPARA , TEJGAON",""
"NIKETAN CENTAL MOSQUE,ROAD 4 NIKETON,NIKETON HOUSING SOCIETY,GULSHAN",""
"NETALOFT,MOHAMMADIA HOUSING SOCIETY,MOHAMMADPUR",""
"h 372 , rd 6 , baridhara rohs",""
"H 10,BEGUM ROKEYA SARANI,MIRPUR 11",""
"BRIOCHE PATISSERRIE -BANANI 11 BLOCK E",""
"MAHBUB HASAN ( MUKTA ) , SEO & TECHNICAL SEO EXPERT IN BANGLADESH , GULSHAN 2",""
"MISSION FARHAN,428,ROAD 11,BASUNDHARA R/A",""
"HIMADRI,H 7,RD 7/A,MOHAMMADI HOUSING SOCIETY,MOHAMMADPUR",""
"TANKA TOWER , H 42/1/GA , SEGUNBAGICHA RD , SEGUNBAGICHA A",""
"MOKKA BIRIANI , H 1 , LALBAG RD , AMLIGOLA , LALBAG",""
"BANIJJO MELA SECTOR 4 PURBACHAL",""
"JONY TOWER,ZINJIRA",""
"DR SHAMIMA PARVIN,H 13,RD 4,NIKUNJA 2",""
"MADRASATUL AHSAN BAISHBARI MIRPUR DHAKA-1216 WEST SHEWRAPARA",""
"MIGHTY WINGS,BLOCK A,BASUNDHARA R/A",""
"ARHAM GENERAL STORE,BANK TOWN RD,1347",""
"PANIR TANK,TOLARBAG,MIRPUR 1",""
"ROBISHOP ONLINE SHOPPING, INDUSTRIAL AREA , TEJGAON",""
"A R TOWER,ADARSHA NAGAR,BADDA",""
"PANIR TANK , TOLARBAG , MIRPUR 1",""
"PASSPORT OFFICE , PASSPORT OFFICE RD , SHER -E - BANGLA NAGAR , AGARGAON",""
"DIVINE RESTORA & MINI CHINESE , LAKE CIRCUS ROAD , KALABAGAN",""
"M/S SHAMS TRADE INTERNATIONAL , ROAD 7 , SECTOR 4 , UTTARA",""
"fatiha mini kitchen , dakkhinpara , mohakhali",""
