File Name,Price,Current Time,ETA Time
uberx_route_251.png,Error,Error,Error
uberx_route_252.png,Error,Error,Error
uberx_route_253.png,Error,Error,Error
uberx_route_254.png,Error,Error,Error
uberx_route_255.png,Error,Error,Error
uberx_route_256.png,Error,Error,Error
uberx_route_257.png,Error,Error,Error
uberx_route_258.png,Error,Error,Error
uberx_route_259.png,Error,Error,Error
uberx_route_26.png,Error,Error,Error
uberx_route_260.png,Error,Error,Error
uberx_route_261.png,Error,Error,Error
uberx_route_262.png,Error,Error,Error
uberx_route_263.png,Error,Error,Error
uberx_route_264.png,Error,Error,Error
uberx_route_265.png,Error,Error,Error
uberx_route_266.png,Error,Error,Error
uberx_route_267.png,Error,Error,Error
uberx_route_268.png,Error,Error,Error
uberx_route_269.png,Error,Error,Error
uberx_route_27.png,Error,Error,Error
uberx_route_270.png,Error,Error,Error
uberx_route_271.png,Error,Error,Error
uberx_route_272.png,Error,Error,Error
uberx_route_273.png,Error,Error,Error
uberx_route_274.png,Error,Error,Error
uberx_route_275.png,Error,Error,Error
uberx_route_276.png,Error,Error,Error
uberx_route_277.png,Error,Error,Error
uberx_route_278.png,Error,Error,Error
uberx_route_279.png,Error,Error,Error
uberx_route_28.png,Error,Error,Error
uberx_route_280.png,Error,Error,Error
uberx_route_281.png,Error,Error,Error
uberx_route_282.png,Error,Error,Error
uberx_route_283.png,Error,Error,Error
uberx_route_284.png,Error,Error,Error
uberx_route_285.png,Error,Error,Error
uberx_route_286.png,Error,Error,Error
uberx_route_287.png,Error,Error,Error
uberx_route_288.png,Error,Error,Error
uberx_route_289.png,Error,Error,Error
uberx_route_29.png,Error,Error,Error
uberx_route_290.png,Error,Error,Error
uberx_route_291.png,Error,Error,Error
uberx_route_292.png,Error,Error,Error
uberx_route_293.png,Error,Error,Error
uberx_route_3.png,Error,Error,Error
uberx_route_30.png,Error,Error,Error
uberx_route_31.png,Error,Error,Error
uberx_route_32.png,Error,Error,Error
uberx_route_33.png,Error,Error,Error
uberx_route_34.png,Error,Error,Error
uberx_route_35.png,Error,Error,Error
uberx_route_36.png,Error,Error,Error
uberx_route_37.png,Error,Error,Error
uberx_route_38.png,Error,Error,Error
uberx_route_39.png,Error,Error,Error
uberx_route_4.png,Error,Error,Error
uberx_route_40.png,Error,Error,Error
uberx_route_41.png,Error,Error,Error
