label,min_x,min_y,max_x,max_y
R20C8,90.40486241045745,23.8403702800683,90.41485177748858,23.849558494928438
R21C8,90.40468257841103,23.849393443932314,90.41467271200901,23.858581716984524
R22C8,90.40450265739774,23.858416595953926,90.41449355792477,23.867604927203885
R23C8,90.40432264739039,23.867439736129402,90.41431431520871,23.876628125582794
R24C8,90.40414254836166,23.876462864455018,90.4141349838337,23.885651312117535
R25C8,90.4039623602843,23.885485980927044,90.41395556377253,23.894674486804377
R26C8,90.40384963067667,23.89450908554175,90.41377605499804,23.900152563271213
R0C9,90.41823722266918,23.66158005089919,90.42818435172966,23.669254607751665
R1C9,90.41805983554666,23.66909157383329,90.42803412323954,23.67827813534311
R2C9,90.41788236033166,23.67811503184103,90.427857407427,23.687301651181702
R3C9,90.41770479699737,23.687138478086652,90.42768060385497,23.69632515526371
R4C9,90.41752714551694,23.696161912566424,90.42750371249674,23.705348647585406
R5C9,90.41734940586359,23.705185335276607,90.42732673332563,23.71437212814305
R6C9,90.41717157801043,23.71420874621345,90.42714966631488,23.723395596932917
R7C9,90.41699366193062,23.72323214537323,90.42697251143773,23.73241905395128
R8C9,90.41681565759724,23.732255532752216,90.42679526866743,23.741442499194406
R9C9,90.41663756498342,23.74127890834667,90.4266179379772,23.750465932658564
R10C9,90.41645938406221,23.750302272152854,90.4264405193402,23.759489354340044
R11C9,90.4162811148067,23.759325624167044,90.42626301272966,23.768512764235098
R12C9,90.4161027571899,23.768348964385503,90.42608541811872,23.777536162340013
R13C9,90.41592431118485,23.777372292804493,90.42590773548054,23.78655954865106
R14C9,90.41574577676458,23.7863956094203,90.4257299647882,23.79558292316452
R15C9,90.41556715390203,23.79541891422919,90.42555210601485,23.80460628587666
R16C9,90.41538844257022,23.804442207227428,90.42537415913358,23.813629636783773
R17C9,90.41520964274208,23.813465488411286,90.42519612411745,23.822652975882118
R18C9,90.41503075439057,23.822488757777045,90.42501800093952,23.831676303167992
R19C9,90.41485177748858,23.83151201532097,90.42483978957284,23.840699618637657
R20C9,90.41467271200901,23.84053526103934,90.42466148999041,23.849722922287416
R21C9,90.41449355792477,23.849558494928438,90.42448310216525,23.85874621411353
R22C9,90.41431431520871,23.858581716984524,90.42430462607034,23.86776949411229
R23C9,90.4141349838337,23.867604927203885,90.42412606167865,23.876792762279976
R24C9,90.41395556377253,23.876628125582794,90.42394740896313,23.88581601861287
R25C9,90.41377605499804,23.885651312117535,90.42376866789672,23.894839263107265
R26C9,90.41366702968483,23.894674486804377,90.42358983845232,23.900152634389013
R0C10,90.42803412323954,23.66157920244252,90.43798395118937,23.669417023292226
R1C10,90.427857407427,23.669254607751665,90.43783111154272,23.678440620203617
R2C10,90.42768060385497,23.67827813534311,90.43765506706683,23.687464205371384
R3C10,90.42750371249674,23.687301651181702,90.43747893516448,23.6964877787918
R4C10,90.42732673332563,23.69632515526371,90.43730271580905,23.705511340461147
R5C10,90.42714966631488,23.705348647585406,90.43712640897395,23.714534890375695
R6C10,90.42697251143773,23.71437212814305,90.43695001463254,23.72355842853171
R7C10,90.42679526866743,23.723395596932917,90.43677353275818,23.73258195492548
R8C10,90.4266179379772,23.73241905395128,90.43659696332419,23.741605469553274
R9C10,90.4264405193402,23.741442499194406,90.43642030630389,23.750628972411373
R10C10,90.42626301272966,23.750465932658564,90.43624356167057,23.75965246349606
R11C10,90.42608541811872,23.759489354340044,90.43606672939752,23.768675942803608
R12C10,90.42590773548054,23.768512764235098,90.43588980945802,23.7776994103303
R13C10,90.4257299647882,23.777536162340013,90.43571280182529,23.78672286607241
R14C10,90.42555210601485,23.78655954865106,90.43553570647256,23.795746310026225
R15C10,90.42537415913358,23.79558292316452,90.43535852337305,23.80476974218802
R16C10,90.42519612411745,23.80460628587666,90.43518125249997,23.8137931625541
R17C10,90.42501800093952,23.813629636783773,90.43500389382648,23.82281657112072
R18C10,90.42483978957284,23.822652975882118,90.43482644732572,23.83183996788418
R19C10,90.42466148999041,23.831676303167992,90.43464891297084,23.840863352840756
R20C10,90.42448310216525,23.840699618637657,90.43447129073498,23.849886725986746
R21C10,90.42430462607034,23.849722922287416,90.43429358059124,23.85891008731843
R22C10,90.42412606167865,23.85874621411353,90.43411578251269,23.86793343683209
R23C10,90.42394740896313,23.86776949411229,90.43393789647241,23.876956774524025
R24C10,90.42376866789672,23.876792762279976,90.43375992244347,23.88598010039052
R25C10,90.42358983845232,23.88581601861287,90.43358186039889,23.89500341442785
R26C10,90.42348449260075,23.894839263107265,90.43340371031168,23.900152634389013
R0C11,90.43783111154272,23.661577733308828,90.44778361372911,23.66957882043278
R1C11,90.43765506706683,23.669417023292226,90.44762818724578,23.678602486400344
R2C11,90.43747893516448,23.678440620203617,90.44745281413313,23.687626140633476
R3C11,90.43730271580905,23.687464205371384,90.44727735392705,23.696649783128468
R4C11,90.43712640897395,23.6964877787918,90.44710180660103,23.705673413881588
R5C11,90.43695001463254,23.705511340461147,90.44692617212858,23.714697032889124
R6C11,90.43677353275818,23.714534890375695,90.44675045048317,23.72372064014735
R7C11,90.43659696332419,23.72355842853171,90.44657464163825,23.732744235652547
R8C11,90.43642030630389,23.73258195492548,90.44639874556725,23.741767819400994
R9C11,90.43624356167057,23.741605469553274,90.44622276224358,23.75079139138899
R10C11,90.43606672939752,23.750628972411373,90.44604669164065,23.759814951612807
R11C11,90.43588980945802,23.75965246349606,90.44587053373185,23.768838500068718
R12C11,90.43571280182529,23.768675942803608,90.44569428849053,23.77786203675303
R13C11,90.43553570647256,23.7776994103303,90.44551795589004,23.786885561662015
R14C11,90.43535852337305,23.78672286607241,90.44534153590372,23.795909074791954
R15C11,90.43518125249997,23.795746310026225,90.44516502850486,23.80493257613916
R16C11,90.43500389382648,23.80476974218802,90.44498843366678,23.81395606569989
R17C11,90.43482644732572,23.8137931625541,90.44481175136275,23.82297954347046
R18C11,90.43464891297084,23.82281657112072,90.44463498156603,23.832003009447142
R19C11,90.43447129073498,23.83183996788418,90.44445812424983,23.841026463626225
R20C11,90.43429358059124,23.840863352840756,90.44428117938743,23.850049906004013
R21C11,90.43411578251269,23.849886725986746,90.44410414695201,23.859073336576788
R22C11,90.43393789647241,23.85891008731843,90.44392702691677,23.86809675534085
R23C11,90.43375992244347,23.86793343683209,90.44374981925486,23.877120162292485
R24C11,90.43358186039889,23.876956774524025,90.44357252393945,23.88614355742799
R25C11,90.43340371031168,23.88598010039052,90.44339514094368,23.89516694074366
R26C11,90.4333020190878,23.89500341442785,90.44321767024066,23.900152077820092
R0C12,90.44762818724578,23.661575643490306,90.45758333901493,23.66973999915122
R1C12,90.44745281413313,23.66957882043278,90.4574253500158,23.678763733911175
R2C12,90.44727735392705,23.678602486400344,90.45725064829284,23.687787456945863
R3C12,90.44710180660103,23.687626140633476,90.45707585980952,23.69681116825157
R4C12,90.44692617212858,23.696649783128468,90.45690098453943,23.70583486782459
R5C12,90.44675045048317,23.705673413881588,90.45672602245617,23.714858555661184
R6C12,90.44657464163825,23.714697032889124,90.45655097353331,23.723882231757656
R7C12,90.44639874556725,23.72372064014735,90.45637583774439,23.732905896110296
R8C12,90.44622276224358,23.732744235652547,90.45620061506297,23.741929548715376
R9C12,90.44604669164065,23.741767819400994,90.45602530546253,23.75095318956919
R10C12,90.44587053373185,23.75079139138899,90.4558499089166,23.75997681866804
R11C12,90.44569428849053,23.759814951612807,90.45567442539868,23.769000436008195
R12C12,90.44551795589004,23.768838500068718,90.4554988548822,23.778024041585958
R13C12,90.44534153590372,23.77786203675303,90.45532319734062,23.78704763539761
R14C12,90.44516502850486,23.786885561662015,90.45514745274737,23.796071217439458
R15C12,90.44498843366678,23.795909074791954,90.45497162107588,23.80509478770778
R16C12,90.44481175136275,23.80493257613916,90.45479570229953,23.81411834619887
R17C12,90.44463498156603,23.81395606569989,90.45461969639172,23.823141892909035
R18C12,90.44445812424983,23.82297954347046,90.45444360332577,23.832165427834568
R19C12,90.44428117938743,23.832003009447142,90.45426742307505,23.84118895097175
R20C12,90.44410414695201,23.841026463626225,90.4540911556129,23.850212462316886
R21C12,90.44392702691677,23.850049906004013,90.45391480091263,23.85923596186627
R22C12,90.44374981925486,23.859073336576788,90.4537383589475,23.868259449616204
R23C12,90.44357252393945,23.86809675534085,90.4535618296908,23.87728292556299
R24C12,90.44339514094368,23.877120162292485,90.45338521311578,23.88630638970292
R25C12,90.44321767024066,23.88614355742799,90.4532085091957,23.895329842032304
R26C12,90.44311960880928,23.89516694074366,90.45303171790378,23.900150893556454
R0C13,90.4574253500158,23.66157293297927,90.46738312671289,23.669900559425525
R1C13,90.45725064829284,23.66973999915122,90.46722259951979,23.678924362714078
R2C13,90.45707585980952,23.678763733911175,90.46704856921292,23.687948154286488
R3C13,90.45690098453943,23.687787456945863,90.46687445247875,23.696971934139054
R4C13,90.45672602245617,23.69681116825157,90.46670024929101,23.705995702268066
R5C13,90.45655097353331,23.70583486782459,90.46652595962335,23.715019458669794
R6C13,90.45637583774439,23.714858555661184,90.4663515834495,23.724043203340553
R7C13,90.45620061506297,23.723882231757656,90.46617712074304,23.73306693627662
R8C13,90.45602530546253,23.732905896110296,90.46600257147767,23.7420906574743
R9C13,90.4558499089166,23.741929548715376,90.46582793562699,23.751114366929876
R10C13,90.45567442539868,23.75095318956919,90.46565321316457,23.76013806463964
R11C13,90.4554988548822,23.75997681866804,90.46547840406406,23.769161750599896
R12C13,90.45532319734062,23.769000436008195,90.46530350829896,23.778185424806928
R13C13,90.45514745274737,23.778024041585958,90.46512852584287,23.787209087257043
R14C13,90.45497162107588,23.78704763539761,90.46495345666929,23.796232737946536
R15C13,90.45479570229953,23.796071217439458,90.46477830075176,23.805256376871696
R16C13,90.45461969639172,23.80509478770778,90.46460305806376,23.814280004028834
R17C13,90.45444360332577,23.81411834619887,90.46442772857878,23.823303619414244
R18C13,90.45426742307505,23.823141892909035,90.46425231227029,23.832327223024222
R19C13,90.4540911556129,23.832165427834568,90.46407680911172,23.841350814855076
R20C13,90.45391480091263,23.84118895097175,90.4639012190765,23.850374394903106
R21C13,90.4537383589475,23.850212462316886,90.46372554213806,23.859397963164607
R22C13,90.4535618296908,23.85923596186627,90.46354977826978,23.86842151963589
R23C13,90.45338521311578,23.868259449616204,90.46337392744503,23.87744506431326
R24C13,90.4532085091957,23.87728292556299,90.4631979896372,23.886468597193012
