location,coordinates,latitude,longitude,geometry,grid_label
"ANWAR KHAN MODEN MEDICAL COLLEGE,RD 7,DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"12 , ROAD 6 , SECTION 12","(22.8933377, 91.5339391)",22.8933377,91.5339391,POINT (91.5339391 22.8933377),R1C45
"ARTISAN KEMAL ATATRUK AVENUE , GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"SUNFLOWER , SECTOR 6 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"RIVERDALE REGALIA , 34 , ROAD 28 ( NEW 15 ) , DHANMONDI R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
JAFF ARENA ACADEMY,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H B 51 , OUTER CIRCULAR RD , KAMALAPUR","(23.73723, 90.42533)",23.73723,90.42533,POINT (90.42533 23.737229999999993),R20C22
"LANE 2, SAECVTION 6","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MG COTTON HEAD OFFICE,SHAH MAKDUM AVENUE,SECTOR 12,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"DHAKA MOHILA COLLEGE , H 23, RD 7, DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"DHAKA MYMENSINGH , GAZIPUR","(24.0704471, 90.3913753)",24.0704471,90.3913753,POINT (90.3913753 24.070447099999996),R27C22
"ZAEA TOWER NHOSUE 273/274, ROAD 1 ADABAR , MOHAMMADPU","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ALHAZ APTAR UDDIN AHMED MANSION , 3, ROAD 7, SECTION 11","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
AFTAB NAGAR MAIN RD,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"POPULAR DIAGONISTIC CENTRE,UNIT 1,UTTARA,SECTOR 4","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHARIF HEIGHTS,BLOCK G,BANASREE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHER E BANGLA AGRICULTURAL UNIVERSITY , SHER E BANGLA NAGAR","(23.7719857, 90.375502)",23.7719857,90.375502,POINT (90.375502 23.771985699999988),R20C21
"HARUN EYE FOUNDATION HOSPITAL , ROAD 6 , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"NEW ASHA CAR DECORATION , NAYA PALTAN","(23.73625, 90.41426)",23.73625,90.41426,POINT (90.41426 23.736249999999995),R20C22
"FARIDABAD HIGH SCJOOL,FARIDABAD LN,GANDARIA","(23.70576, 90.42954)",23.70576,90.42954,POINT (90.42954 23.705759999999998),R19C23
"Koyla Restaurant Link.R0ad, Gulshan 1","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
MUGDA PARA POLICE STATION,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"5/7,LALMATIA BLOCK E,LALMATIA","(23.7536438, 90.3673074)",23.7536438,90.3673074,POINT (90.3673074 23.753643799999995),R20C21
"DC BUILDING , MAOLANA BHASANI ROAD , FAKIRAPOOL , PALTAN","(23.73625, 90.41426)",23.73625,90.41426,POINT (90.41426 23.736249999999995),R20C22
"MAA HOTEL & RESTAURANT , H 268/90, SHADHINOTA SARANI , NORTH BADDA","(22.8919883, 91.6736685)",22.8919883,91.6736685,POINT (91.6736685 22.891988299999998),R1C48
"POPULAR DIAGONESTIC CENTER LTD , BEGUM ROKEY SARANI , MIRPUR 10","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"STUDIO , NINE N' HALF , TRIMOHONI , KHILGAON","(23.75722, 90.46443)",23.75722,90.46443,POINT (90.46443 23.757220000000004),R20C23
"MASUM FURNITURE , H 48 /G , INDIRA RD , FARMGATE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"LAKE CITY CONCORD JAME MASJID,KHILKHET NAMAPARA RD,LAKE CITY CONCORD,KHILKHET","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOUSE 309,ROAD 4,BARIDHARA DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MR. KACCHI  , 252/4 , WEST MONIPUR , MUKTI HOUSING , PASCHIM MONIPUR","(23.47172, 91.0612)",23.47172,91.0612,POINT (91.0612 23.47172),R14C35
"MIRBAG MOR , BORO MOGBAZAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RANGDHONU SUPERMARKET, BEGUM ROKEYA SHARANI , SECTION 12","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"WALTON SERVICE CENTRE , DHAKA CHITTAGONG HIGHWAY , SIGN BOARD , SHIDDHIRGANJ , NARAYANGANJ , 1361","(23.61352, 90.50298)",23.61352,90.50298,POINT (90.50298 23.61352),R17C24
"VERTICAL HORIZON , 31/A , ROAD 5 , DHANMONDI R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"DENTAL ASSOCIATES,RESIDENTIAL AREA,DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"PALMYRA , 317, ROAD NO 14 , BLOCK A , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"VILLIE LA OPALA , H 25, RD 47 , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"ALL COMMUNITY CLUB LIMITED,GULSHAN 1,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"RD 9 , BLOCK B , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SULTAN'S DINE , GAREEB E NAWAZ , SECTOR 11 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"BENGAL BLUEBERRY , NE ( O) 1 , RD 91 , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"BNP PARTY OFFICE , RD 86 , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"KIDS TUTORIAL H 7 , CIRCUIT HOUSE RD , KAKRAIL","(23.73333, 90.4)",23.73333,90.4,POINT (90.40000000000002 23.733329999999988),R20C22
"OBIIQUE SOURCING , EIDGAH MATT , SONY HALL , MIRPUR 1","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"luthfa garden , 175, road 9 , section 12","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOUSE 25 , ROAD 3 , RESIDENTIAL AREA , SHANMONDI","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RD 67 , GULSHAN 2","(23.7947055, 90.4023902)",23.7947055,90.4023902,POINT (90.4023902 23.794705500000003),R21C22
"BUDDHIJIBI KABAR JAME MASJID , SHAHID BUDDHIJIBI GRAVEYARD , MIRPUR 1","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"HOUSE 215 , ROAD 2 , BLOCK K , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 283 292,RD 11,BLOCK A,BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"NCC BANK LIMITED(UTTARA BRANCH),SECTOR 6","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"159/16/A CHANDRIMA LANE,MUKTI HOUSING,PASCHIM SHEWRAPARA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RD 17,BANANI","(23.7932237, 90.404084)",23.7932237,90.404084,POINT (90.404084 23.793223699999995),R21C22
"MANDA (GREEN MODEL TOWN),33/11 KV GRID SUBSTATION DPDC C15,NORTH MANDA","(24.79891, 88.7028)",24.79891,88.7028,POINT (88.7028 24.798909999999996),R44C-12
"H 67 , DILKUSHA RD , DILKUSHA","(23.7269199, 90.4174)",23.7269199,90.4174,POINT (90.4174 23.7269199),R19C22
"RAYER BAZAR HIGH SCHOOL , SHER E BANGLA RD , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"452,CHAIRMAN GOLI,WIRELESS,MOGBAZAR","(23.755344, 90.4096586)",23.755344,90.4096586,POINT (90.4096586 23.755343999999994),R20C22
"2/20, BLOCK A ,  LALMATIA","(23.75701, 90.3738781)",23.75701,90.3738781,POINT (90.3738781 23.757009999999994),R20C21
"AZAMPUR RAILGATE JAME MASJID , SECTOR 4 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"CONCORD TWIN TOWER SHOPPING COMPLEX , SHANTINAGAR RD , SHNATINAGAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H C/26, ZAKIR HOSSAIN RD, BLOCK F , MOHAMMADPUR , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"ORACLE DENTAL PLANET , HOUSE 15 ROAD 5 , SECTOR 4 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"FOKIR MARKET , DEGERCHALA RD , 1711","(24.0907, 90.4878)",24.0907,90.4878,POINT (90.4878 24.090699999999995),R27C24
"H 28 , RD 16 , NIKUNJA 2","(23.8339024, 90.4164755)",23.8339024,90.4164755,POINT (90.4164755 23.833902400000003),R22C22
"H 155, KHILJI RD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,POINT (90.35851 23.765900000000002),R20C21
"GOLD ROSE THAI SPA , GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"ETEL GREEN ROAD,PANTHAPATH","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RD 6 BAITUL AMAN HOUSING SOCIETY,ADABOR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"DREAM HOME,HOUSE 1036,ROAD 49,BLOCK L,BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"LIMA FURNITURE , SECTOR 7 , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"JAHAN MONJIL, BLOCK H, BANASREE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BOSHAR JAYGA , PURBO , CHANDIMA UDDAN , SHONGSADH BHABAN","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOUSE 300 , NSU DRIVEWAY , BLOCK B , BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"CENTREPOINT , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , KURMITOLA","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"6/17,BLOCK B,HUMAYUN ROAD,MOHAMMADPUR","(23.7698141, 90.3662797)",23.7698141,90.3662797,POINT (90.3662797 23.769814100000005),R20C21
"LIBERTY CHEMICAL COMPANY , RESIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"77, LAKE DRIVE ROAD , SECTOR 7 , UTTARA","(23.8681856, 90.3937611)",23.8681856,90.3937611,POINT (90.3937611 23.8681856),R23C22
"IDLC FINANCE LIMITED , DILKUSHA BRANCH , PURANA PALTAN","(23.73625, 90.41426)",23.73625,90.41426,POINT (90.41426 23.736249999999995),R20C22
"H 211, RD 4 , BLOCK F , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"35,ROAD 5,DHANMONDI R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"PRINCE TAHSIN COMPLEX , H 726/4 , RD 10 , ADABOR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"UTTARA GIRLS HIGH SCHOOL AND COLLEGE,ROAD 2,SECTOR 6,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"RAJFULBARIA BUS STOP , RAJBARI UP RD , 1347","(24.3137, 89.6089)",24.3137,89.6089,POINT (89.60890000000002 24.313700000000004),R33C6
"JONAKI CINEMA HALL LANE , FAKIRAPOOL , PALTAN","(23.7374258, 90.4149013)",23.7374258,90.4149013,POINT (90.4149013 23.737425799999993),R20C22
"KHILGAON TALTOLA MOR , SHAHID BAKI RD , KHILGAON","(23.75722, 90.46443)",23.75722,90.46443,POINT (90.46443 23.757220000000004),R20C23
"14,KALLYANPUR PRODHAN SARAK , NOTUN BAZAR , MUKTI HOUSING , MODDHO PAIKPARA","(22.28455, 91.9809)",22.28455,91.9809,POINT (91.98090000000002 22.284550000000003),R-13C54
"H 100,SHER SHAH SURI RD,MOHAMMADPUR","(24.6254038, 90.6055315)",24.6254038,90.6055315,POINT (90.6055315 24.625403799999994),R39C27
"AVE6A , MIRPUR DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"28,ROAD NO 1,BLOCK A,,BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MOHAMMADIA MARKET,H 14/2,SHANTINAGAR BAZAR RD,SHANTINAGAR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SWAPNEER, LAKE CITY CONCORD , KHILKHET","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BANGLADESH HOUSE BUILDING FINANCE CORPORATION,ALAOL AVENUE,SECTOR 8,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"AMERICAN CLUB,RD 70,GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"may spring ap[artment , sector 10 , uttara","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
ROZA GREEN,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"TEJGAON ADARSHA SCHOOL & COLLEGE,SHAHID TAJUDDIN AHMED SARANI,TEJGAON","(23.7643116, 90.4022237)",23.7643116,90.4022237,POINT (90.4022237 23.7643116),R20C22
"DHAKA CHITTAGONG HIGHWAY,SONTEK,JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,POINT (90.90801 24.98797),R47C33
"REDICAL HOSPITAL,SHAH MAKDUM AVE,SECTOR 12","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"CONCORD 16 , PARK ROAD , BARIDHARA , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"BENGAL MEAT , SECTOR 3 , UTTARA JASHIMUDDIN AVENUE","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"K-59, ROAD -13 , SOUTH BANASREE","(23.7590816, 90.4289969)",23.7590816,90.4289969,POINT (90.4289969 23.7590816),R20C23
"RD 3 , NOBODOY HOUSING SOCIETY , MOHAMADPUR","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
SHIKDER MEDICAL COLLEGE,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"81, SHAPLA VILLA , SOUTH AZAMPUR , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
DHAKA ELEVATED EXPRESS -SHEWRA RAIL GATE,"(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"TRANSCENDENTAL MEDITATION BANGLADESH , ROAD 68/A , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"SAIDNOGOR SUPER MARKET , SAYED NAGAR , NOTUN BAZAR","(25.74442, 88.49186)",25.74442,88.49186,POINT (88.49186 25.744420000000005),R65C-16
"CITY ALO ( BANKING FOR WOMEN ) , 18 , GULSHAN AVENUE , GULSHAN 1 , GULSHAN","(23.7826515, 90.416587)",23.7826515,90.416587,POINT (90.416587 23.7826515),R21C22
"ZION MEDIA , DOHS , MIRPUR","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"DHAKA NEW MARKET MASJID,FOOTOVER BRIDGE,NEW MARKET","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOUSE 52, ROAD 27, DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"CP , THANA RD , 1340","(23.8442, 90.2511)",23.8442,90.2511,POINT (90.2511 23.844199999999994),R22C19
S A KHALEQUE RESIDENTIAL AREA,"(23.7777719, 90.3566932)",23.7777719,90.3566932,POINT (90.3566932 23.7777719),R21C21
"NANDIPARA GARMENTS RD, NANDIPARA BASABO","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ATN BANGLA , 12 , KAZI NAZRUL ISLAM AVENUE , PASHCIM NAKHALPARA , LALMATIA","(24.43374, 88.45688)",24.43374,88.45688,POINT (88.45688 24.433739999999997),R36C-17
"WARI THANA,TIPU SULTAN RD,WARI","(23.7149794, 90.4188432)",23.7149794,90.4188432,POINT (90.4188432 23.714979399999994),R19C22
"VISION EMPORIUM , MOHAMMADIA HOUSING , MOHAM,MADPUR , KATASUR","(23.75992, 90.35632)",23.75992,90.35632,POINT (90.35632 23.75992),R20C21
"AB BANK LIMITED ATM,SECTOR 7,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"BOARD BAZAR BUS STOP , DHAKA MYMENSINGH HIGHWAY, 1711","(23.9452769, 90.3827366)",23.9452769,90.3827366,POINT (90.3827366 23.9452769),R24C22
"HAZRAT SHAHJALAL INTERTIONAL AIRPORT TERMINAL 2, AIRPORT ROAD , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2","(43.99329, -107.94926)",43.99329,-107.94926,POINT (-107.94925999999998 43.99329000000004),R2475C411
"LAB AID GULSHAN , H 13 / A, KAMAL ATATRUK AVE , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"RAMNA KALI MANDIR,SUHRAWARDY UDYAN,RD,RAMNA","(23.73333, 90.4)",23.73333,90.4,POINT (90.40000000000002 23.733329999999988),R20C22
"HOUSE 29 , ROAD 1 , SECTOR 11. UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"KHAN BARI,BHATULIYA,TURAG","(23.76667, 90.31667)",23.76667,90.31667,POINT (90.31667 23.766669999999998),R20C20
"KULSUM , H 40 41 , SIDDHESWARI MALIBAG CIRCLE RD , SIDDHESWARI","(23.59189, 90.92422)",23.59189,90.92422,POINT (90.92422000000002 23.59189),R16C33
"HARDWARE & TOOLS,KAPTAN BAZAR,GULISTAN","(37.7429211, -78.4055617)",37.7429211,-78.4055617,POINT (-78.40556170000002 37.74292110000001),R2651C-77
"HOUSE 21 , NIKUNJA 2","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"RD 3 , TURAG CITY , MIRPUR 1","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"POPULAR HOSPITAL,DHANMONDI ROAD 2,DHANMONDI R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"LAWYER IN GULSHAN BANANI BARIDHARA,GULSHAN 2,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"IRON LODGE FITNESS STUDIO,CENTRAL ROAD,DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"SHAHEEN LAKE PARK,(SHAHEEN DIP)BAF KURMITOLA,DHAKA CANTONMENT","(23.82444, 90.40556)",23.82444,90.40556,POINT (90.40556 23.824439999999996),R22C22
"BATB PLAY GROUND,MOHAKHALI DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"GOLAKANDAIL,RUPGANJ,NARAYANGANJ","(23.7853577, 90.5685788)",23.7853577,90.5685788,POINT (90.5685788 23.785357699999995),R21C25
"HAZARIBAGH PARK MATH,NOBABGONJ MAIN RD,BOTTOLA,HAZARIBAGHJ","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SHAWAPNOPURI,197,ROAD 6/1,BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"MR BAKER,RD 7,SECTOR 3,UTTARA","(23.861417, 90.3989617)",23.861417,90.3989617,POINT (90.3989617 23.861416999999996),R22C22
"DREAM STUDY INTERNATIONAL,GULSHAN 2,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"BRTA CIRCLE,MIRPUR 13","(23.805, 90.366)",23.805,90.366,POINT (90.366 23.804999999999993),R21C21
"VERVAIN BANANI , BLOCK G","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"H 104/4,CNETRAL RD,DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"CONCORD IK TOWER , GUL;SHAN 2, MADANIU AVE","(-34.75155, 149.72086)",-34.75155,149.72086,POINT (149.72085999999985 -34.75155000000003),R-1652C1150
"BIO-XIN COSMECEUTICALS , MIRPUR DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"71/A , ROAD NO 1 , BLOCK A , BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"WASEK AQUA DHAKA HUB , BAWNIA , UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"PLOT 620 , ROAD 9 , AVE 2, MIRPUR DOHS","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"BANGLADESH POLICE OFFICERS MESS,ESKATON GARDEN ROAD,RAMNA","(23.7447925, 90.4022794)",23.7447925,90.4022794,POINT (90.4022794 23.744792499999996),R20C22
"LIAISON OFFICE , PASCHIMANCHAL GAS COMPANY LIMITED ( PGCL ) , HATIRJHEEL , TEJGAON","(23.76296, 90.38971)",23.76296,90.38971,POINT (90.38971 23.762959999999996),R20C22
"52/A,DOLPHIN GOLI,DHANMONDI","(23.750664, 90.379553)",23.750664,90.379553,POINT (90.379553 23.750663999999997),R20C22
"DUTCH-BANGLA ATM IN UNITED HOSPITAL , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
"BIDDUT BHABAN , H 1, ABDUL GANI RD , PURANA PALTAN","(23.73625, 90.41426)",23.73625,90.41426,POINT (90.41426 23.736249999999995),R20C22
"NEW SUPER MARKET,NEW MARKET,DHAKA","(23.6926196, 90.4336927)",23.6926196,90.4336927,POINT (90.43369270000001 23.692619599999997),R19C23
"YAD ALI JAME MASJID , SHAHJAHAN ROLLING MILL'S RD , FATULLAH , NARAYANGANJ , 1401","(23.61352, 90.50298)",23.61352,90.50298,POINT (90.50298 23.61352),R17C24
"LONDON PLAZA,SERVICE ROAD,SECTOR 3,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"DELICIOUS MORSEL , SHIMANTO SHAMBHAR , ROAD 2 , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"BEST PHYSIOTHERAPY , ADARSHA NAGAR , BADDA","(24.34671, 90.00523)",24.34671,90.00523,POINT (90.00523 24.346710000000005),R33C14
"RIJIYA BHAVAN , H 2/GA, HABIBULLAH RD, SHAHBAG","(23.738, 90.4)",23.738,90.4,POINT (90.40000000000002 23.738),R20C22
"ROAD 24,DAKKHIN BADDA,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,POINT (90.4167 23.791700000000002),R21C22
HOUSE 295/296,"(24.9207982, 89.9626115)",24.9207982,89.9626115,POINT (89.9626115 24.920798199999993),R46C14
"HOUSE 9, ROAD 17, SECTOR 14, UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"HOUSE 753,ROAD 33,BLOCK L,BASUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"271/C , I BLOCK ROAD 7 , BASHUDNHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"GORAN ADARSHA HIGH SCHOOL , HAWAI GOLI , KHILGAON","(23.75722, 90.46443)",23.75722,90.46443,POINT (90.46443 23.757220000000004),R20C23
"DHALI FOOD COURT,BASUNDHARA R/A,BLOCK E","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"25 EAST BENGAL , CANTONMENT , DHAKA , BANGLADESH","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
SHAHJADPUR BUS STOP,"(23.7920887, 90.4245009)",23.7920887,90.4245009,POINT (90.4245009 23.7920887),R21C22
"19/6,GATE NO 3 ROAD,KHAMAR BARI","(24.8859, 90.91228)",24.8859,90.91228,POINT (90.91228 24.8859),R45C33
"20,ROAD 108,GULSHAN 2,GULSHAN","(23.7911646, 90.4186649)",23.7911646,90.4186649,POINT (90.4186649 23.791164599999995),R21C22
"DSE TOWER,HOUSE 46,ROAD 21,NIKUNJA,KHILKHET,DHAKA","(24.16667, 90.41667)",24.16667,90.41667,POINT (90.41667 24.16667),R29C22
"ZIA UDDAN MASJID,CHANDRIMA UDDAN RD,CHANDRIMA UDDAN","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"SOMASPUR HOUSE , H 329, ULON RD ULON","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"DUTCH BANGLA BANK , MIRPUR ROAD , SECTION 2","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ARADDHO , RESAIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,POINT (90.385 23.739999999999995),R20C22
"HAJI ABDUL QADIR JAME MASJID COMPLEX(AC MOSJID),SHANTIBAG,MALIBAG","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"ZAM ZAM TOWER , SECTOR 13, UTTARA","(23.8740566, 90.3905325)",23.8740566,90.3905325,POINT (90.3905325 23.874056599999996),R23C22
"JHORNA DHARA,BASUNDHARA RIVERVIEW,DAKKHIN KERANIGANJ","(24.75003, 88.07271)",24.75003,88.07271,POINT (88.07271000000001 24.750030000000002),R43C-25
"RD 5, ARAMBAG R/A PALLABI","(23.825, 90.37)",23.825,90.37,POINT (90.37 23.824999999999992),R22C21
"EURO LIFT , BLOCK I , BASHUNDHARA R/A","(24.0, 90.0)",24.0,90.0,POINT (90 24),R26C14
"HOUSE 56&58,LAKE DRIVE ROAD,SECTOR 7,UTTARA","(22.4120749, 114.2016117)",22.4120749,114.2016117,POINT (114.2016117 22.412074899999997),R22C519
"PADMA HOTEL AND RESTAURANT , DHAKA DEMRA HIGHWAY , GOPIBAG , JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,POINT (90.90801 24.98797),R47C33
"PLATFORM NO 7 , KAMALAPUR RD , AHMEDBAG , SABUJBAG","(23.03077, 89.38848)",23.03077,89.38848,POINT (89.38848 23.03077),R4C1
"NAZIA HOME,SECTOR 6,UTTARA","(23.8667, 90.4)",23.8667,90.4,POINT (90.40000000000002 23.866699999999994),R23C22
"MOUSHI FASHION TAILORS,250/1,AHMED NAGAR,PAIKPARA,SENPARA PARBATA,AHMED NAGAR","(23.80503, 90.36883)",23.80503,90.36883,POINT (90.36883 23.80503),R21C21
